customer_id,customer_name,segment,industry,region,country,signup_date,employee_count,annual_revenue,engagement_score,customer_health_score,churn_risk_score,churn_flag,total_orders,total_revenue,total_margin,recent_order_count,recent_revenue,recent_avg_discount,recent_avg_shipping_days,recent_last_order,days_since_last_order,order_velocity,revenue_90d_target
CUS-002477,Customer 02477,Enterprise,Manufacturing,Europe,Country-05,2024-05-18 00:00:00+00:00,23713,106717695,62.7,13.64,90.38,1,12.0,1224772.98,593731.2100000001,2,15690.36,0.075,18.0,2026-04-13 00:00:00+00:00,113,0.1062,16733.09
CUS-002478,Customer 02478,Enterprise,Logistics,Latin America,Country-06,2024-01-12 00:00:00+00:00,14080,935986502,100.0,80.62,30.28,0,41.0,4111082.78,1776810.73,8,677392.97,0.0753875,10.125,2026-07-15 00:00:00+00:00,20,2.05,836412.72
CUS-002479,Customer 02479,Mid-Market,Energy,North America,Country-07,2024-11-20 00:00:00+00:00,18468,11978541,48.35,28.45,85.0,1,12.0,1259137.96,517618.48,6,491449.64,0.0533666666666666,8.5,2026-06-26 00:00:00+00:00,39,0.3077,547301.17
CUS-002480,Customer 02480,SMB,Government,Europe,Country-08,2025-05-17 00:00:00+00:00,23926,3228290,60.15,15.59,87.18,1,3.0,160250.41,46378.08,2,153782.65000000002,0.0681,15.0,2026-05-12 00:00:00+00:00,84,0.0357,129812.07
CUS-002481,Customer 02481,Mid-Market,Retail,Latin America,Country-09,2023-03-14 00:00:00+00:00,4583,21268931,74.34,22.33,79.61,1,7.0,603143.1499999999,256084.12,2,271419.36,0.00095,10.0,2026-07-23 00:00:00+00:00,12,0.5833,250235.52
CUS-002482,Customer 02482,Enterprise,Healthcare,Asia Pacific,Country-10,2023-03-02 00:00:00+00:00,21782,952959541,87.95,80.92,9.87,0,55.0,5355367.2,2241083.47,10,768624.8300000001,0.06994,11.9,2026-07-09 00:00:00+00:00,26,2.1154,721313.72
CUS-002483,Customer 02483,Enterprise,Education,Latin America,Country-11,2023-09-04 00:00:00+00:00,9173,562017562,63.69,57.73,51.47,0,39.0,4910881.27,2031565.07,14,1745687.19,0.0663857142857142,8.285714285714286,2026-07-21 00:00:00+00:00,14,2.7857,1902713.09
CUS-002484,Customer 02484,Mid-Market,Telecom,North America,Country-12,2024-06-11 00:00:00+00:00,15656,22671151,83.27,49.14,34.6,0,24.0,2382956.41,985295.4,6,669038.77,0.0545499999999999,12.833333333333334,2026-07-26 00:00:00+00:00,9,2.6667,871265.42
CUS-002485,Customer 02485,SMB,Technology,Europe,Country-13,2023-02-08 00:00:00+00:00,9682,3664923,72.17,27.06,81.28,1,7.0,632878.1799999999,227006.74,3,277070.95,0.0681333333333333,9.333333333333334,2026-07-21 00:00:00+00:00,14,0.5,237066.94
CUS-002486,Customer 02486,Mid-Market,Retail,Asia Pacific,Country-14,2023-06-24 00:00:00+00:00,4987,10278919,63.14,30.38,69.81,1,10.0,1181890.6,525660.77,1,104828.79,0.1378,9.0,2026-02-24 00:00:00+00:00,161,0.0621,88548.46
CUS-002487,Customer 02487,SMB,Logistics,North America,Country-15,2024-01-04 00:00:00+00:00,21989,3250939,37.48,19.65,63.33,1,4.0,264023.09,88492.39,1,112879.1,0.0,10.0,2026-06-20 00:00:00+00:00,45,0.0889,96494.08
CUS-002488,Customer 02488,SMB,Healthcare,Latin America,Country-16,2023-12-04 00:00:00+00:00,8696,4045521,31.95,0.86,100.0,1,1.0,88185.42,42157.08,0,0.0,0.0,0.0,Unknown,999,0.001,0.0
CUS-002489,Customer 02489,Enterprise,Government,North America,Country-17,2025-01-31 00:00:00+00:00,644,492426661,78.6,53.87,45.04,0,43.0,4209293.46,1800796.27,17,1323338.92,0.0846529411764706,11.117647058823527,2026-07-29 00:00:00+00:00,6,7.1667,1309659.05
CUS-002490,Customer 02490,Mid-Market,Finance,North America,Country-18,2024-05-06 00:00:00+00:00,3780,9618384,58.91,27.96,68.9,1,7.0,724783.81,331020.34,3,133987.85,0.0907666666666666,12.333333333333334,2026-07-11 00:00:00+00:00,24,0.2917,158969.17
CUS-002491,Customer 02491,SMB,Manufacturing,Latin America,Country-19,2025-02-24 00:00:00+00:00,24038,2176388,46.56,26.99,71.12,1,,,,0,0.0,0.0,0.0,Unknown,999,,0.0
CUS-002492,Customer 02492,Mid-Market,Technology,Asia Pacific,Country-20,2024-11-14 00:00:00+00:00,20552,13677657,39.13,13.51,86.35,1,11.0,955571.08,299264.16,5,315916.15,0.0305,8.2,2026-07-14 00:00:00+00:00,21,0.5238,355958.07
CUS-002493,Customer 02493,Enterprise,Telecom,Middle East & Africa,Country-21,2024-01-08 00:00:00+00:00,16622,925173298,72.46,75.0,24.85,0,46.0,6039207.03,2737022.42,6,417095.63,0.0860666666666666,8.5,2026-07-10 00:00:00+00:00,25,1.84,412663.27
CUS-002494,Customer 02494,SMB,Telecom,Middle East & Africa,Country-22,2025-05-29 00:00:00+00:00,19472,2998191,60.01,27.75,61.92,1,3.0,350176.18999999994,160445.86000000002,1,236696.09,0.0659,17.0,2026-07-16 00:00:00+00:00,19,0.1579,290392.68
CUS-002495,Customer 02495,SMB,Government,North America,Country-23,2025-01-29 00:00:00+00:00,16225,1141300,55.41,38.65,64.17,1,6.0,576547.4099999999,197795.39,0,0.0,0.0,0.0,Unknown,999,0.006,0.0
CUS-002496,Customer 02496,Mid-Market,Finance,Asia Pacific,Country-00,2024-03-20 00:00:00+00:00,22761,21339597,52.2,30.21,67.13,1,8.0,395212.4,176169.34,2,42202.09,0.09445,11.5,2026-07-02 00:00:00+00:00,33,0.2424,41206.26
CUS-002497,Customer 02497,Mid-Market,Finance,Middle East & Africa,Country-01,2025-02-04 00:00:00+00:00,2514,18040107,56.47,28.27,82.84,1,9.0,980601.19,434200.98,5,587522.01,0.05536,12.8,2026-04-15 00:00:00+00:00,111,0.0811,523036.05
CUS-002498,Customer 02498,Enterprise,Energy,North America,Country-02,2023-08-20 00:00:00+00:00,1608,746328033,51.44,39.82,66.2,1,26.0,2197874.61,900017.12,7,480696.03,0.0644,12.428571428571429,2026-06-03 00:00:00+00:00,62,0.4194,595643.76
CUS-002499,Customer 02499,SMB,Manufacturing,Europe,Country-03,2023-07-07 00:00:00+00:00,17379,3180010,34.69,5.16,100.0,1,6.0,232900.07,80659.53,0,0.0,0.0,0.0,Unknown,999,0.006,0.0
CUS-002500,Customer 02500,Mid-Market,Education,Middle East & Africa,Country-04,2024-12-13 00:00:00+00:00,24118,8727431,53.24,37.07,75.96,1,10.0,720662.18,230915.12,5,333416.82,0.05072,11.6,2026-07-20 00:00:00+00:00,15,0.6667,299938.62
CUS-002501,Customer 02501,Enterprise,Healthcare,North America,Country-05,2024-12-11 00:00:00+00:00,14543,723470159,80.87,68.74,36.41,0,41.0,3948243.29,1564059.65,16,989792.66,0.0532,8.5,2026-08-01 00:00:00+00:00,3,13.6667,940684.26
CUS-002502,Customer 02502,Mid-Market,Healthcare,Middle East & Africa,Country-06,2023-07-19 00:00:00+00:00,24161,15786710,48.11,19.92,79.05,1,4.0,568091.04,284251.89,0,0.0,0.0,0.0,Unknown,999,0.004,0.0
CUS-002503,Customer 02503,SMB,Retail,Europe,Country-07,2024-11-09 00:00:00+00:00,10037,2747032,29.5,10.04,72.06,1,9.0,867268.49,336411.34,1,31299.07,0.0583,6.0,2026-03-11 00:00:00+00:00,146,0.0616,34578.4
CUS-002504,Customer 02504,SMB,Finance,Middle East & Africa,Country-08,2024-04-02 00:00:00+00:00,16868,4338301,54.61,26.5,75.19,1,2.0,81516.04000000001,28645.84,0,0.0,0.0,0.0,Unknown,999,0.002,0.0
CUS-002505,Customer 02505,Enterprise,Technology,Asia Pacific,Country-09,2024-05-17 00:00:00+00:00,12739,426412024,66.08,33.9,78.21,1,30.0,3081693.5,1274571.73,4,404961.69,0.0505,13.0,2026-07-17 00:00:00+00:00,18,1.6667,423236.29
CUS-002506,Customer 02506,Enterprise,Logistics,Asia Pacific,Country-10,2025-02-01 00:00:00+00:00,22046,386079943,60.25,36.89,69.37,1,13.0,1967791.48,785897.3,4,479006.39,0.059875,12.75,2026-06-12 00:00:00+00:00,53,0.2453,486551.77
CUS-002507,Customer 02507,SMB,Education,Latin America,Country-11,2023-05-25 00:00:00+00:00,16189,1901429,55.37,29.89,66.56,1,4.0,430641.86,224409.73,1,175761.04,0.1872,10.0,2026-03-12 00:00:00+00:00,145,0.0276,216995.46
CUS-002508,Customer 02508,SMB,Logistics,North America,Country-12,2023-12-30 00:00:00+00:00,10974,379091,50.42,28.67,71.75,1,4.0,453404.44,205617.79,0,0.0,0.0,0.0,Unknown,999,0.004,0.0
CUS-002509,Customer 02509,Mid-Market,Finance,Asia Pacific,Country-13,2023-09-18 00:00:00+00:00,6135,3984310,55.1,21.99,74.12,1,7.0,774856.39,312109.99,1,100761.26,0.1337,19.0,2026-05-20 00:00:00+00:00,76,0.0921,95980.62
CUS-002510,Customer 02510,Mid-Market,Education,Middle East & Africa,Country-14,2024-05-16 00:00:00+00:00,7852,6802686,53.08,36.93,65.21,1,17.0,2240930.82,876664.4199999999,5,641367.44,0.09492,14.8,2026-07-17 00:00:00+00:00,18,0.9444,590327.3
CUS-002511,Customer 02511,Mid-Market,Manufacturing,Middle East & Africa,Country-15,2023-05-23 00:00:00+00:00,1892,13644775,63.31,37.33,59.1,1,10.0,754390.62,357530.7,4,500059.36,0.102325,9.0,2026-08-02 00:00:00+00:00,2,5.0,517436.14
CUS-002512,Customer 02512,Mid-Market,Healthcare,Middle East & Africa,Country-16,2023-04-18 00:00:00+00:00,3880,22494181,65.54,24.13,85.94,1,8.0,1228826.18,504989.17,1,30818.94,0.0523,8.0,2026-06-03 00:00:00+00:00,62,0.129,36573.21
CUS-002513,Customer 02513,Enterprise,Finance,Asia Pacific,Country-17,2024-09-18 00:00:00+00:00,12734,532609182,74.92,42.15,58.69,1,40.0,4042460.4,1689599.75,7,689389.95,0.0746571428571428,7.857142857142857,2026-07-30 00:00:00+00:00,5,8.0,740783.44
CUS-002514,Customer 02514,Enterprise,Technology,Asia Pacific,Country-18,2023-02-20 00:00:00+00:00,813,186704507,73.69,44.45,57.35,0,35.0,3989602.18,1728172.67,5,603464.82,0.059,8.4,2026-06-02 00:00:00+00:00,63,0.5556,643832.01
CUS-002515,Customer 02515,Enterprise,Healthcare,Asia Pacific,Country-19,2024-01-11 00:00:00+00:00,11796,46654281,63.51,26.61,67.59,1,12.0,1139704.19,452219.62,1,8986.6,0.0,6.0,2026-03-29 00:00:00+00:00,128,0.0938,10977.37
CUS-002516,Customer 02516,SMB,Government,Asia Pacific,Country-20,2025-06-06 00:00:00+00:00,1073,4152954,36.35,11.38,85.7,1,6.0,381774.3,193790.81,1,21990.88,0.0428,7.0,2026-05-21 00:00:00+00:00,75,0.08,26016.74
CUS-002517,Customer 02517,Enterprise,Healthcare,Asia Pacific,Country-21,2025-06-18 00:00:00+00:00,4070,804788606,69.59,61.27,30.64,0,45.0,4773396.81,1825549.78,19,1650883.08,0.0837263157894736,11.789473684210526,2026-07-17 00:00:00+00:00,18,2.5,1822214.87
CUS-002518,Customer 02518,Enterprise,Finance,North America,Country-22,2023-06-11 00:00:00+00:00,17296,991671648,58.54,66.81,43.11,0,51.0,4121246.68,1687269.19,11,962763.19,0.0537363636363636,12.363636363636363,2026-07-22 00:00:00+00:00,13,3.9231,1297413.04
CUS-002519,Customer 02519,Mid-Market,Energy,North America,Country-23,2025-04-14 00:00:00+00:00,745,15846755,42.91,26.2,70.21,1,6.0,665906.78,216434.27,1,34114.41,0.0706,12.0,2026-03-13 00:00:00+00:00,144,0.0417,29444.0
CUS-002520,Customer 02520,Enterprise,Telecom,Asia Pacific,Country-00,2023-10-29 00:00:00+00:00,8430,969894248,70.74,66.23,34.89,0,56.0,5946405.58,2612168.01,10,1608632.0,0.08164,9.3,2026-07-24 00:00:00+00:00,11,5.0909,2012028.45
CUS-002521,Customer 02521,Enterprise,Telecom,North America,Country-01,2023-06-28 00:00:00+00:00,4780,988393536,85.85,54.88,34.28,0,39.0,4286654.7700000005,1603336.79,5,289034.84,0.0699,13.8,2026-06-19 00:00:00+00:00,46,0.8478,339700.85
CUS-002522,Customer 02522,Mid-Market,Government,North America,Country-02,2024-03-30 00:00:00+00:00,1375,16280545,28.98,21.25,70.13,1,8.0,1060250.43,496624.95,2,309776.17,0.02945,6.5,2026-04-01 00:00:00+00:00,125,0.064,278488.8
CUS-002523,Customer 02523,Mid-Market,Telecom,North America,Country-03,2024-03-15 00:00:00+00:00,5224,3592765,52.52,17.31,80.94,1,8.0,982770.12,525535.09,2,132179.38,0.0731,8.0,2026-07-16 00:00:00+00:00,19,0.4211,164367.66
CUS-002524,Customer 02524,Mid-Market,Manufacturing,Latin America,Country-04,2023-12-04 00:00:00+00:00,2827,22109539,61.82,31.06,66.76,1,10.0,784304.3,341667.17,4,345317.2,0.068725,12.5,2026-03-18 00:00:00+00:00,139,0.0719,429193.14
CUS-002525,Customer 02525,SMB,Logistics,Middle East & Africa,Country-05,2024-01-20 00:00:00+00:00,2036,1832753,59.01,25.64,76.07,1,2.0,168743.06,75000.61,0,0.0,0.0,0.0,Unknown,999,0.002,0.0
CUS-002526,Customer 02526,Enterprise,Logistics,Asia Pacific,Country-06,2023-03-29 00:00:00+00:00,16640,241779564,97.2,70.16,43.92,0,50.0,5958391.94,2511730.56,9,830981.9400000001,0.0661222222222222,9.666666666666666,2026-07-28 00:00:00+00:00,7,7.1429,801517.05
CUS-002527,Customer 02527,SMB,Healthcare,Middle East & Africa,Country-07,2023-08-26 00:00:00+00:00,3145,2445038,40.39,34.72,51.15,0,4.0,284314.71,114395.08,1,18481.34,0.1187,19.0,2026-06-27 00:00:00+00:00,38,0.1053,18458.55
CUS-002528,Customer 02528,SMB,Education,Middle East & Africa,Country-08,2023-06-27 00:00:00+00:00,23468,2975362,71.62,28.66,78.19,1,4.0,879468.92,433631.49,1,326110.93,0.0795,1.0,2026-03-01 00:00:00+00:00,156,0.0256,412454.43
CUS-002529,Customer 02529,SMB,Finance,North America,Country-09,2025-04-18 00:00:00+00:00,12178,4805779,50.38,12.08,91.41,1,4.0,671743.68,264285.62,2,426098.51,0.0489999999999999,7.0,2026-07-31 00:00:00+00:00,4,1.0,488180.81
CUS-002530,Customer 02530,Mid-Market,Manufacturing,North America,Country-10,2024-03-20 00:00:00+00:00,10214,6404464,69.4,21.32,74.35,1,5.0,392443.12,195300.41,2,73524.87,0.0997,2.5,2026-06-24 00:00:00+00:00,41,0.122,68389.75
CUS-002531,Customer 02531,Mid-Market,Manufacturing,North America,Country-11,2024-05-06 00:00:00+00:00,21897,18001472,43.08,22.19,74.77,1,11.0,1117455.24,414536.31,3,169250.03999999998,0.0778,8.666666666666666,2026-07-12 00:00:00+00:00,23,0.4783,216981.16
CUS-002532,Customer 02532,Mid-Market,Logistics,North America,Country-12,2024-01-30 00:00:00+00:00,19446,8629843,64.35,24.94,82.9,1,4.0,669279.23,313462.26,1,41859.8,0.1313,13.0,2026-05-24 00:00:00+00:00,72,0.0556,50696.33
CUS-002533,Customer 02533,Mid-Market,Healthcare,Asia Pacific,Country-13,2025-03-07 00:00:00+00:00,10525,19367889,70.61,23.56,76.0,1,5.0,753117.23,360452.25,2,214647.68,0.0346,9.5,2026-07-05 00:00:00+00:00,30,0.1667,195800.71
CUS-002534,Customer 02534,Enterprise,Telecom,North America,Country-14,2024-12-19 00:00:00+00:00,24340,165483976,62.35,29.66,68.09,1,15.0,1798084.15,743161.21,3,452050.66,0.0514666666666666,5.333333333333333,2026-07-24 00:00:00+00:00,11,1.3636,505484.51
CUS-002535,Customer 02535,SMB,Logistics,Middle East & Africa,Country-15,2024-09-12 00:00:00+00:00,13278,3941895,7.52,7.13,85.53,1,2.0,81284.83,44094.66,1,43975.5,0.0914,8.0,2026-04-01 00:00:00+00:00,125,0.016,47511.64
CUS-002536,Customer 02536,Mid-Market,Education,Asia Pacific,Country-16,2023-10-08 00:00:00+00:00,17714,17780886,60.09,27.04,67.11,1,8.0,887284.96,318412.8,1,9956.54,0.1705,1.0,2026-06-17 00:00:00+00:00,48,0.1667,10891.04
CUS-002537,Customer 02537,SMB,Telecom,Europe,Country-17,2023-10-05 00:00:00+00:00,24241,1966241,40.99,14.66,76.83,1,4.0,374365.7,172179.96,0,0.0,0.0,0.0,Unknown,999,0.004,0.0
CUS-002538,Customer 02538,Mid-Market,Government,Middle East & Africa,Country-18,2025-04-26 00:00:00+00:00,18082,19004468,76.82,32.38,73.81,1,10.0,1492385.63,605595.91,5,833151.53,0.06572,15.4,2026-07-01 00:00:00+00:00,34,0.2941,951135.59
CUS-002539,Customer 02539,Enterprise,Finance,Middle East & Africa,Country-19,2025-04-17 00:00:00+00:00,14783,666119786,64.46,51.03,43.48,0,28.0,2838220.94,1163068.11,10,1271340.67,0.06237,10.1,2026-06-24 00:00:00+00:00,41,0.6829,1535138.53
CUS-002540,Customer 02540,Mid-Market,Education,Latin America,Country-20,2023-09-12 00:00:00+00:00,15407,10776255,48.13,23.82,67.82,1,2.0,34554.31,13067.42,1,16340.28,0.0,16.0,2026-05-06 00:00:00+00:00,90,0.0222,17281.3
CUS-002541,Customer 02541,Mid-Market,Healthcare,Latin America,Country-21,2023-10-30 00:00:00+00:00,16360,13065769,41.6,21.43,79.8,1,6.0,537113.05,293871.03,0,0.0,0.0,0.0,Unknown,999,0.006,0.0
CUS-002542,Customer 02542,Mid-Market,Retail,Middle East & Africa,Country-22,2023-10-26 00:00:00+00:00,24442,4075134,49.18,9.09,85.2,1,10.0,543220.35,203943.73,0,0.0,0.0,0.0,Unknown,999,0.01,0.0
CUS-002543,Customer 02543,Mid-Market,Logistics,Asia Pacific,Country-23,2024-12-06 00:00:00+00:00,17534,10320457,95.34,44.6,66.23,1,19.0,2135188.53,1020212.18,5,475515.76,0.09974,10.0,2026-07-21 00:00:00+00:00,14,1.3571,324069.32
CUS-002544,Customer 02544,Enterprise,Logistics,Middle East & Africa,Country-00,2025-05-04 00:00:00+00:00,7512,611628563,49.79,40.92,59.37,1,33.0,3044835.97,1357308.6,15,1123800.65,0.08496,9.333333333333334,2026-07-18 00:00:00+00:00,17,1.9412,1174666.26
CUS-002545,Customer 02545,Mid-Market,Government,North America,Country-01,2025-03-09 00:00:00+00:00,574,19846670,39.31,10.27,91.16,1,8.0,806510.53,387897.32,4,456264.04,0.040575,5.75,2026-06-09 00:00:00+00:00,56,0.1429,573319.22
CUS-002546,Customer 02546,Mid-Market,Government,Asia Pacific,Country-02,2025-01-26 00:00:00+00:00,19580,22814744,57.24,23.57,77.88,1,5.0,542413.85,230405.09,1,188494.25,0.067,1.0,2026-05-15 00:00:00+00:00,81,0.0617,185673.12
CUS-002547,Customer 02547,SMB,Manufacturing,Europe,Country-03,2023-11-10 00:00:00+00:00,12216,2104192,71.64,41.56,62.43,1,7.0,299472.25,138304.83,3,145605.57,0.0284333333333333,15.0,2026-06-28 00:00:00+00:00,37,0.1892,130020.42
CUS-002548,Customer 02548,Enterprise,Energy,North America,Country-04,2023-10-13 00:00:00+00:00,10391,422459297,82.38,58.33,46.64,0,41.0,4277379.02,1765751.19,6,749831.7200000001,0.04035,12.0,2026-07-17 00:00:00+00:00,18,2.2778,859039.73
CUS-002549,Customer 02549,Mid-Market,Logistics,North America,Country-05,2025-03-11 00:00:00+00:00,23379,7000143,79.73,36.9,63.3,1,14.0,1309843.77,463256.52,3,50401.83,0.0398666666666666,10.666666666666666,2026-05-11 00:00:00+00:00,85,0.1647,71564.05
CUS-002550,Customer 02550,Mid-Market,Energy,North America,Country-06,2023-12-22 00:00:00+00:00,3906,14501089,52.61,17.01,75.88,1,9.0,1063180.76,367744.68,3,445851.8000000001,0.0327666666666666,12.666666666666666,2026-07-12 00:00:00+00:00,23,0.3913,452520.98
CUS-002551,Customer 02551,Mid-Market,Retail,North America,Country-07,2023-07-13 00:00:00+00:00,962,12294096,38.54,6.9,92.03,1,10.0,1514590.99,519681.68,0,0.0,0.0,0.0,Unknown,999,0.01,0.0
CUS-002552,Customer 02552,Mid-Market,Retail,North America,Country-08,2025-01-28 00:00:00+00:00,18490,23441782,51.71,16.56,83.86,1,13.0,1495228.14,668413.62,5,285401.97,0.0799,5.0,2026-06-23 00:00:00+00:00,42,0.3095,289249.88
CUS-002553,Customer 02553,Mid-Market,Energy,Europe,Country-09,2024-03-07 00:00:00+00:00,23106,6598884,56.25,25.64,62.93,1,10.0,1125178.77,424685.28,0,0.0,0.0,0.0,Unknown,999,0.01,0.0
CUS-002554,Customer 02554,SMB,Education,Latin America,Country-10,2023-03-19 00:00:00+00:00,20739,2558999,44.15,20.22,65.04,1,4.0,426395.49,134651.74,0,0.0,0.0,0.0,Unknown,999,0.004,0.0
CUS-002555,Customer 02555,Mid-Market,Manufacturing,Asia Pacific,Country-11,2025-03-17 00:00:00+00:00,21779,20025325,55.0,20.24,71.27,1,7.0,429582.78,182053.83,1,29897.9,0.0507,14.0,2026-02-21 00:00:00+00:00,164,0.0427,30478.17
CUS-002556,Customer 02556,Mid-Market,Retail,Asia Pacific,Country-12,2023-09-23 00:00:00+00:00,21593,12345847,66.27,37.28,49.07,0,11.0,1257969.79,603434.4299999999,4,590150.55,0.0629499999999999,10.75,2026-07-27 00:00:00+00:00,8,1.375,608353.2
CUS-002557,Customer 02557,Enterprise,Telecom,North America,Country-13,2023-10-06 00:00:00+00:00,17147,798437111,62.03,58.94,37.65,0,47.0,5599074.74,2425910.03,15,1565668.95,0.0563533333333333,7.666666666666667,2026-07-20 00:00:00+00:00,15,3.1333,1437840.57
CUS-002558,Customer 02558,Enterprise,Finance,Latin America,Country-14,2024-04-23 00:00:00+00:00,23048,590776479,59.02,26.03,68.56,1,14.0,1253158.58,494465.69,1,36107.6,0.0069,4.0,2026-07-06 00:00:00+00:00,29,0.4828,32288.59
CUS-002559,Customer 02559,Mid-Market,Government,North America,Country-15,2023-09-01 00:00:00+00:00,8548,16510651,41.14,19.96,80.66,1,5.0,455763.79,142186.33,3,314883.69,0.076,11.333333333333334,2026-07-15 00:00:00+00:00,20,0.25,275543.81
CUS-002560,Customer 02560,Enterprise,Government,North America,Country-16,2025-01-16 00:00:00+00:00,18629,85476206,74.87,42.73,62.24,1,31.0,2527292.99,1082768.91,6,528052.1699999999,0.0517833333333333,6.833333333333333,2026-07-25 00:00:00+00:00,10,3.1,563865.97
CUS-002561,Customer 02561,Mid-Market,Technology,Europe,Country-17,2024-09-14 00:00:00+00:00,2324,19045765,59.48,29.05,72.97,1,19.0,1984656.82,737748.99,5,401595.63,0.0564799999999999,6.6,2026-06-23 00:00:00+00:00,42,0.4524,433158.27
CUS-002562,Customer 02562,Mid-Market,Government,Middle East & Africa,Country-18,2024-05-23 00:00:00+00:00,13202,21344075,73.28,38.38,64.67,1,11.0,1306030.15,593607.7999999999,2,322928.02,0.049,14.5,2026-07-10 00:00:00+00:00,25,0.44,391796.34
CUS-002563,Customer 02563,SMB,Healthcare,Middle East & Africa,Country-19,2023-06-30 00:00:00+00:00,7283,1042782,65.66,27.47,79.15,1,3.0,171487.62,83563.05,1,64702.51,0.1114,2.0,2026-04-29 00:00:00+00:00,97,0.0309,77699.66
CUS-002564,Customer 02564,Mid-Market,Government,Latin America,Country-20,2024-03-16 00:00:00+00:00,23468,6717848,41.1,18.21,79.51,1,6.0,681180.83,283969.33,0,0.0,0.0,0.0,Unknown,999,0.006,0.0
CUS-002565,Customer 02565,Mid-Market,Telecom,Latin America,Country-21,2023-09-03 00:00:00+00:00,10917,12245707,58.33,26.32,55.43,0,6.0,721348.89,316748.55,1,17501.28,0.1514,9.0,2026-03-06 00:00:00+00:00,151,0.0397,17349.66
CUS-002566,Customer 02566,Mid-Market,Telecom,Europe,Country-22,2025-05-15 00:00:00+00:00,5258,9789540,55.13,26.62,61.17,1,5.0,237413.35,90724.49,3,172978.03000000003,0.0793,10.666666666666666,2026-07-15 00:00:00+00:00,20,0.25,168858.7
CUS-002567,Customer 02567,Enterprise,Retail,Asia Pacific,Country-23,2024-12-14 00:00:00+00:00,14244,792239949,50.49,45.82,57.67,0,41.0,4451191.73,1715028.26,12,1472480.07,0.0616416666666666,14.833333333333334,2026-07-30 00:00:00+00:00,5,8.2,1306773.51
CUS-002568,Customer 02568,Enterprise,Manufacturing,North America,Country-00,2023-04-15 00:00:00+00:00,1955,46275971,64.61,39.43,61.94,1,25.0,2530469.3,1099716.4,3,516360.81,0.0831,12.0,2026-06-22 00:00:00+00:00,43,0.5814,516217.75
CUS-002569,Customer 02569,Mid-Market,Manufacturing,North America,Country-01,2024-04-20 00:00:00+00:00,3191,17447963,79.93,47.96,56.9,0,19.0,1675513.99,716074.6,1,83362.84,0.0601,3.0,2026-03-12 00:00:00+00:00,145,0.131,72169.5
CUS-002570,Customer 02570,SMB,Telecom,Middle East & Africa,Country-02,2024-12-03 00:00:00+00:00,10804,3672940,35.14,11.69,100.0,1,3.0,333079.32,108772.49,1,44290.28,0.0336,3.0,2026-02-09 00:00:00+00:00,176,0.017,36668.72
CUS-002571,Customer 02571,Enterprise,Manufacturing,Middle East & Africa,Country-03,2024-04-15 00:00:00+00:00,15781,268351071,60.81,27.41,74.13,1,21.0,1713404.78,802426.01,1,86615.93,0.0462,11.0,2026-04-06 00:00:00+00:00,120,0.175,102136.18
CUS-002572,Customer 02572,Mid-Market,Manufacturing,Europe,Country-04,2023-04-25 00:00:00+00:00,14565,15944009,57.27,15.57,83.76,1,12.0,1405253.21,657676.3,2,348744.83,0.093,8.5,2026-03-08 00:00:00+00:00,149,0.0805,372588.42
CUS-002573,Customer 02573,SMB,Energy,North America,Country-05,2023-05-06 00:00:00+00:00,1408,3979662,56.76,28.92,73.5,1,4.0,236675.09,123523.41,1,95698.94,0.111,18.0,2026-02-16 00:00:00+00:00,169,0.0237,92089.91
CUS-002574,Customer 02574,SMB,Education,North America,Country-06,2024-10-21 00:00:00+00:00,17007,3322094,39.73,22.7,68.97,1,5.0,237015.55,99301.28,1,15715.72,0.0275,1.0,2026-04-23 00:00:00+00:00,103,0.0485,18002.69
CUS-002575,Customer 02575,Mid-Market,Retail,Europe,Country-07,2024-04-16 00:00:00+00:00,1465,11367657,59.79,30.58,74.71,1,8.0,1017571.81,301748.94,2,449146.89,0.05605,15.0,2026-04-25 00:00:00+00:00,101,0.0792,519019.46
CUS-002576,Customer 02576,Mid-Market,Technology,North America,Country-08,2024-05-03 00:00:00+00:00,20390,6778570,26.02,15.91,82.9,1,6.0,359720.09,176406.63999999998,2,143704.37,0.0587,10.5,2026-04-02 00:00:00+00:00,124,0.0484,181683.66
CUS-002577,Customer 02577,Mid-Market,Government,Asia Pacific,Country-09,2023-08-31 00:00:00+00:00,1002,5191565,66.01,25.34,86.44,1,8.0,269340.4,83817.12,1,149497.37,0.0999,2.0,2026-03-28 00:00:00+00:00,129,0.062,151731.11
CUS-002578,Customer 02578,SMB,Telecom,North America,Country-10,2023-08-27 00:00:00+00:00,693,3536044,47.1,5.4,83.4,1,4.0,493837.84,206374.17,0,0.0,0.0,0.0,Unknown,999,0.004,0.0
CUS-002579,Customer 02579,Enterprise,Manufacturing,North America,Country-11,2024-01-02 00:00:00+00:00,12952,502793754,84.39,51.6,48.44,0,29.0,2824546.0,1112937.98,3,121106.86,0.0833666666666666,10.666666666666666,2026-07-06 00:00:00+00:00,29,1.0,123434.82
CUS-002580,Customer 02580,SMB,Retail,North America,Country-12,2024-05-04 00:00:00+00:00,20056,4025046,17.85,21.41,74.2,1,3.0,265301.44,102468.26,0,0.0,0.0,0.0,Unknown,999,0.003,0.0
