product_id,product_name,category,subcategory,supplier_id,unit_cost,list_price,margin_rate,demand_score,lifecycle_stage,is_active
PRD-00261,Product 0261,Automation,RPA,SUP-00122,6511.56,7833.63,0.203,46.51,Intro,1
PRD-00262,Product 0262,Automation,RPA,SUP-00157,3858.35,5317.18,0.378,67.75,Growth,1
PRD-00263,Product 0263,Automation,Integration,SUP-00053,14872.13,20623.24,0.387,71.83,Growth,1
PRD-00264,Product 0264,Automation,Workflow,SUP-00014,8486.56,10328.89,0.217,67.38,Intro,1
PRD-00265,Product 0265,Security,Threat Detection,SUP-00063,1968.61,2596.67,0.319,57.11,Mature,1
PRD-00266,Product 0266,Security,Threat Detection,SUP-00138,12027.12,18306.62,0.522,37.2,Growth,1
PRD-00267,Product 0267,Finance,Expense Control,SUP-00157,14021.42,17866.42,0.274,81.01,Mature,0
PRD-00268,Product 0268,Analytics,Reporting,SUP-00087,8158.19,11863.28,0.454,38.01,Decline,1
PRD-00269,Product 0269,Finance,Planning,SUP-00097,12882.05,20660.27,0.604,39.29,Growth,1
PRD-00270,Product 0270,Finance,Budgeting,SUP-00106,1995.53,2401.06,0.203,71.88,Growth,1
PRD-00271,Product 0271,Finance,Planning,SUP-00025,646.06,766.57,0.187,55.72,Growth,1
PRD-00272,Product 0272,Finance,Planning,SUP-00032,3999.81,5187.17,0.297,64.44,Intro,1
PRD-00273,Product 0273,Operations,Maintenance,SUP-00115,17656.61,21586.88,0.223,40.19,Growth,1
PRD-00274,Product 0274,Security,Risk Scoring,SUP-00071,3219.64,3918.07,0.217,66.96,Decline,1
PRD-00275,Product 0275,Finance,Budgeting,SUP-00119,16560.73,22541.93,0.361,76.22,Growth,1
PRD-00276,Product 0276,Finance,Budgeting,SUP-00064,5400.43,7922.07,0.467,35.46,Growth,1
PRD-00277,Product 0277,Automation,Workflow,SUP-00155,8887.58,13390.75,0.507,66.29,Growth,0
PRD-00278,Product 0278,Automation,Workflow,SUP-00123,12697.87,15591.25,0.228,77.34,Intro,1
PRD-00279,Product 0279,Analytics,Reporting,SUP-00088,3120.37,4466.1,0.431,39.32,Growth,0
PRD-00280,Product 0280,Operations,Logistics,SUP-00131,3653.88,5464.14,0.495,64.46,Mature,1
PRD-00281,Product 0281,Finance,Planning,SUP-00095,4611.44,6691.54,0.451,62.87,Intro,1
PRD-00282,Product 0282,Finance,Expense Control,SUP-00038,8626.41,11942.15,0.384,68.06,Mature,1
PRD-00283,Product 0283,Finance,Revenue Ops,SUP-00049,6278.06,8626.41,0.374,57.37,Intro,1
PRD-00284,Product 0284,Finance,Budgeting,SUP-00030,1615.64,2460.43,0.523,37.24,Mature,1
PRD-00285,Product 0285,Automation,Workflow,SUP-00090,4865.49,6235.54,0.282,55.25,Decline,1
PRD-00286,Product 0286,Finance,Expense Control,SUP-00104,14906.96,18808.68,0.262,52.55,Growth,1
PRD-00287,Product 0287,Automation,Workflow,SUP-00007,9334.2,11259.94,0.206,60.85,Growth,1
PRD-00288,Product 0288,Security,Risk Scoring,SUP-00071,17057.6,23147.78,0.357,82.49,Mature,1
PRD-00289,Product 0289,Automation,Workflow,SUP-00132,5047.02,7431.16,0.472,36.73,Growth,1
PRD-00290,Product 0290,Automation,Integration,SUP-00123,4771.76,6731.54,0.411,78.33,Intro,1
PRD-00291,Product 0291,Security,Risk Scoring,SUP-00112,7705.57,9380.11,0.217,92.06,Intro,1
PRD-00292,Product 0292,Operations,Logistics,SUP-00048,1498.5,2422.62,0.617,91.02,Growth,1
PRD-00293,Product 0293,Finance,Revenue Ops,SUP-00110,5743.94,7716.31,0.343,92.44,Growth,1
PRD-00294,Product 0294,Security,Compliance,SUP-00039,6536.4,7721.06,0.181,65.27,Mature,1
PRD-00295,Product 0295,Automation,Scheduling,SUP-00109,11218.01,16227.39,0.447,63.23,Intro,1
PRD-00296,Product 0296,Operations,Maintenance,SUP-00131,2620.0,3100.1,0.183,31.26,Mature,1
PRD-00297,Product 0297,Security,Risk Scoring,SUP-00035,16004.15,25233.23,0.577,58.3,Growth,1
PRD-00298,Product 0298,Automation,Scheduling,SUP-00118,15781.29,22793.0,0.444,81.25,Intro,0
PRD-00299,Product 0299,Analytics,Forecasting,SUP-00008,9570.95,12680.24,0.325,37.84,Growth,1
PRD-00300,Product 0300,Security,Compliance,SUP-00104,7618.65,10115.11,0.328,47.38,Mature,0
PRD-00301,Product 0301,Operations,Logistics,SUP-00085,12596.38,15437.9,0.226,63.86,Intro,1
PRD-00302,Product 0302,Security,Risk Scoring,SUP-00153,3729.92,5091.83,0.365,33.88,Mature,1
PRD-00303,Product 0303,Operations,Procurement,SUP-00087,10184.48,14265.9,0.401,93.0,Mature,1
PRD-00304,Product 0304,Operations,Procurement,SUP-00006,5221.81,6510.57,0.247,71.92,Growth,1
PRD-00305,Product 0305,Analytics,Data Modeling,SUP-00137,16616.76,24567.44,0.478,67.83,Intro,1
PRD-00306,Product 0306,Finance,Planning,SUP-00043,8687.19,11468.87,0.32,75.76,Decline,1
PRD-00307,Product 0307,Automation,Workflow,SUP-00109,9145.91,11065.91,0.21,56.24,Growth,1
PRD-00308,Product 0308,Automation,RPA,SUP-00125,13743.54,17713.65,0.289,66.76,Mature,1
PRD-00309,Product 0309,Automation,Scheduling,SUP-00053,14133.84,16902.61,0.196,45.39,Mature,1
PRD-00310,Product 0310,Operations,Logistics,SUP-00007,4292.87,6784.0,0.58,22.62,Mature,1
PRD-00311,Product 0311,Operations,Inventory Control,SUP-00083,11002.76,15211.73,0.383,61.45,Mature,1
PRD-00312,Product 0312,Analytics,Data Modeling,SUP-00065,15597.04,24991.42,0.602,88.9,Growth,0
PRD-00313,Product 0313,Analytics,Data Modeling,SUP-00086,7479.94,10848.61,0.45,90.47,Mature,1
PRD-00314,Product 0314,Operations,Logistics,SUP-00145,2066.7,2477.37,0.199,58.79,Mature,1
PRD-00315,Product 0315,Security,Threat Detection,SUP-00113,15642.6,19644.9,0.256,57.3,Mature,1
PRD-00316,Product 0316,Automation,Scheduling,SUP-00036,16133.46,22812.66,0.414,35.56,Growth,1
PRD-00317,Product 0317,Automation,Integration,SUP-00121,2818.88,3336.82,0.184,80.06,Mature,1
PRD-00318,Product 0318,Operations,Inventory Control,SUP-00047,3926.98,5691.39,0.449,69.19,Mature,1
PRD-00319,Product 0319,Finance,Revenue Ops,SUP-00099,4361.71,6824.07,0.565,58.79,Growth,1
PRD-00320,Product 0320,Finance,Revenue Ops,SUP-00041,15041.87,19858.89,0.32,28.47,Growth,1
PRD-00321,Product 0321,Finance,Expense Control,SUP-00137,17207.29,26660.26,0.549,31.35,Mature,1
PRD-00322,Product 0322,Analytics,Dashboards,SUP-00078,7153.99,11351.73,0.587,64.2,Mature,0
PRD-00323,Product 0323,Security,Risk Scoring,SUP-00052,16823.19,21730.97,0.292,35.78,Mature,1
PRD-00324,Product 0324,Automation,Workflow,SUP-00158,445.02,617.52,0.388,71.15,Mature,1
PRD-00325,Product 0325,Automation,RPA,SUP-00132,7182.08,9466.01,0.318,71.98,Mature,1
PRD-00326,Product 0326,Finance,Planning,SUP-00031,2156.2,2814.87,0.305,39.65,Decline,1
PRD-00327,Product 0327,Automation,Integration,SUP-00006,17739.19,21003.55,0.184,62.82,Decline,1
PRD-00328,Product 0328,Operations,Inventory Control,SUP-00138,3596.07,4608.26,0.281,46.04,Intro,1
PRD-00329,Product 0329,Analytics,Forecasting,SUP-00134,16821.67,25720.48,0.529,78.0,Growth,1
PRD-00330,Product 0330,Operations,Procurement,SUP-00041,13995.21,22052.73,0.576,99.0,Growth,1
PRD-00331,Product 0331,Automation,Integration,SUP-00050,16042.17,21001.36,0.309,59.98,Mature,1
PRD-00332,Product 0332,Analytics,Dashboards,SUP-00108,9182.94,10979.77,0.196,87.12,Mature,1
PRD-00333,Product 0333,Analytics,Data Modeling,SUP-00112,9249.93,13971.19,0.51,79.47,Decline,1
PRD-00334,Product 0334,Automation,Workflow,SUP-00074,2719.95,4050.12,0.489,60.68,Mature,1
PRD-00335,Product 0335,Operations,Procurement,SUP-00114,2312.24,3016.7,0.305,71.05,Mature,1
PRD-00336,Product 0336,Finance,Expense Control,SUP-00049,11920.74,18337.8,0.538,40.48,Mature,1
PRD-00337,Product 0337,Finance,Revenue Ops,SUP-00061,4996.12,7561.32,0.513,64.34,Mature,0
PRD-00338,Product 0338,Finance,Revenue Ops,SUP-00077,8584.77,10479.72,0.221,56.9,Growth,1
PRD-00339,Product 0339,Analytics,Reporting,SUP-00037,2273.5,3169.96,0.394,85.11,Growth,1
PRD-00340,Product 0340,Operations,Procurement,SUP-00130,10640.19,13338.82,0.254,51.35,Decline,0
PRD-00341,Product 0341,Finance,Budgeting,SUP-00121,1469.47,1842.59,0.254,44.08,Mature,1
PRD-00342,Product 0342,Operations,Logistics,SUP-00083,3197.43,4299.9,0.345,44.73,Intro,1
PRD-00343,Product 0343,Security,IAM,SUP-00050,2709.12,3385.62,0.25,76.55,Intro,1
PRD-00344,Product 0344,Finance,Budgeting,SUP-00081,2541.95,3927.52,0.545,58.87,Mature,1
PRD-00345,Product 0345,Analytics,Reporting,SUP-00052,11281.9,15518.11,0.375,33.37,Mature,1
PRD-00346,Product 0346,Analytics,Reporting,SUP-00038,729.98,1141.26,0.563,79.25,Mature,1
PRD-00347,Product 0347,Analytics,Reporting,SUP-00104,12143.86,17255.79,0.421,36.32,Growth,1
PRD-00348,Product 0348,Operations,Procurement,SUP-00032,12152.97,17552.0,0.444,52.68,Mature,1
PRD-00349,Product 0349,Analytics,Forecasting,SUP-00111,3649.83,5221.75,0.431,58.42,Decline,1
PRD-00350,Product 0350,Analytics,Reporting,SUP-00109,8554.47,10788.81,0.261,43.37,Mature,1
PRD-00351,Product 0351,Security,Compliance,SUP-00001,3230.72,4006.15,0.24,33.15,Mature,1
PRD-00352,Product 0352,Security,Compliance,SUP-00029,5419.3,7108.16,0.312,75.83,Growth,1
PRD-00353,Product 0353,Automation,Scheduling,SUP-00081,14020.94,20682.13,0.475,73.08,Growth,1
PRD-00354,Product 0354,Finance,Revenue Ops,SUP-00005,9154.0,14285.37,0.561,62.91,Intro,1
PRD-00355,Product 0355,Security,Compliance,SUP-00132,17367.28,21670.55,0.248,68.21,Growth,1
PRD-00356,Product 0356,Operations,Logistics,SUP-00092,16892.34,20548.92,0.216,33.08,Growth,0
PRD-00357,Product 0357,Operations,Logistics,SUP-00065,3959.98,6147.96,0.553,70.87,Mature,1
PRD-00358,Product 0358,Operations,Logistics,SUP-00067,14649.21,19598.1,0.338,69.03,Intro,1
PRD-00359,Product 0359,Security,IAM,SUP-00057,6207.81,8014.32,0.291,69.52,Decline,1
PRD-00360,Product 0360,Security,Threat Detection,SUP-00106,6948.19,8224.73,0.184,69.46,Decline,1
PRD-00361,Product 0361,Analytics,Data Modeling,SUP-00100,10750.46,13635.47,0.268,78.9,Growth,1
PRD-00362,Product 0362,Operations,Logistics,SUP-00009,9113.91,10924.32,0.199,60.03,Decline,1
PRD-00363,Product 0363,Finance,Budgeting,SUP-00031,16842.27,25006.65,0.485,63.07,Growth,1
PRD-00364,Product 0364,Operations,Logistics,SUP-00133,16308.55,19737.31,0.21,39.31,Mature,1
PRD-00365,Product 0365,Automation,Workflow,SUP-00149,8102.11,12239.99,0.511,73.66,Mature,1
PRD-00366,Product 0366,Finance,Budgeting,SUP-00136,14894.72,22072.77,0.482,50.63,Intro,1
PRD-00367,Product 0367,Operations,Inventory Control,SUP-00038,16456.46,19659.43,0.195,51.86,Mature,1
PRD-00368,Product 0368,Finance,Expense Control,SUP-00136,13049.42,21096.78,0.617,55.05,Mature,1
PRD-00369,Product 0369,Operations,Maintenance,SUP-00112,12585.23,20272.64,0.611,43.77,Mature,1
PRD-00370,Product 0370,Operations,Logistics,SUP-00034,10188.32,16269.16,0.597,60.19,Mature,1
PRD-00371,Product 0371,Finance,Expense Control,SUP-00109,12483.77,16081.21,0.288,76.01,Mature,1
PRD-00372,Product 0372,Finance,Budgeting,SUP-00124,2732.5,4027.75,0.474,43.1,Mature,1
PRD-00373,Product 0373,Security,Threat Detection,SUP-00115,3769.09,5190.82,0.377,61.72,Mature,1
PRD-00374,Product 0374,Operations,Procurement,SUP-00153,6666.4,8845.3,0.327,73.33,Mature,0
PRD-00375,Product 0375,Finance,Revenue Ops,SUP-00135,16985.46,23216.27,0.367,19.84,Mature,1
PRD-00376,Product 0376,Operations,Maintenance,SUP-00114,5429.06,8068.53,0.486,93.52,Growth,1
PRD-00377,Product 0377,Analytics,Forecasting,SUP-00084,2381.7,2923.98,0.228,54.15,Decline,1
PRD-00378,Product 0378,Finance,Revenue Ops,SUP-00098,8372.72,11517.32,0.376,46.11,Decline,1
PRD-00379,Product 0379,Security,Risk Scoring,SUP-00145,6156.65,9801.78,0.592,63.39,Mature,1
PRD-00380,Product 0380,Analytics,Reporting,SUP-00065,17829.51,25832.63,0.449,50.53,Decline,1
PRD-00381,Product 0381,Operations,Maintenance,SUP-00098,7013.97,11107.86,0.584,60.8,Mature,1
PRD-00382,Product 0382,Finance,Revenue Ops,SUP-00057,10168.83,12114.46,0.191,49.27,Mature,1
PRD-00383,Product 0383,Finance,Expense Control,SUP-00155,17381.41,24853.72,0.43,81.16,Mature,1
PRD-00384,Product 0384,Analytics,Reporting,SUP-00143,16046.88,23858.12,0.487,99.0,Growth,1
PRD-00385,Product 0385,Operations,Procurement,SUP-00015,16255.61,21601.67,0.329,74.29,Mature,1
PRD-00386,Product 0386,Analytics,Forecasting,SUP-00026,14274.66,17619.97,0.234,65.39,Mature,1
PRD-00387,Product 0387,Operations,Procurement,SUP-00135,6570.08,8012.5,0.22,52.61,Decline,1
PRD-00388,Product 0388,Security,Threat Detection,SUP-00098,13947.21,19772.39,0.418,80.04,Mature,1
PRD-00389,Product 0389,Finance,Budgeting,SUP-00101,10803.94,13663.79,0.265,48.94,Growth,1
PRD-00390,Product 0390,Analytics,Data Modeling,SUP-00027,6581.5,7911.01,0.202,67.42,Mature,1
PRD-00391,Product 0391,Security,Risk Scoring,SUP-00143,9594.92,14825.93,0.545,53.16,Intro,1
PRD-00392,Product 0392,Operations,Logistics,SUP-00123,15571.91,23889.31,0.534,40.64,Mature,1
PRD-00393,Product 0393,Security,Compliance,SUP-00057,1250.96,1887.34,0.509,58.38,Mature,1
PRD-00394,Product 0394,Security,Threat Detection,SUP-00142,16184.32,22997.39,0.421,45.25,Decline,1
PRD-00395,Product 0395,Operations,Procurement,SUP-00105,12803.81,18016.52,0.407,87.09,Growth,1
PRD-00396,Product 0396,Automation,RPA,SUP-00139,5934.43,8437.31,0.422,49.18,Mature,1
PRD-00397,Product 0397,Automation,Workflow,SUP-00083,7289.02,11079.19,0.52,59.79,Mature,1
PRD-00398,Product 0398,Automation,Integration,SUP-00065,7820.37,11501.32,0.471,50.96,Mature,0
PRD-00399,Product 0399,Automation,RPA,SUP-00122,7838.27,9746.44,0.243,41.0,Mature,1
PRD-00400,Product 0400,Automation,Scheduling,SUP-00011,444.41,592.45,0.333,73.64,Growth,1
PRD-00401,Product 0401,Operations,Inventory Control,SUP-00106,3319.48,4915.06,0.481,60.39,Mature,1
PRD-00402,Product 0402,Automation,Workflow,SUP-00152,7887.02,11218.96,0.422,99.0,Intro,1
PRD-00403,Product 0403,Automation,Scheduling,SUP-00143,1702.23,2706.31,0.59,79.81,Decline,1
PRD-00404,Product 0404,Analytics,Dashboards,SUP-00049,2591.4,3375.4,0.303,63.19,Growth,0
PRD-00405,Product 0405,Finance,Expense Control,SUP-00069,16719.68,25042.37,0.498,68.24,Decline,1
PRD-00406,Product 0406,Analytics,Reporting,SUP-00036,10221.71,15258.96,0.493,60.47,Growth,1
PRD-00407,Product 0407,Security,Compliance,SUP-00094,16282.81,24627.48,0.512,44.54,Growth,1
PRD-00408,Product 0408,Finance,Revenue Ops,SUP-00107,11719.86,17140.81,0.463,37.57,Mature,1
PRD-00409,Product 0409,Operations,Maintenance,SUP-00137,6456.48,10141.48,0.571,44.06,Growth,1
PRD-00410,Product 0410,Finance,Planning,SUP-00136,14617.83,22273.01,0.524,84.74,Mature,1
PRD-00411,Product 0411,Analytics,Forecasting,SUP-00090,10435.4,16058.99,0.539,66.37,Mature,1
PRD-00412,Product 0412,Security,Threat Detection,SUP-00046,9509.36,13086.65,0.376,71.13,Growth,1
PRD-00413,Product 0413,Finance,Budgeting,SUP-00069,1721.8,2084.58,0.211,75.38,Mature,1
PRD-00414,Product 0414,Analytics,Data Modeling,SUP-00061,3756.93,5337.22,0.421,58.6,Growth,1
PRD-00415,Product 0415,Finance,Expense Control,SUP-00075,801.67,1115.11,0.391,51.71,Mature,0
PRD-00416,Product 0416,Analytics,Dashboards,SUP-00044,1606.92,2552.71,0.589,96.34,Mature,1
PRD-00417,Product 0417,Operations,Maintenance,SUP-00124,16047.43,23720.93,0.478,71.02,Mature,0
PRD-00418,Product 0418,Finance,Budgeting,SUP-00108,14256.86,21787.73,0.528,33.71,Intro,1
PRD-00419,Product 0419,Automation,Scheduling,SUP-00151,4049.63,6023.18,0.487,32.16,Mature,1
PRD-00420,Product 0420,Finance,Budgeting,SUP-00010,4414.59,6445.22,0.46,74.75,Growth,0
PRD-00421,Product 0421,Security,Threat Detection,SUP-00033,8862.28,14020.15,0.582,46.98,Growth,1
PRD-00422,Product 0422,Operations,Procurement,SUP-00002,5996.77,7253.58,0.21,59.79,Growth,1
PRD-00423,Product 0423,Analytics,Reporting,SUP-00040,10020.06,15675.92,0.564,24.81,Growth,1
PRD-00424,Product 0424,Analytics,Reporting,SUP-00018,3961.62,6076.08,0.534,54.13,Decline,1
PRD-00425,Product 0425,Analytics,Dashboards,SUP-00031,7377.61,11929.52,0.617,77.51,Mature,1
PRD-00426,Product 0426,Automation,Scheduling,SUP-00091,16495.37,20449.83,0.24,52.9,Intro,1
PRD-00427,Product 0427,Automation,Scheduling,SUP-00031,8308.85,12885.2,0.551,42.11,Mature,1
PRD-00428,Product 0428,Operations,Inventory Control,SUP-00093,15764.84,20296.68,0.287,57.85,Mature,1
PRD-00429,Product 0429,Automation,RPA,SUP-00010,9601.39,11590.74,0.207,62.59,Mature,1
PRD-00430,Product 0430,Security,Threat Detection,SUP-00109,7726.51,9971.67,0.291,56.01,Mature,1
PRD-00431,Product 0431,Finance,Budgeting,SUP-00128,9224.71,11490.0,0.246,35.17,Mature,1
PRD-00432,Product 0432,Finance,Planning,SUP-00132,13358.08,17447.61,0.306,68.69,Mature,1
PRD-00433,Product 0433,Operations,Logistics,SUP-00055,17972.76,28443.04,0.583,52.24,Mature,1
PRD-00434,Product 0434,Security,Compliance,SUP-00052,604.95,888.4,0.469,64.96,Intro,1
PRD-00435,Product 0435,Operations,Logistics,SUP-00068,9341.25,13369.47,0.431,45.4,Mature,1
PRD-00436,Product 0436,Operations,Procurement,SUP-00143,12121.51,18954.41,0.564,83.18,Growth,1
PRD-00437,Product 0437,Operations,Maintenance,SUP-00139,7328.94,11546.47,0.575,74.11,Growth,1
PRD-00438,Product 0438,Automation,Scheduling,SUP-00083,10321.1,16554.61,0.604,55.89,Growth,1
PRD-00439,Product 0439,Automation,RPA,SUP-00147,1035.03,1620.71,0.566,67.17,Growth,1
PRD-00440,Product 0440,Security,Risk Scoring,SUP-00045,5101.24,7855.84,0.54,89.81,Growth,1
PRD-00441,Product 0441,Finance,Planning,SUP-00088,6836.32,8163.5,0.194,81.98,Decline,1
PRD-00442,Product 0442,Operations,Procurement,SUP-00031,7357.11,10485.28,0.425,87.66,Intro,1
PRD-00443,Product 0443,Security,IAM,SUP-00016,12292.53,16626.74,0.353,72.29,Mature,1
PRD-00444,Product 0444,Finance,Revenue Ops,SUP-00111,16249.98,19623.38,0.208,52.79,Mature,1
PRD-00445,Product 0445,Automation,Workflow,SUP-00074,1169.7,1426.97,0.22,72.0,Intro,1
PRD-00446,Product 0446,Operations,Inventory Control,SUP-00092,8127.8,11123.79,0.369,90.89,Growth,1
PRD-00447,Product 0447,Operations,Procurement,SUP-00147,7205.5,11500.33,0.596,72.3,Mature,1
PRD-00448,Product 0448,Automation,Workflow,SUP-00079,17368.7,23967.95,0.38,47.94,Growth,1
PRD-00449,Product 0449,Security,Risk Scoring,SUP-00145,12729.73,19350.65,0.52,63.13,Mature,1
PRD-00450,Product 0450,Security,Compliance,SUP-00093,17191.3,21891.55,0.273,74.93,Growth,1
PRD-00451,Product 0451,Operations,Inventory Control,SUP-00053,9095.94,11678.06,0.284,64.92,Growth,1
PRD-00452,Product 0452,Finance,Revenue Ops,SUP-00014,11327.02,17566.74,0.551,74.98,Mature,1
PRD-00453,Product 0453,Automation,Integration,SUP-00156,15390.43,20126.51,0.308,51.47,Growth,1
PRD-00454,Product 0454,Security,Compliance,SUP-00128,731.82,1072.57,0.466,58.35,Growth,1
PRD-00455,Product 0455,Security,Threat Detection,SUP-00052,16661.01,19678.19,0.181,67.8,Growth,1
PRD-00456,Product 0456,Analytics,Forecasting,SUP-00114,8610.8,10266.7,0.192,68.61,Growth,1
PRD-00457,Product 0457,Analytics,Dashboards,SUP-00131,17307.81,24039.31,0.389,51.24,Mature,1
PRD-00458,Product 0458,Security,Risk Scoring,SUP-00004,242.67,349.32,0.439,20.36,Mature,1
PRD-00459,Product 0459,Finance,Planning,SUP-00150,1759.52,2137.17,0.215,13.02,Mature,0
PRD-00460,Product 0460,Automation,Workflow,SUP-00022,1416.69,2162.72,0.527,61.2,Mature,1
PRD-00461,Product 0461,Operations,Inventory Control,SUP-00021,1078.78,1303.99,0.209,65.11,Decline,1
PRD-00462,Product 0462,Operations,Inventory Control,SUP-00072,2471.8,3633.41,0.47,58.48,Growth,1
PRD-00463,Product 0463,Operations,Inventory Control,SUP-00047,6047.36,8929.75,0.477,62.6,Mature,1
PRD-00464,Product 0464,Security,Compliance,SUP-00062,2478.85,3404.08,0.373,89.22,Mature,1
PRD-00465,Product 0465,Security,Threat Detection,SUP-00090,2676.47,3702.69,0.383,53.56,Mature,1
PRD-00466,Product 0466,Security,Compliance,SUP-00068,8141.22,9614.92,0.181,68.21,Mature,1
PRD-00467,Product 0467,Finance,Budgeting,SUP-00060,11307.65,16000.54,0.415,90.63,Growth,1
PRD-00468,Product 0468,Automation,Scheduling,SUP-00086,880.78,1156.46,0.313,44.38,Growth,1
PRD-00469,Product 0469,Analytics,Reporting,SUP-00157,10372.58,13275.02,0.28,92.1,Intro,1
PRD-00470,Product 0470,Finance,Expense Control,SUP-00112,10505.85,12895.73,0.227,78.51,Growth,1
PRD-00471,Product 0471,Security,IAM,SUP-00065,5827.19,8448.91,0.45,56.73,Growth,1
PRD-00472,Product 0472,Finance,Planning,SUP-00112,3454.04,5376.5,0.557,18.91,Growth,0
PRD-00473,Product 0473,Operations,Inventory Control,SUP-00135,11413.16,14094.81,0.235,85.64,Growth,1
PRD-00474,Product 0474,Security,Threat Detection,SUP-00008,14079.89,21130.41,0.501,92.09,Growth,1
PRD-00475,Product 0475,Operations,Logistics,SUP-00032,5166.93,7188.49,0.391,50.19,Mature,1
PRD-00476,Product 0476,Automation,RPA,SUP-00160,9213.97,10912.87,0.184,93.16,Mature,1
PRD-00477,Product 0477,Operations,Logistics,SUP-00158,1847.69,2578.14,0.395,33.26,Growth,1
PRD-00478,Product 0478,Automation,Workflow,SUP-00113,14089.95,21869.7,0.552,66.96,Mature,1
PRD-00479,Product 0479,Finance,Planning,SUP-00117,11954.06,19143.81,0.601,58.98,Decline,1
PRD-00480,Product 0480,Security,IAM,SUP-00146,7753.51,10741.63,0.385,39.27,Growth,1
PRD-00481,Product 0481,Security,Risk Scoring,SUP-00003,10924.11,15052.42,0.378,57.75,Mature,1
PRD-00482,Product 0482,Automation,Scheduling,SUP-00085,17194.67,22889.78,0.331,61.48,Intro,1
PRD-00483,Product 0483,Operations,Procurement,SUP-00028,10147.35,13664.21,0.347,41.78,Intro,1
PRD-00484,Product 0484,Security,Compliance,SUP-00153,7732.05,10743.46,0.389,73.48,Growth,1
PRD-00485,Product 0485,Security,Compliance,SUP-00017,8189.93,9950.89,0.215,50.41,Mature,1
PRD-00486,Product 0486,Analytics,Reporting,SUP-00020,3335.76,4887.27,0.465,55.89,Growth,1
PRD-00487,Product 0487,Operations,Procurement,SUP-00095,16386.41,21908.41,0.337,86.6,Growth,1
PRD-00488,Product 0488,Analytics,Forecasting,SUP-00053,9950.37,14633.74,0.471,50.87,Mature,0
PRD-00489,Product 0489,Security,Threat Detection,SUP-00134,7155.16,10434.81,0.458,23.55,Decline,1
PRD-00490,Product 0490,Operations,Procurement,SUP-00048,16857.87,26465.55,0.57,57.72,Mature,1
PRD-00491,Product 0491,Security,Threat Detection,SUP-00126,9951.42,12974.06,0.304,63.85,Growth,1
PRD-00492,Product 0492,Analytics,Reporting,SUP-00063,2695.79,4290.77,0.592,57.9,Decline,0
PRD-00493,Product 0493,Finance,Budgeting,SUP-00093,12503.93,18381.65,0.47,76.63,Growth,1
PRD-00494,Product 0494,Analytics,Dashboards,SUP-00156,17408.97,25304.84,0.454,68.8,Decline,1
PRD-00495,Product 0495,Operations,Maintenance,SUP-00099,14895.87,21214.59,0.424,51.81,Intro,1
PRD-00496,Product 0496,Analytics,Reporting,SUP-00031,6893.75,8754.11,0.27,73.84,Decline,1
PRD-00497,Product 0497,Operations,Inventory Control,SUP-00151,14570.38,17239.16,0.183,69.88,Growth,1
PRD-00498,Product 0498,Finance,Budgeting,SUP-00151,8701.68,12403.56,0.425,69.37,Growth,1
PRD-00499,Product 0499,Security,Risk Scoring,SUP-00073,7328.71,11597.96,0.583,59.28,Mature,1
PRD-00500,Product 0500,Analytics,Reporting,SUP-00061,10033.27,15580.09,0.553,66.85,Mature,1
PRD-00501,Product 0501,Analytics,Reporting,SUP-00121,1451.49,1762.12,0.214,63.85,Mature,1
PRD-00502,Product 0502,Automation,RPA,SUP-00089,4811.63,6335.77,0.317,56.9,Mature,1
PRD-00503,Product 0503,Automation,RPA,SUP-00016,10457.98,14539.65,0.39,70.15,Mature,1
PRD-00504,Product 0504,Finance,Planning,SUP-00053,2177.2,3036.93,0.395,71.46,Intro,1
PRD-00505,Product 0505,Analytics,Reporting,SUP-00014,7428.69,9370.93,0.261,71.47,Growth,1
PRD-00506,Product 0506,Security,Threat Detection,SUP-00047,14908.07,22067.71,0.48,72.49,Mature,1
PRD-00507,Product 0507,Operations,Logistics,SUP-00028,16097.11,22426.42,0.393,23.75,Growth,1
PRD-00508,Product 0508,Operations,Procurement,SUP-00158,3348.08,5217.01,0.558,77.37,Growth,1
PRD-00509,Product 0509,Operations,Inventory Control,SUP-00154,17007.4,21946.14,0.29,45.61,Growth,1
PRD-00510,Product 0510,Operations,Procurement,SUP-00004,8446.6,13347.05,0.58,81.04,Mature,1
PRD-00511,Product 0511,Analytics,Reporting,SUP-00122,2800.75,4321.73,0.543,38.87,Growth,1
PRD-00512,Product 0512,Finance,Expense Control,SUP-00131,13528.8,18431.14,0.362,88.89,Growth,1
PRD-00513,Product 0513,Security,Compliance,SUP-00146,1603.8,2463.8,0.536,24.88,Growth,1
PRD-00514,Product 0514,Security,Threat Detection,SUP-00142,13189.46,19247.02,0.459,67.5,Mature,0
PRD-00515,Product 0515,Finance,Planning,SUP-00055,12593.92,17373.3,0.379,55.78,Growth,1
PRD-00516,Product 0516,Operations,Maintenance,SUP-00078,11501.96,16160.06,0.405,69.88,Growth,1
PRD-00517,Product 0517,Analytics,Data Modeling,SUP-00027,14913.88,21198.7,0.421,91.33,Mature,1
PRD-00518,Product 0518,Automation,RPA,SUP-00139,14827.05,18980.63,0.28,66.02,Growth,1
PRD-00519,Product 0519,Automation,Workflow,SUP-00010,7976.08,9949.58,0.247,77.97,Decline,1
PRD-00520,Product 0520,Finance,Budgeting,SUP-00081,9328.02,14236.13,0.526,88.09,Mature,0
