campaign_id,campaign_name,channel,target_segment,start_date,end_date,budget,leads_generated,conversion_rate,attributed_revenue
MKT-00547,Campaign 0547,Search,Enterprise,2026-02-03 00:00:00+00:00,2026-02-22 00:00:00+00:00,294892,4021,0.0392,1774951.92
MKT-00548,Campaign 0548,Search,SMB,2023-05-06 00:00:00+00:00,2023-06-13 00:00:00+00:00,917990,11450,0.0837,5667884.87
MKT-00549,Campaign 0549,Social,Enterprise,2026-01-26 00:00:00+00:00,2026-03-20 00:00:00+00:00,468720,4913,0.0048,4069747.31
MKT-00550,Campaign 0550,Partner,Mid-Market,2023-09-14 00:00:00+00:00,2023-11-23 00:00:00+00:00,708535,6904,0.0464,4396839.52
MKT-00551,Campaign 0551,Partner,SMB,2023-01-20 00:00:00+00:00,2023-04-15 00:00:00+00:00,737866,10588,0.0278,2528712.75
MKT-00552,Campaign 0552,Email,SMB,2025-08-29 00:00:00+00:00,2025-09-18 00:00:00+00:00,899380,11029,0.0426,6654514.25
MKT-00553,Campaign 0553,Partner,Enterprise,2025-11-03 00:00:00+00:00,2026-01-10 00:00:00+00:00,850578,7331,0.0293,4598601.47
MKT-00554,Campaign 0554,Email,Enterprise,2023-03-23 00:00:00+00:00,2023-05-27 00:00:00+00:00,321268,7085,0.0311,1958645.88
MKT-00555,Campaign 0555,Social,Mid-Market,2024-06-10 00:00:00+00:00,2024-06-24 00:00:00+00:00,826979,11060,0.0462,6073570.99
MKT-00556,Campaign 0556,Partner,Mid-Market,2026-02-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,132121,2538,0.0389,1135567.09
MKT-00557,Campaign 0557,Events,SMB,2025-03-30 00:00:00+00:00,2025-04-23 00:00:00+00:00,528132,13490,0.0302,4070524.88
MKT-00558,Campaign 0558,Partner,Enterprise,2024-06-06 00:00:00+00:00,2024-07-04 00:00:00+00:00,690872,14114,0.0204,3198743.2
MKT-00559,Campaign 0559,Email,SMB,2025-06-10 00:00:00+00:00,2025-07-19 00:00:00+00:00,706232,12301,0.0541,3116407.17
MKT-00560,Campaign 0560,Content,Enterprise,2024-02-11 00:00:00+00:00,2024-03-14 00:00:00+00:00,682957,7966,0.038,5924155.57
MKT-00561,Campaign 0561,Partner,Mid-Market,2023-11-27 00:00:00+00:00,2024-01-27 00:00:00+00:00,776467,7465,0.0221,3411594.09
MKT-00562,Campaign 0562,Social,Mid-Market,2024-05-25 00:00:00+00:00,2024-06-23 00:00:00+00:00,803067,6710,0.0147,3189660.1
MKT-00563,Campaign 0563,Partner,SMB,2025-09-16 00:00:00+00:00,2025-10-11 00:00:00+00:00,604098,4982,0.0462,4958398.6
MKT-00564,Campaign 0564,Partner,Mid-Market,2023-11-24 00:00:00+00:00,2024-02-13 00:00:00+00:00,24495,214,0.0368,139451.25
MKT-00565,Campaign 0565,Content,Enterprise,2024-11-14 00:00:00+00:00,2025-01-07 00:00:00+00:00,123269,1515,0.0445,428094.29
MKT-00566,Campaign 0566,Partner,Mid-Market,2025-08-07 00:00:00+00:00,2025-09-13 00:00:00+00:00,547576,7485,0.0824,3570703.22
MKT-00567,Campaign 0567,Social,Mid-Market,2023-01-30 00:00:00+00:00,2023-04-18 00:00:00+00:00,654088,8661,0.0547,3444588.8
MKT-00568,Campaign 0568,Content,SMB,2024-12-09 00:00:00+00:00,2025-02-24 00:00:00+00:00,146482,1201,0.0413,827939.96
MKT-00569,Campaign 0569,Events,Mid-Market,2025-10-14 00:00:00+00:00,2025-10-28 00:00:00+00:00,100888,1145,0.0149,661391.97
MKT-00570,Campaign 0570,Events,Mid-Market,2023-11-28 00:00:00+00:00,2024-01-03 00:00:00+00:00,449989,4408,0.0679,3939230.71
MKT-00571,Campaign 0571,Content,SMB,2023-07-03 00:00:00+00:00,2023-08-28 00:00:00+00:00,844511,20675,0.0431,3224303.19
MKT-00572,Campaign 0572,Content,Enterprise,2025-06-15 00:00:00+00:00,2025-06-29 00:00:00+00:00,919347,7495,0.081,4161343.81
MKT-00573,Campaign 0573,Search,Enterprise,2024-01-25 00:00:00+00:00,2024-03-31 00:00:00+00:00,192361,2349,0.0289,1516522.86
MKT-00574,Campaign 0574,Partner,Mid-Market,2025-03-25 00:00:00+00:00,2025-04-08 00:00:00+00:00,690298,7735,0.0212,2736721.94
MKT-00575,Campaign 0575,Partner,Mid-Market,2024-07-18 00:00:00+00:00,2024-10-16 00:00:00+00:00,709163,6584,0.0649,6136430.74
MKT-00576,Campaign 0576,Content,SMB,2024-11-06 00:00:00+00:00,2024-12-18 00:00:00+00:00,256413,6018,0.0459,1292187.87
MKT-00577,Campaign 0577,Partner,Enterprise,2024-02-29 00:00:00+00:00,2024-04-24 00:00:00+00:00,766772,21219,0.0618,5159477.68
MKT-00578,Campaign 0578,Events,Mid-Market,2024-05-25 00:00:00+00:00,2024-08-13 00:00:00+00:00,581667,4807,0.0224,2500092.88
MKT-00579,Campaign 0579,Social,Enterprise,2023-02-24 00:00:00+00:00,2023-04-22 00:00:00+00:00,851589,15712,0.0222,4234288.0
MKT-00580,Campaign 0580,Email,Mid-Market,2025-09-01 00:00:00+00:00,2025-10-31 00:00:00+00:00,452228,10157,0.0255,2852246.56
MKT-00581,Campaign 0581,Social,Enterprise,2024-01-22 00:00:00+00:00,2024-04-19 00:00:00+00:00,227804,1910,0.004,1959763.3
MKT-00582,Campaign 0582,Email,Mid-Market,2023-08-27 00:00:00+00:00,2023-11-02 00:00:00+00:00,426849,6206,0.0336,2271572.72
MKT-00583,Campaign 0583,Events,Mid-Market,2023-02-20 00:00:00+00:00,2023-04-06 00:00:00+00:00,338454,3024,0.012,2794485.3
MKT-00584,Campaign 0584,Email,Mid-Market,2025-11-08 00:00:00+00:00,2025-12-24 00:00:00+00:00,76935,647,0.0432,335984.72
MKT-00585,Campaign 0585,Search,Enterprise,2025-04-11 00:00:00+00:00,2025-06-14 00:00:00+00:00,98851,1876,0.0405,335998.34
MKT-00586,Campaign 0586,Partner,Mid-Market,2024-11-16 00:00:00+00:00,2024-12-21 00:00:00+00:00,599753,14546,0.0277,4741235.07
MKT-00587,Campaign 0587,Email,Mid-Market,2024-09-08 00:00:00+00:00,2024-09-22 00:00:00+00:00,569984,14791,0.0502,4069665.17
MKT-00588,Campaign 0588,Email,Enterprise,2025-12-22 00:00:00+00:00,2026-02-24 00:00:00+00:00,570546,9529,0.0445,2194634.96
MKT-00589,Campaign 0589,Email,Mid-Market,2025-04-03 00:00:00+00:00,2025-06-07 00:00:00+00:00,221293,4335,0.0633,734062.12
MKT-00590,Campaign 0590,Search,SMB,2025-12-11 00:00:00+00:00,2026-02-08 00:00:00+00:00,99700,858,0.0716,777363.65
MKT-00591,Campaign 0591,Partner,SMB,2024-07-31 00:00:00+00:00,2024-09-07 00:00:00+00:00,793469,6691,0.0441,3299443.22
MKT-00592,Campaign 0592,Search,SMB,2023-04-07 00:00:00+00:00,2023-04-23 00:00:00+00:00,134402,1797,0.0489,790464.78
MKT-00593,Campaign 0593,Partner,SMB,2023-10-24 00:00:00+00:00,2023-11-21 00:00:00+00:00,832362,12470,0.0513,6638825.87
MKT-00594,Campaign 0594,Partner,SMB,2024-01-20 00:00:00+00:00,2024-03-17 00:00:00+00:00,433536,6045,0.0728,2769949.38
MKT-00595,Campaign 0595,Social,Mid-Market,2025-11-02 00:00:00+00:00,2025-11-18 00:00:00+00:00,467261,4246,0.0195,3850826.31
MKT-00596,Campaign 0596,Content,Mid-Market,2025-01-23 00:00:00+00:00,2025-03-27 00:00:00+00:00,503548,10484,0.0329,1715924.35
MKT-00597,Campaign 0597,Events,Enterprise,2023-07-29 00:00:00+00:00,2023-08-26 00:00:00+00:00,678511,13968,0.0199,3781453.06
MKT-00598,Campaign 0598,Search,SMB,2023-05-29 00:00:00+00:00,2023-07-10 00:00:00+00:00,190535,3164,0.0319,819719.55
MKT-00599,Campaign 0599,Social,Mid-Market,2024-06-02 00:00:00+00:00,2024-08-31 00:00:00+00:00,127233,1454,0.0358,693311.39
MKT-00600,Campaign 0600,Social,SMB,2024-09-20 00:00:00+00:00,2024-10-30 00:00:00+00:00,768260,7751,0.028,5733329.75
MKT-00601,Campaign 0601,Search,SMB,2024-04-30 00:00:00+00:00,2024-06-14 00:00:00+00:00,102370,824,0.0487,839343.95
MKT-00602,Campaign 0602,Events,Mid-Market,2024-01-28 00:00:00+00:00,2024-04-12 00:00:00+00:00,657289,16995,0.05,2648853.42
MKT-00603,Campaign 0603,Social,SMB,2024-12-08 00:00:00+00:00,2024-12-27 00:00:00+00:00,77040,1147,0.0419,395884.08
MKT-00604,Campaign 0604,Partner,Enterprise,2026-02-23 00:00:00+00:00,2026-04-06 00:00:00+00:00,221230,3527,0.0472,1257700.81
MKT-00605,Campaign 0605,Events,Enterprise,2025-11-16 00:00:00+00:00,2026-01-06 00:00:00+00:00,603284,15550,0.0704,2768406.7
MKT-00606,Campaign 0606,Partner,Mid-Market,2023-08-19 00:00:00+00:00,2023-09-24 00:00:00+00:00,743297,6994,0.0478,3204004.97
MKT-00607,Campaign 0607,Social,SMB,2025-06-02 00:00:00+00:00,2025-08-31 00:00:00+00:00,99251,1353,0.0207,774304.46
MKT-00608,Campaign 0608,Content,SMB,2023-05-08 00:00:00+00:00,2023-07-22 00:00:00+00:00,546282,6051,0.0293,4402065.28
MKT-00609,Campaign 0609,Partner,Mid-Market,2023-04-01 00:00:00+00:00,2023-04-19 00:00:00+00:00,35403,467,0.0281,119321.19
MKT-00610,Campaign 0610,Events,Mid-Market,2024-06-07 00:00:00+00:00,2024-09-05 00:00:00+00:00,304025,4474,0.0646,2541298.41
MKT-00611,Campaign 0611,Content,Mid-Market,2023-11-16 00:00:00+00:00,2023-12-15 00:00:00+00:00,781477,16493,0.0339,5957403.66
MKT-00612,Campaign 0612,Email,SMB,2023-10-08 00:00:00+00:00,2023-11-05 00:00:00+00:00,765243,6643,0.0255,3685899.89
MKT-00613,Campaign 0613,Email,SMB,2024-12-14 00:00:00+00:00,2025-02-24 00:00:00+00:00,476669,10419,0.0237,3230153.06
MKT-00614,Campaign 0614,Content,Enterprise,2025-07-19 00:00:00+00:00,2025-08-31 00:00:00+00:00,479972,5512,0.0328,2780028.39
MKT-00615,Campaign 0615,Content,Enterprise,2024-09-13 00:00:00+00:00,2024-09-30 00:00:00+00:00,201678,1641,0.0322,878655.03
MKT-00616,Campaign 0616,Social,Enterprise,2023-01-20 00:00:00+00:00,2023-02-03 00:00:00+00:00,412398,6783,0.0298,1574262.04
MKT-00617,Campaign 0617,Partner,SMB,2026-02-21 00:00:00+00:00,2026-04-30 00:00:00+00:00,108139,1387,0.056,703815.97
MKT-00618,Campaign 0618,Social,Mid-Market,2025-01-20 00:00:00+00:00,2025-03-12 00:00:00+00:00,32352,316,0.0373,109668.37
MKT-00619,Campaign 0619,Search,Enterprise,2024-05-13 00:00:00+00:00,2024-07-02 00:00:00+00:00,224205,3858,0.0407,1724838.24
MKT-00620,Campaign 0620,Social,Mid-Market,2024-04-13 00:00:00+00:00,2024-05-19 00:00:00+00:00,758772,13730,0.054,5233361.06
MKT-00621,Campaign 0621,Search,Mid-Market,2025-06-24 00:00:00+00:00,2025-07-24 00:00:00+00:00,391073,8697,0.0552,2674637.16
MKT-00622,Campaign 0622,Social,Mid-Market,2025-12-07 00:00:00+00:00,2026-02-23 00:00:00+00:00,267128,7211,0.0322,1667520.4
MKT-00623,Campaign 0623,Social,Mid-Market,2023-03-18 00:00:00+00:00,2023-05-04 00:00:00+00:00,111464,1844,0.0613,741682.93
MKT-00624,Campaign 0624,Email,Mid-Market,2025-11-16 00:00:00+00:00,2026-02-09 00:00:00+00:00,279966,2912,0.0416,2334270.18
MKT-00625,Campaign 0625,Content,Enterprise,2024-05-16 00:00:00+00:00,2024-07-14 00:00:00+00:00,415328,9944,0.0326,2626869.09
MKT-00626,Campaign 0626,Social,SMB,2025-07-09 00:00:00+00:00,2025-08-01 00:00:00+00:00,771616,7412,0.0566,3665761.81
MKT-00627,Campaign 0627,Email,SMB,2023-02-17 00:00:00+00:00,2023-04-05 00:00:00+00:00,147474,2007,0.0483,1068732.49
MKT-00628,Campaign 0628,Content,Enterprise,2024-05-09 00:00:00+00:00,2024-07-29 00:00:00+00:00,95826,1129,0.0467,486778.36
MKT-00629,Campaign 0629,Email,Mid-Market,2024-10-18 00:00:00+00:00,2024-11-06 00:00:00+00:00,68574,1086,0.0362,551712.32
MKT-00630,Campaign 0630,Content,Mid-Market,2024-05-05 00:00:00+00:00,2024-06-04 00:00:00+00:00,878980,9317,0.042,4980509.49
MKT-00631,Campaign 0631,Partner,Mid-Market,2023-03-12 00:00:00+00:00,2023-05-04 00:00:00+00:00,886308,8601,0.0303,4159763.41
MKT-00632,Campaign 0632,Content,Enterprise,2023-01-25 00:00:00+00:00,2023-03-04 00:00:00+00:00,316760,7425,0.0386,1151534.15
MKT-00633,Campaign 0633,Partner,Mid-Market,2025-09-30 00:00:00+00:00,2025-11-30 00:00:00+00:00,315762,2748,0.0353,1600156.48
MKT-00634,Campaign 0634,Partner,Mid-Market,2025-12-02 00:00:00+00:00,2026-02-23 00:00:00+00:00,318825,3625,0.0459,1945083.34
MKT-00635,Campaign 0635,Partner,Enterprise,2025-03-18 00:00:00+00:00,2025-05-26 00:00:00+00:00,110816,1185,0.0666,404064.45
MKT-00636,Campaign 0636,Partner,Mid-Market,2026-01-28 00:00:00+00:00,2026-03-11 00:00:00+00:00,648606,7871,0.0392,5621297.85
MKT-00637,Campaign 0637,Content,Mid-Market,2025-11-12 00:00:00+00:00,2026-01-28 00:00:00+00:00,905068,20853,0.0546,5966370.95
MKT-00638,Campaign 0638,Search,Enterprise,2023-08-31 00:00:00+00:00,2023-09-15 00:00:00+00:00,343567,4573,0.0441,2573618.38
MKT-00639,Campaign 0639,Search,SMB,2024-10-07 00:00:00+00:00,2024-12-18 00:00:00+00:00,235944,4635,0.0604,859449.94
MKT-00640,Campaign 0640,Email,Mid-Market,2024-06-27 00:00:00+00:00,2024-07-15 00:00:00+00:00,262324,3239,0.0692,1435987.45
MKT-00641,Campaign 0641,Email,Mid-Market,2025-11-26 00:00:00+00:00,2025-12-24 00:00:00+00:00,236437,2036,0.0338,1269420.35
MKT-00642,Campaign 0642,Events,Mid-Market,2024-10-27 00:00:00+00:00,2024-12-06 00:00:00+00:00,161732,2089,0.0147,1125389.37
MKT-00643,Campaign 0643,Social,Enterprise,2023-05-30 00:00:00+00:00,2023-06-23 00:00:00+00:00,690983,12838,0.0221,4037783.59
MKT-00644,Campaign 0644,Content,SMB,2024-09-12 00:00:00+00:00,2024-12-03 00:00:00+00:00,317404,3944,0.0578,1461337.99
MKT-00645,Campaign 0645,Social,Enterprise,2024-08-07 00:00:00+00:00,2024-10-09 00:00:00+00:00,485420,7422,0.0471,3587323.62
MKT-00646,Campaign 0646,Search,SMB,2024-07-05 00:00:00+00:00,2024-07-25 00:00:00+00:00,895199,7548,0.0264,6344574.23
MKT-00647,Campaign 0647,Partner,Enterprise,2024-02-16 00:00:00+00:00,2024-04-25 00:00:00+00:00,384083,5236,0.0676,2108965.2
MKT-00648,Campaign 0648,Events,Mid-Market,2024-11-28 00:00:00+00:00,2024-12-27 00:00:00+00:00,136273,1276,0.0369,1104485.86
MKT-00649,Campaign 0649,Content,Mid-Market,2024-03-29 00:00:00+00:00,2024-06-09 00:00:00+00:00,187455,2392,0.0363,747541.34
MKT-00650,Campaign 0650,Email,Mid-Market,2025-06-26 00:00:00+00:00,2025-09-23 00:00:00+00:00,862381,15331,0.0373,5242474.99
MKT-00651,Campaign 0651,Content,SMB,2024-01-17 00:00:00+00:00,2024-02-04 00:00:00+00:00,657032,6938,0.0622,5229032.14
MKT-00652,Campaign 0652,Search,SMB,2024-04-21 00:00:00+00:00,2024-06-06 00:00:00+00:00,536031,14606,0.0298,3835371.86
MKT-00653,Campaign 0653,Email,Enterprise,2023-05-13 00:00:00+00:00,2023-07-15 00:00:00+00:00,115878,1068,0.0625,712169.56
MKT-00654,Campaign 0654,Content,SMB,2023-03-27 00:00:00+00:00,2023-06-17 00:00:00+00:00,626620,5435,0.051,2336886.6
MKT-00655,Campaign 0655,Search,Enterprise,2024-04-10 00:00:00+00:00,2024-06-14 00:00:00+00:00,125688,1491,0.0638,426618.37
MKT-00656,Campaign 0656,Content,Mid-Market,2023-11-14 00:00:00+00:00,2023-12-27 00:00:00+00:00,735699,12843,0.0543,5112609.96
MKT-00657,Campaign 0657,Content,SMB,2025-04-08 00:00:00+00:00,2025-04-25 00:00:00+00:00,332439,6558,0.0476,1878869.46
MKT-00658,Campaign 0658,Search,Enterprise,2023-05-18 00:00:00+00:00,2023-07-11 00:00:00+00:00,57862,579,0.0531,320506.01
MKT-00659,Campaign 0659,Events,Mid-Market,2023-09-26 00:00:00+00:00,2023-11-13 00:00:00+00:00,796083,14661,0.0435,4290699.64
MKT-00660,Campaign 0660,Social,Mid-Market,2024-11-25 00:00:00+00:00,2025-02-20 00:00:00+00:00,896881,11073,0.0307,3741460.23
MKT-00661,Campaign 0661,Social,Mid-Market,2023-02-08 00:00:00+00:00,2023-04-02 00:00:00+00:00,655355,5816,0.0526,4153719.1
MKT-00662,Campaign 0662,Events,SMB,2024-08-08 00:00:00+00:00,2024-11-04 00:00:00+00:00,703245,6777,0.0409,3747106.52
MKT-00663,Campaign 0663,Email,Mid-Market,2025-01-18 00:00:00+00:00,2025-03-16 00:00:00+00:00,422633,11635,0.0622,1525954.54
MKT-00664,Campaign 0664,Social,SMB,2023-06-22 00:00:00+00:00,2023-07-18 00:00:00+00:00,741423,7541,0.0616,6227171.14
MKT-00665,Campaign 0665,Content,Enterprise,2023-07-24 00:00:00+00:00,2023-08-13 00:00:00+00:00,193942,5376,0.0513,1163313.6
MKT-00666,Campaign 0666,Partner,Enterprise,2024-01-26 00:00:00+00:00,2024-04-01 00:00:00+00:00,401962,6264,0.0579,1848632.42
MKT-00667,Campaign 0667,Social,Mid-Market,2023-03-10 00:00:00+00:00,2023-04-07 00:00:00+00:00,838081,12200,0.0499,5986180.56
MKT-00668,Campaign 0668,Partner,SMB,2025-11-15 00:00:00+00:00,2026-01-01 00:00:00+00:00,556634,7184,0.05,4429779.47
MKT-00669,Campaign 0669,Content,SMB,2025-01-30 00:00:00+00:00,2025-04-07 00:00:00+00:00,570698,6075,0.0319,2784343.24
MKT-00670,Campaign 0670,Email,Mid-Market,2025-09-29 00:00:00+00:00,2025-10-24 00:00:00+00:00,524355,4222,0.0461,4405011.74
MKT-00671,Campaign 0671,Events,SMB,2024-02-18 00:00:00+00:00,2024-03-11 00:00:00+00:00,157279,3087,0.0491,1023975.61
MKT-00672,Campaign 0672,Content,SMB,2024-11-05 00:00:00+00:00,2024-11-21 00:00:00+00:00,106484,1116,0.0479,495934.81
MKT-00673,Campaign 0673,Email,Mid-Market,2024-05-24 00:00:00+00:00,2024-07-01 00:00:00+00:00,65699,1279,0.0464,468812.42
MKT-00674,Campaign 0674,Search,Enterprise,2023-01-20 00:00:00+00:00,2023-03-14 00:00:00+00:00,192655,2967,0.0454,1285295.63
MKT-00675,Campaign 0675,Search,Mid-Market,2024-04-08 00:00:00+00:00,2024-05-23 00:00:00+00:00,162858,1504,0.0753,1363188.46
MKT-00676,Campaign 0676,Social,Enterprise,2025-06-26 00:00:00+00:00,2025-07-17 00:00:00+00:00,711355,17161,0.0442,5803845.31
MKT-00677,Campaign 0677,Search,Mid-Market,2023-05-10 00:00:00+00:00,2023-07-06 00:00:00+00:00,578461,15722,0.0539,3806176.6
MKT-00678,Campaign 0678,Partner,SMB,2023-03-01 00:00:00+00:00,2023-05-27 00:00:00+00:00,463788,6877,0.0425,3129142.65
MKT-00679,Campaign 0679,Content,SMB,2023-02-04 00:00:00+00:00,2023-03-07 00:00:00+00:00,356377,4778,0.0475,1567316.94
MKT-00680,Campaign 0680,Events,Mid-Market,2025-11-18 00:00:00+00:00,2025-12-21 00:00:00+00:00,185425,2573,0.0285,1369192.24
MKT-00681,Campaign 0681,Content,Enterprise,2024-07-08 00:00:00+00:00,2024-07-25 00:00:00+00:00,621511,7078,0.0329,4841781.6
MKT-00682,Campaign 0682,Events,Enterprise,2024-10-31 00:00:00+00:00,2024-12-18 00:00:00+00:00,791380,7825,0.0344,6930060.17
MKT-00683,Campaign 0683,Content,Enterprise,2025-01-04 00:00:00+00:00,2025-01-30 00:00:00+00:00,537902,5793,0.0199,2386412.25
MKT-00684,Campaign 0684,Events,Enterprise,2023-10-20 00:00:00+00:00,2023-12-29 00:00:00+00:00,171802,1693,0.0443,1084235.6
MKT-00685,Campaign 0685,Email,Enterprise,2024-10-12 00:00:00+00:00,2024-12-09 00:00:00+00:00,443474,5421,0.028,3831736.65
MKT-00686,Campaign 0686,Content,Mid-Market,2023-04-20 00:00:00+00:00,2023-06-12 00:00:00+00:00,850848,11380,0.0251,6151505.16
MKT-00687,Campaign 0687,Partner,Enterprise,2023-09-28 00:00:00+00:00,2023-10-18 00:00:00+00:00,687629,14698,0.0768,3478163.96
MKT-00688,Campaign 0688,Email,Enterprise,2025-04-27 00:00:00+00:00,2025-06-09 00:00:00+00:00,698841,5649,0.0608,2411231.93
MKT-00689,Campaign 0689,Email,SMB,2025-07-25 00:00:00+00:00,2025-09-20 00:00:00+00:00,244317,2596,0.0753,2120523.51
MKT-00690,Campaign 0690,Search,Mid-Market,2023-06-03 00:00:00+00:00,2023-08-05 00:00:00+00:00,753634,13525,0.0415,5117243.48
MKT-00691,Campaign 0691,Email,Mid-Market,2023-10-25 00:00:00+00:00,2024-01-22 00:00:00+00:00,674689,6965,0.0378,5260341.2
MKT-00692,Campaign 0692,Partner,Mid-Market,2024-06-19 00:00:00+00:00,2024-07-18 00:00:00+00:00,473886,5682,0.0491,1727270.26
MKT-00693,Campaign 0693,Social,SMB,2024-12-22 00:00:00+00:00,2025-03-15 00:00:00+00:00,899559,12607,0.0489,5788360.75
MKT-00694,Campaign 0694,Events,Mid-Market,2023-01-25 00:00:00+00:00,2023-03-18 00:00:00+00:00,470948,5211,0.0374,3935005.82
MKT-00695,Campaign 0695,Partner,Enterprise,2024-12-26 00:00:00+00:00,2025-02-12 00:00:00+00:00,204895,3722,0.0308,1379167.82
MKT-00696,Campaign 0696,Events,Mid-Market,2025-11-16 00:00:00+00:00,2026-02-13 00:00:00+00:00,126206,1030,0.0525,672743.58
MKT-00697,Campaign 0697,Social,Mid-Market,2025-09-22 00:00:00+00:00,2025-10-27 00:00:00+00:00,166809,2242,0.0176,813074.83
MKT-00698,Campaign 0698,Social,SMB,2025-06-07 00:00:00+00:00,2025-08-21 00:00:00+00:00,860397,9952,0.0523,3234131.29
MKT-00699,Campaign 0699,Events,Mid-Market,2024-12-06 00:00:00+00:00,2025-02-01 00:00:00+00:00,533426,12052,0.0382,1716565.37
MKT-00700,Campaign 0700,Partner,SMB,2023-07-01 00:00:00+00:00,2023-08-10 00:00:00+00:00,369339,3235,0.0554,1891584.14
MKT-00701,Campaign 0701,Content,SMB,2024-11-12 00:00:00+00:00,2024-12-15 00:00:00+00:00,270162,2807,0.0601,1724617.27
MKT-00702,Campaign 0702,Search,Enterprise,2025-01-04 00:00:00+00:00,2025-03-30 00:00:00+00:00,532594,12119,0.0521,4388353.57
MKT-00703,Campaign 0703,Social,SMB,2023-09-20 00:00:00+00:00,2023-12-04 00:00:00+00:00,833062,11335,0.0243,7262414.7
MKT-00704,Campaign 0704,Social,Mid-Market,2024-07-03 00:00:00+00:00,2024-09-23 00:00:00+00:00,83470,1427,0.0189,313013.1
MKT-00705,Campaign 0705,Events,SMB,2024-08-14 00:00:00+00:00,2024-10-26 00:00:00+00:00,664286,8455,0.0176,3191495.8
MKT-00706,Campaign 0706,Search,Mid-Market,2023-04-10 00:00:00+00:00,2023-05-15 00:00:00+00:00,196947,2717,0.0348,664984.21
MKT-00707,Campaign 0707,Social,Mid-Market,2023-07-15 00:00:00+00:00,2023-10-06 00:00:00+00:00,383498,3655,0.0191,1968936.63
MKT-00708,Campaign 0708,Partner,Enterprise,2024-06-19 00:00:00+00:00,2024-09-13 00:00:00+00:00,802657,9322,0.0417,5505451.98
MKT-00709,Campaign 0709,Partner,Enterprise,2025-09-13 00:00:00+00:00,2025-11-26 00:00:00+00:00,653491,8746,0.0281,3612580.54
MKT-00710,Campaign 0710,Partner,Mid-Market,2024-03-02 00:00:00+00:00,2024-04-22 00:00:00+00:00,411624,8123,0.0332,3189530.67
MKT-00711,Campaign 0711,Search,Enterprise,2025-08-25 00:00:00+00:00,2025-10-18 00:00:00+00:00,823412,6856,0.0422,2943795.37
MKT-00712,Campaign 0712,Events,Enterprise,2023-09-23 00:00:00+00:00,2023-12-18 00:00:00+00:00,364523,5851,0.0485,2471797.25
MKT-00713,Campaign 0713,Partner,Mid-Market,2023-08-18 00:00:00+00:00,2023-09-27 00:00:00+00:00,317176,7814,0.0294,2788513.45
MKT-00714,Campaign 0714,Social,Enterprise,2025-12-12 00:00:00+00:00,2026-02-06 00:00:00+00:00,255129,4135,0.0354,1083868.74
MKT-00715,Campaign 0715,Partner,Mid-Market,2024-06-15 00:00:00+00:00,2024-09-07 00:00:00+00:00,762223,14794,0.0478,6557171.45
MKT-00716,Campaign 0716,Search,Mid-Market,2023-09-19 00:00:00+00:00,2023-10-10 00:00:00+00:00,883469,12984,0.0402,6627735.76
MKT-00717,Campaign 0717,Content,Enterprise,2025-04-19 00:00:00+00:00,2025-06-16 00:00:00+00:00,309158,2848,0.0397,1548581.33
MKT-00718,Campaign 0718,Social,Mid-Market,2025-02-04 00:00:00+00:00,2025-02-28 00:00:00+00:00,627222,9085,0.0531,3495248.98
MKT-00719,Campaign 0719,Content,Enterprise,2023-04-28 00:00:00+00:00,2023-07-17 00:00:00+00:00,567637,7442,0.0278,2155770.13
MKT-00720,Campaign 0720,Email,Enterprise,2026-01-24 00:00:00+00:00,2026-03-17 00:00:00+00:00,463364,4348,0.0554,3254593.14
MKT-00721,Campaign 0721,Partner,Enterprise,2023-05-18 00:00:00+00:00,2023-07-14 00:00:00+00:00,433508,5366,0.0787,2749571.81
MKT-00722,Campaign 0722,Email,Enterprise,2023-01-24 00:00:00+00:00,2023-02-08 00:00:00+00:00,879350,8772,0.0466,3705153.48
MKT-00723,Campaign 0723,Social,Enterprise,2025-08-31 00:00:00+00:00,2025-09-16 00:00:00+00:00,806774,10286,0.0349,4957327.94
MKT-00724,Campaign 0724,Partner,Mid-Market,2023-06-10 00:00:00+00:00,2023-08-22 00:00:00+00:00,536846,8130,0.0189,4593818.89
MKT-00725,Campaign 0725,Partner,Mid-Market,2024-07-05 00:00:00+00:00,2024-10-01 00:00:00+00:00,517081,6440,0.0341,4457801.2
MKT-00726,Campaign 0726,Content,Enterprise,2025-03-18 00:00:00+00:00,2025-04-24 00:00:00+00:00,857311,6966,0.0479,6556596.91
MKT-00727,Campaign 0727,Social,Mid-Market,2025-04-21 00:00:00+00:00,2025-06-20 00:00:00+00:00,241373,5399,0.0402,964917.99
MKT-00728,Campaign 0728,Partner,SMB,2024-09-23 00:00:00+00:00,2024-10-09 00:00:00+00:00,161940,1411,0.0412,847770.66
MKT-00729,Campaign 0729,Email,Mid-Market,2023-07-15 00:00:00+00:00,2023-08-06 00:00:00+00:00,709842,7773,0.0403,4693684.08
MKT-00730,Campaign 0730,Email,SMB,2025-07-25 00:00:00+00:00,2025-09-27 00:00:00+00:00,388330,3179,0.0341,1623334.05
MKT-00731,Campaign 0731,Social,Enterprise,2025-02-04 00:00:00+00:00,2025-03-08 00:00:00+00:00,63462,1104,0.0411,513673.82
MKT-00732,Campaign 0732,Search,Mid-Market,2024-07-04 00:00:00+00:00,2024-09-03 00:00:00+00:00,511413,7375,0.0291,3612346.16
