operating_date,warehouse_id,throughput_units,on_time_delivery_rate,fulfillment_rate,incident_count,labor_hours,downtime_minutes
2025-10-19 00:00:00+00:00,WH-North,1359,0.9497,0.9371,0,59.55,0
2025-10-20 00:00:00+00:00,WH-North,1529,0.9433,0.9686,1,73.65,52
2025-10-21 00:00:00+00:00,WH-North,1409,0.9582,0.999,0,76.13,0
2025-10-22 00:00:00+00:00,WH-North,1348,0.9514,0.9792,0,54.24,0
2025-10-23 00:00:00+00:00,WH-North,1315,0.904,0.968,0,62.57,0
2025-10-24 00:00:00+00:00,WH-North,1462,0.9269,0.9524,0,55.68,0
2025-10-25 00:00:00+00:00,WH-North,1518,0.9328,0.9795,0,66.82,0
2025-10-26 00:00:00+00:00,WH-North,1394,0.8862,0.9497,1,58.71,87
2025-10-27 00:00:00+00:00,WH-North,1273,0.9021,0.9847,0,55.99,0
2025-10-28 00:00:00+00:00,WH-North,1319,0.9377,0.9748,1,51.1,89
2025-10-29 00:00:00+00:00,WH-North,1283,0.8572,0.9514,2,63.74,174
2025-10-30 00:00:00+00:00,WH-North,1580,0.9315,0.9702,0,63.42,0
2025-10-31 00:00:00+00:00,WH-North,1399,0.912,0.9762,0,52.18,0
2025-11-01 00:00:00+00:00,WH-North,1631,0.9271,0.9872,0,89.72,0
2025-11-02 00:00:00+00:00,WH-North,1544,0.9188,0.9598,1,74.22,33
2025-11-03 00:00:00+00:00,WH-North,1219,0.9188,0.9523,3,43.63,99
2025-11-04 00:00:00+00:00,WH-North,1376,0.9782,0.9756,0,49.27,0
2025-11-05 00:00:00+00:00,WH-North,1260,0.9329,0.9782,1,57.18,56
2025-11-06 00:00:00+00:00,WH-North,1502,0.9811,0.9804,1,58.31,40
2025-11-07 00:00:00+00:00,WH-North,1327,0.9365,0.9907,0,59.98,0
2025-11-08 00:00:00+00:00,WH-North,1680,0.9321,0.9714,0,63.75,0
2025-11-09 00:00:00+00:00,WH-North,1284,0.9384,0.9632,1,48.93,27
2025-11-10 00:00:00+00:00,WH-North,1482,0.9195,0.9326,1,66.07,47
2025-11-11 00:00:00+00:00,WH-North,1229,0.9113,0.9926,0,49.98,0
2025-11-12 00:00:00+00:00,WH-North,1388,0.9733,0.9647,0,51.35,0
2025-11-13 00:00:00+00:00,WH-North,1147,0.9036,0.9666,1,60.79,72
2025-11-14 00:00:00+00:00,WH-North,1481,0.9312,0.9639,0,78.68,0
2025-11-15 00:00:00+00:00,WH-North,1634,0.9448,0.9819,0,70.47,0
2025-11-16 00:00:00+00:00,WH-North,1430,0.8622,0.9635,2,52.67,146
2025-11-17 00:00:00+00:00,WH-North,1228,0.9079,0.9442,0,52.4,0
2025-11-18 00:00:00+00:00,WH-North,1277,0.9457,0.9793,0,59.17,0
2025-11-19 00:00:00+00:00,WH-North,1559,0.8903,0.9567,1,84.57,62
2025-11-20 00:00:00+00:00,WH-North,1379,0.995,0.9782,0,66.85,0
2025-11-21 00:00:00+00:00,WH-North,1405,0.9314,0.9695,0,54.77,0
2025-11-22 00:00:00+00:00,WH-North,1460,0.9375,0.9688,0,56.41,0
2025-11-23 00:00:00+00:00,WH-North,1534,0.9195,0.9691,1,65.44,42
2025-11-24 00:00:00+00:00,WH-North,1492,0.9774,0.988,0,61.33,0
2025-11-25 00:00:00+00:00,WH-North,1544,0.9282,0.9734,0,69.0,0
2025-11-26 00:00:00+00:00,WH-North,1424,0.9159,0.9457,1,73.42,68
2025-11-27 00:00:00+00:00,WH-North,1377,0.9409,0.9874,0,74.16,0
2025-11-28 00:00:00+00:00,WH-North,1075,0.8688,0.9388,1,45.19,35
2025-11-29 00:00:00+00:00,WH-North,1593,0.9347,0.9795,0,58.66,0
2025-11-30 00:00:00+00:00,WH-North,1453,0.9467,0.9868,0,67.25,0
2025-12-01 00:00:00+00:00,WH-North,1536,0.9071,0.962,1,67.87,63
2025-12-02 00:00:00+00:00,WH-North,1271,0.9698,0.9515,0,51.95,0
2025-12-03 00:00:00+00:00,WH-North,1436,0.9428,0.9719,0,64.39,0
2025-12-04 00:00:00+00:00,WH-North,1221,0.9094,0.9607,0,48.59,0
2025-12-05 00:00:00+00:00,WH-North,1660,0.8607,0.9719,1,76.1,43
2025-12-06 00:00:00+00:00,WH-North,1433,0.8803,0.9799,0,69.44,0
2025-12-07 00:00:00+00:00,WH-North,1565,0.9643,0.9649,0,59.08,0
2025-12-08 00:00:00+00:00,WH-North,1289,0.9756,0.9885,0,68.79,0
2025-12-09 00:00:00+00:00,WH-North,1409,0.9316,0.9703,0,51.86,0
2025-12-10 00:00:00+00:00,WH-North,1201,0.9365,0.9771,0,53.12,0
2025-12-11 00:00:00+00:00,WH-North,1242,0.9777,0.9713,0,62.85,0
2025-12-12 00:00:00+00:00,WH-North,1617,0.8669,0.9511,2,69.05,130
2025-12-13 00:00:00+00:00,WH-North,1354,0.9282,0.9603,0,62.42,0
2025-12-14 00:00:00+00:00,WH-North,1433,0.9363,0.978,0,74.86,0
2025-12-15 00:00:00+00:00,WH-North,1402,0.9586,0.9505,0,70.98,0
2025-12-16 00:00:00+00:00,WH-North,1460,0.9806,0.961,0,67.44,0
2025-12-17 00:00:00+00:00,WH-North,1331,0.9782,0.999,0,57.37,0
2025-12-18 00:00:00+00:00,WH-North,1314,0.9157,0.9414,0,49.63,0
2025-12-19 00:00:00+00:00,WH-North,1717,0.9466,0.9861,0,79.9,0
2025-12-20 00:00:00+00:00,WH-North,1594,0.9085,0.9602,0,60.22,0
2025-12-21 00:00:00+00:00,WH-North,1453,0.9481,0.9744,0,63.76,0
2025-12-22 00:00:00+00:00,WH-North,1479,0.909,0.9725,1,80.92,15
2025-12-23 00:00:00+00:00,WH-North,1397,0.9356,0.9564,0,77.03,0
2025-12-24 00:00:00+00:00,WH-North,1190,0.931,0.9679,1,50.02,70
2025-12-25 00:00:00+00:00,WH-North,1394,0.8708,0.9662,1,64.11,31
2025-12-26 00:00:00+00:00,WH-North,1757,0.9177,0.9536,1,69.76,28
2025-12-27 00:00:00+00:00,WH-North,1431,0.8731,0.9502,2,54.36,136
2025-12-28 00:00:00+00:00,WH-North,1209,0.8976,0.9204,2,65.58,60
2025-12-29 00:00:00+00:00,WH-North,1194,0.8874,0.938,0,58.0,0
2025-12-30 00:00:00+00:00,WH-North,1324,0.9917,0.9735,0,64.45,0
2025-12-31 00:00:00+00:00,WH-North,1317,0.9296,0.9479,0,72.33,0
2026-01-01 00:00:00+00:00,WH-North,1773,0.9536,0.9817,0,90.74,0
2026-01-02 00:00:00+00:00,WH-North,1186,0.8571,0.9716,1,44.58,73
2026-01-03 00:00:00+00:00,WH-North,1677,0.8803,0.9569,0,74.89,0
2026-01-04 00:00:00+00:00,WH-North,1474,0.9106,0.9867,0,67.3,0
2026-01-05 00:00:00+00:00,WH-North,918,0.9832,0.9797,0,44.76,0
2026-01-06 00:00:00+00:00,WH-North,1662,0.9221,0.999,0,85.64,0
2026-01-07 00:00:00+00:00,WH-North,1023,0.9574,0.9605,0,38.89,0
2026-01-08 00:00:00+00:00,WH-North,1235,0.9163,0.9539,2,67.6,56
2026-01-09 00:00:00+00:00,WH-North,1290,0.8955,0.9614,0,48.7,0
2026-01-10 00:00:00+00:00,WH-North,1631,0.9292,0.9619,0,59.28,0
2026-01-11 00:00:00+00:00,WH-North,1549,0.9789,0.968,0,62.15,0
2026-01-12 00:00:00+00:00,WH-North,1553,0.946,0.9781,1,56.63,29
2026-01-13 00:00:00+00:00,WH-North,1279,0.9063,0.9563,1,58.45,14
2026-01-14 00:00:00+00:00,WH-North,1373,0.8951,0.9525,1,54.92,78
2026-01-15 00:00:00+00:00,WH-North,1357,0.9525,0.9608,0,54.48,0
2026-01-16 00:00:00+00:00,WH-North,1007,0.9005,0.9677,0,50.66,0
2026-01-17 00:00:00+00:00,WH-North,1564,0.9593,0.9891,0,70.25,0
2026-01-18 00:00:00+00:00,WH-North,1198,0.9856,0.9485,0,56.1,0
2026-01-19 00:00:00+00:00,WH-North,1399,0.9927,0.955,0,72.84,0
2026-01-20 00:00:00+00:00,WH-North,1442,0.9827,0.9493,0,71.39,0
2026-01-21 00:00:00+00:00,WH-North,1527,0.9388,0.9603,1,84.73,13
2026-01-22 00:00:00+00:00,WH-North,1145,0.9414,0.9575,0,41.66,0
2026-01-23 00:00:00+00:00,WH-North,1275,0.9096,0.9706,1,59.51,50
2026-01-24 00:00:00+00:00,WH-North,1326,0.9286,0.9542,0,57.17,0
2026-01-25 00:00:00+00:00,WH-North,1419,0.8775,0.9454,0,75.49,0
2026-01-26 00:00:00+00:00,WH-North,1630,0.9604,0.992,0,64.08,0
2026-01-27 00:00:00+00:00,WH-North,895,0.9833,0.9621,0,34.69,0
2026-01-28 00:00:00+00:00,WH-North,1448,0.9227,0.9724,1,59.04,62
2026-01-29 00:00:00+00:00,WH-North,1375,0.9561,0.9572,0,52.46,0
2026-01-30 00:00:00+00:00,WH-North,1275,0.9469,0.9666,0,70.2,0
2026-01-31 00:00:00+00:00,WH-North,1752,0.9184,0.9527,2,70.37,162
2026-02-01 00:00:00+00:00,WH-North,1453,0.9235,0.9641,2,52.53,100
2026-02-02 00:00:00+00:00,WH-North,1439,0.9597,0.9577,1,61.76,12
2026-02-03 00:00:00+00:00,WH-North,1426,0.9308,0.9613,0,73.0,0
2026-02-04 00:00:00+00:00,WH-North,1409,0.9607,0.9862,0,56.35,0
2026-02-05 00:00:00+00:00,WH-North,1581,0.9634,0.9611,0,64.45,0
2026-02-06 00:00:00+00:00,WH-North,1406,0.9073,0.9814,1,65.0,56
2026-02-07 00:00:00+00:00,WH-North,1404,0.956,0.9696,0,55.06,0
2026-02-08 00:00:00+00:00,WH-North,1491,0.9121,0.9814,0,74.09,0
2026-02-09 00:00:00+00:00,WH-North,1340,0.9094,0.9711,1,72.26,65
2026-02-10 00:00:00+00:00,WH-North,1524,0.8434,0.9545,1,59.3,26
2026-02-11 00:00:00+00:00,WH-North,1526,0.947,0.999,0,57.48,0
2026-02-12 00:00:00+00:00,WH-North,1419,0.9902,0.9436,0,60.68,0
2026-02-13 00:00:00+00:00,WH-North,1382,0.9946,0.95,0,49.4,0
2026-02-14 00:00:00+00:00,WH-North,1485,0.8878,0.957,0,58.48,0
2026-02-15 00:00:00+00:00,WH-North,1426,0.8911,0.9558,1,69.86,24
2026-02-16 00:00:00+00:00,WH-North,1282,0.9498,0.9664,0,47.08,0
2026-02-17 00:00:00+00:00,WH-North,1607,0.9218,0.9606,0,57.57,0
2026-02-18 00:00:00+00:00,WH-North,1460,0.9268,0.9664,0,66.84,0
2026-02-19 00:00:00+00:00,WH-North,1451,0.8937,0.9757,0,61.52,0
2026-02-20 00:00:00+00:00,WH-North,1385,0.9403,0.9472,0,49.63,0
2026-02-21 00:00:00+00:00,WH-North,1196,0.9634,0.999,0,65.92,0
2026-02-22 00:00:00+00:00,WH-North,1447,0.9528,0.9666,0,63.16,0
2026-02-23 00:00:00+00:00,WH-North,1313,0.9155,0.9559,1,54.08,47
2026-02-24 00:00:00+00:00,WH-North,1601,0.9607,0.9781,0,62.86,0
2026-02-25 00:00:00+00:00,WH-North,1305,0.8894,0.9211,0,70.8,0
2026-02-26 00:00:00+00:00,WH-North,1516,0.896,0.922,2,76.68,84
2026-02-27 00:00:00+00:00,WH-North,1420,0.9299,0.9704,0,75.72,0
2026-02-28 00:00:00+00:00,WH-North,1684,0.9602,0.9505,1,69.09,62
2026-03-01 00:00:00+00:00,WH-North,1890,0.9317,0.9787,0,94.35,0
2026-03-02 00:00:00+00:00,WH-North,1359,0.9285,0.9731,1,49.27,42
2026-03-03 00:00:00+00:00,WH-North,1442,0.962,0.9739,0,54.28,0
2026-03-04 00:00:00+00:00,WH-North,1513,0.9377,0.9539,1,72.09,84
2026-03-05 00:00:00+00:00,WH-North,1361,0.9473,0.9607,0,70.29,0
2026-03-06 00:00:00+00:00,WH-North,1177,0.8893,0.9773,1,51.52,71
2026-03-07 00:00:00+00:00,WH-North,1505,0.9046,0.9833,0,54.08,0
2026-03-08 00:00:00+00:00,WH-North,1489,0.9814,0.938,1,58.63,33
2026-03-09 00:00:00+00:00,WH-North,1366,0.9074,0.9756,0,75.3,0
2026-03-10 00:00:00+00:00,WH-North,1746,0.9582,0.9969,0,85.46,0
2026-03-11 00:00:00+00:00,WH-North,1252,0.9004,0.9582,0,63.39,0
2026-03-12 00:00:00+00:00,WH-North,1579,0.9355,0.9573,0,66.93,0
2026-03-13 00:00:00+00:00,WH-North,1388,0.9559,0.9675,0,68.89,0
2026-03-14 00:00:00+00:00,WH-North,1452,0.9442,0.9748,0,63.38,0
2026-03-15 00:00:00+00:00,WH-North,1235,0.8885,0.9752,0,47.48,0
2026-03-16 00:00:00+00:00,WH-North,1713,0.9257,0.9521,1,82.97,50
2026-03-17 00:00:00+00:00,WH-North,1318,0.9429,0.9831,0,55.82,0
2026-03-18 00:00:00+00:00,WH-North,1229,0.9126,0.937,1,51.46,24
2026-03-19 00:00:00+00:00,WH-North,1250,0.9597,0.9833,0,53.86,0
2026-03-20 00:00:00+00:00,WH-North,1419,0.9186,0.9586,0,60.74,0
2026-03-21 00:00:00+00:00,WH-North,1350,0.9574,0.9665,0,49.9,0
2026-03-22 00:00:00+00:00,WH-North,1559,0.9499,0.9767,0,73.96,0
2026-03-23 00:00:00+00:00,WH-North,1434,0.9467,0.969,0,71.9,0
2026-03-24 00:00:00+00:00,WH-North,1371,0.9402,0.9788,0,53.43,0
2026-03-25 00:00:00+00:00,WH-North,1161,0.9017,0.9661,0,41.92,0
2026-03-26 00:00:00+00:00,WH-North,1640,0.9359,0.9896,0,77.0,0
2026-03-27 00:00:00+00:00,WH-North,1273,0.9584,0.9467,0,46.38,0
2026-03-28 00:00:00+00:00,WH-North,1526,0.909,0.9508,0,70.77,0
2026-03-29 00:00:00+00:00,WH-North,1659,0.9415,0.9731,2,91.65,108
2026-03-30 00:00:00+00:00,WH-North,1715,0.8453,0.9505,1,67.86,69
2026-03-31 00:00:00+00:00,WH-North,1044,0.8836,0.9454,1,54.18,52
2026-04-01 00:00:00+00:00,WH-North,1456,0.9324,0.9501,1,65.06,60
2026-04-02 00:00:00+00:00,WH-North,1226,0.8844,0.9271,1,57.49,27
2026-04-03 00:00:00+00:00,WH-North,1661,0.9542,0.999,0,63.31,0
2026-04-04 00:00:00+00:00,WH-North,1711,0.957,0.9503,1,85.32,38
2026-04-05 00:00:00+00:00,WH-North,1095,0.9154,0.9627,0,55.42,0
2026-04-06 00:00:00+00:00,WH-North,1422,0.8714,0.9532,0,59.14,0
2026-04-07 00:00:00+00:00,WH-North,1245,0.9443,0.9663,1,51.81,12
2026-04-08 00:00:00+00:00,WH-North,1292,0.9115,0.9674,0,60.34,0
2026-04-09 00:00:00+00:00,WH-North,1474,0.9261,0.9729,1,73.24,65
2026-04-10 00:00:00+00:00,WH-North,1249,0.9061,0.9656,1,59.52,55
2026-04-11 00:00:00+00:00,WH-North,1518,0.9285,0.9715,1,59.9,75
2026-04-12 00:00:00+00:00,WH-North,1544,0.9122,0.9623,0,57.81,0
2026-04-13 00:00:00+00:00,WH-North,1363,0.9022,0.9577,2,50.79,150
2026-04-14 00:00:00+00:00,WH-North,1468,0.995,0.958,0,71.61,0
2026-04-15 00:00:00+00:00,WH-North,1555,0.955,0.9844,0,69.99,0
2026-04-16 00:00:00+00:00,WH-North,1314,0.9853,0.967,0,53.95,0
2026-04-17 00:00:00+00:00,WH-North,1422,0.9445,0.9656,0,57.57,0
2026-04-18 00:00:00+00:00,WH-North,1128,0.9183,0.9849,0,60.75,0
2026-04-19 00:00:00+00:00,WH-North,1672,0.9486,0.9615,1,61.19,59
2026-04-20 00:00:00+00:00,WH-North,1042,0.9395,0.969,0,47.15,0
2026-04-21 00:00:00+00:00,WH-North,1441,0.9128,0.9714,0,73.15,0
2026-04-22 00:00:00+00:00,WH-North,1453,0.991,0.9931,0,77.98,0
2026-04-23 00:00:00+00:00,WH-North,1407,0.9351,0.902,3,56.85,165
2026-04-24 00:00:00+00:00,WH-North,1278,0.901,0.9784,0,58.67,0
2026-04-25 00:00:00+00:00,WH-North,1283,0.883,0.9462,2,52.78,158
2026-04-26 00:00:00+00:00,WH-North,1355,0.9516,0.9704,1,48.75,27
2026-04-27 00:00:00+00:00,WH-North,1318,0.9729,0.9586,0,66.41,0
2026-04-28 00:00:00+00:00,WH-North,1388,0.9674,0.9592,0,72.85,0
2026-04-29 00:00:00+00:00,WH-North,1070,0.995,0.9447,0,38.23,0
2026-04-30 00:00:00+00:00,WH-North,1521,0.9064,0.9742,0,58.65,0
2026-05-01 00:00:00+00:00,WH-North,1527,0.9399,0.9725,1,69.95,22
2026-05-02 00:00:00+00:00,WH-North,1511,0.8529,0.9724,1,62.27,30
2026-05-03 00:00:00+00:00,WH-North,1410,0.9194,0.9572,0,71.69,0
2026-05-04 00:00:00+00:00,WH-North,1467,0.953,0.9566,1,70.87,73
2026-05-05 00:00:00+00:00,WH-North,1730,0.8991,0.957,0,62.09,0
2026-05-06 00:00:00+00:00,WH-North,1807,0.9165,0.9752,0,71.69,0
2026-05-07 00:00:00+00:00,WH-North,1479,0.995,0.9822,0,57.72,0
2026-05-08 00:00:00+00:00,WH-North,1233,0.951,0.9838,0,57.7,0
2026-05-09 00:00:00+00:00,WH-North,1269,0.9264,0.9598,1,55.71,16
2026-05-10 00:00:00+00:00,WH-North,1516,0.9712,0.9664,0,82.56,0
2026-05-11 00:00:00+00:00,WH-North,1408,0.995,0.9889,0,69.57,0
2026-05-12 00:00:00+00:00,WH-North,1404,0.964,0.9796,0,58.63,0
2026-05-13 00:00:00+00:00,WH-North,1816,0.9386,0.9766,0,71.12,0
2026-05-14 00:00:00+00:00,WH-North,1543,0.9387,0.9764,0,59.95,0
2026-05-15 00:00:00+00:00,WH-North,1317,0.956,0.9716,0,48.71,0
2026-05-16 00:00:00+00:00,WH-North,1363,0.9731,0.9787,0,52.3,0
2026-05-17 00:00:00+00:00,WH-North,1565,0.9253,0.9763,0,57.21,0
2026-05-18 00:00:00+00:00,WH-North,1117,0.9844,0.9488,0,39.98,0
2026-05-19 00:00:00+00:00,WH-North,1444,0.8943,0.981,0,69.61,0
2026-05-20 00:00:00+00:00,WH-North,1433,0.8828,0.9624,1,53.07,32
2026-05-21 00:00:00+00:00,WH-North,1280,0.9677,0.9579,0,62.34,0
2026-05-22 00:00:00+00:00,WH-North,1608,0.9501,0.9628,0,62.65,0
2026-05-23 00:00:00+00:00,WH-North,1329,0.9243,0.9423,1,49.01,43
2026-05-24 00:00:00+00:00,WH-North,1531,0.9934,0.9447,1,56.85,59
2026-05-25 00:00:00+00:00,WH-North,1582,0.9268,0.9758,1,58.61,15
2026-05-26 00:00:00+00:00,WH-North,1517,0.952,0.9697,1,55.17,81
2026-05-27 00:00:00+00:00,WH-North,1527,0.9812,0.9825,0,73.55,0
2026-05-28 00:00:00+00:00,WH-North,1405,0.9276,0.9679,0,52.07,0
2026-05-29 00:00:00+00:00,WH-North,1459,0.9069,0.9661,0,73.53,0
2026-05-30 00:00:00+00:00,WH-North,1410,0.9103,0.986,0,74.04,0
2026-05-31 00:00:00+00:00,WH-North,1530,0.9512,0.9805,1,78.22,70
2026-06-01 00:00:00+00:00,WH-North,1058,0.9186,0.9813,0,38.54,0
2026-06-02 00:00:00+00:00,WH-North,1478,0.9347,0.9825,0,70.71,0
2026-06-03 00:00:00+00:00,WH-North,1439,0.9582,0.9594,0,78.17,0
2026-06-04 00:00:00+00:00,WH-North,1734,0.9619,0.9627,0,88.31,0
2026-06-05 00:00:00+00:00,WH-North,1407,0.897,0.9523,2,52.98,38
2026-06-06 00:00:00+00:00,WH-North,1531,0.868,0.9056,3,61.11,141
2026-06-07 00:00:00+00:00,WH-North,1289,0.9392,0.9679,0,68.64,0
2026-06-08 00:00:00+00:00,WH-North,1557,0.8985,0.9614,0,72.41,0
2026-06-09 00:00:00+00:00,WH-North,1242,0.9212,0.9687,1,51.55,62
2026-06-10 00:00:00+00:00,WH-North,1563,0.8596,0.962,1,69.35,89
2026-06-11 00:00:00+00:00,WH-North,1308,0.8856,0.9662,0,47.99,0
2026-06-12 00:00:00+00:00,WH-North,1467,0.9295,0.985,0,54.21,0
2026-06-13 00:00:00+00:00,WH-North,1485,0.9129,0.9597,0,68.63,0
2026-06-14 00:00:00+00:00,WH-North,1648,0.9291,0.999,0,60.79,0
2026-06-15 00:00:00+00:00,WH-North,1283,0.9001,0.9581,0,56.04,0
2026-06-16 00:00:00+00:00,WH-North,1205,0.9514,0.9706,1,61.3,75
2026-06-17 00:00:00+00:00,WH-North,1263,0.9374,0.9741,0,48.63,0
2026-06-18 00:00:00+00:00,WH-North,1472,0.9167,0.8944,1,76.92,17
2026-06-19 00:00:00+00:00,WH-North,1234,0.9016,0.9924,0,46.75,0
2026-06-20 00:00:00+00:00,WH-North,1637,0.9552,0.9712,0,62.03,0
2026-06-21 00:00:00+00:00,WH-North,1515,0.9513,0.96,0,57.63,0
2026-06-22 00:00:00+00:00,WH-North,1412,0.9281,0.9704,1,59.19,18
2026-06-23 00:00:00+00:00,WH-North,1196,0.9633,0.9806,0,46.74,0
2026-06-24 00:00:00+00:00,WH-North,1773,0.9747,0.9764,0,75.3,0
2026-06-25 00:00:00+00:00,WH-North,1225,0.9204,0.9814,0,55.87,0
2026-06-26 00:00:00+00:00,WH-North,1926,0.9469,0.9379,0,101.59,0
2026-06-27 00:00:00+00:00,WH-North,1604,0.9882,0.9554,0,61.78,0
2026-06-28 00:00:00+00:00,WH-North,1565,0.9705,0.9818,0,70.98,0
2026-06-29 00:00:00+00:00,WH-North,1469,0.8822,0.9325,1,55.72,29
2026-06-30 00:00:00+00:00,WH-North,1472,0.9623,0.981,0,66.69,0
2026-07-01 00:00:00+00:00,WH-North,1451,0.9306,0.9809,0,62.02,0
2026-07-02 00:00:00+00:00,WH-North,1584,0.9347,0.9655,0,65.71,0
2026-07-03 00:00:00+00:00,WH-North,1624,0.9578,0.9585,1,72.87,89
2026-07-04 00:00:00+00:00,WH-North,1199,0.9543,0.9616,1,50.81,39
2026-07-05 00:00:00+00:00,WH-North,1268,0.9512,0.9803,0,56.97,0
2026-07-06 00:00:00+00:00,WH-North,1853,0.9456,0.9787,0,77.86,0
2026-07-07 00:00:00+00:00,WH-North,1886,0.9716,0.9568,1,67.53,32
2026-07-08 00:00:00+00:00,WH-North,1558,0.9734,0.9584,0,75.2,0
2026-07-09 00:00:00+00:00,WH-North,1370,0.922,0.9773,0,60.97,0
2026-07-10 00:00:00+00:00,WH-North,1373,0.99,0.9792,0,49.52,0
2026-07-11 00:00:00+00:00,WH-North,1570,0.9389,0.9942,0,74.53,0
2026-07-12 00:00:00+00:00,WH-North,1363,0.9099,0.9643,1,69.26,28
2026-07-13 00:00:00+00:00,WH-North,1361,0.9521,0.9748,0,65.37,0
2026-07-14 00:00:00+00:00,WH-North,1415,0.9625,0.9953,0,76.82,0
2026-07-15 00:00:00+00:00,WH-North,1535,0.9294,0.9498,1,57.68,75
2026-07-16 00:00:00+00:00,WH-North,1669,0.8994,0.9436,0,77.37,0
2026-07-17 00:00:00+00:00,WH-North,1242,0.9404,0.9748,0,52.72,0
2026-07-18 00:00:00+00:00,WH-North,1374,0.9253,0.9942,0,69.46,0
2026-07-19 00:00:00+00:00,WH-North,1421,0.9476,0.9772,0,73.47,0
2026-07-20 00:00:00+00:00,WH-North,1394,0.951,0.9358,1,67.68,77
2026-07-21 00:00:00+00:00,WH-North,1888,0.9126,0.9592,0,75.82,0
2026-07-22 00:00:00+00:00,WH-North,1304,0.9326,0.9884,0,69.44,0
2026-07-23 00:00:00+00:00,WH-North,1352,0.9043,0.9129,2,65.33,146
2026-07-24 00:00:00+00:00,WH-North,1631,0.9508,0.9767,0,76.72,0
2026-07-25 00:00:00+00:00,WH-North,1264,0.9349,0.9787,0,61.19,0
2026-07-26 00:00:00+00:00,WH-North,1192,0.8904,0.9854,0,65.48,0
2026-07-27 00:00:00+00:00,WH-North,1315,0.9007,0.9917,0,59.07,0
2026-07-28 00:00:00+00:00,WH-North,1559,0.8835,0.9883,0,82.05,0
2026-07-29 00:00:00+00:00,WH-North,1247,0.9493,0.9383,1,49.61,59
2026-07-30 00:00:00+00:00,WH-North,1241,0.9107,0.9477,0,67.04,0
2026-07-31 00:00:00+00:00,WH-North,1348,0.9294,0.9675,0,55.61,0
2026-08-01 00:00:00+00:00,WH-North,1213,0.9451,0.9437,0,43.6,0
2026-08-02 00:00:00+00:00,WH-North,1313,0.9516,0.9526,0,63.58,0
2026-08-03 00:00:00+00:00,WH-North,1499,0.9349,0.9662,0,78.01,0
2026-08-04 00:00:00+00:00,WH-North,1706,0.9082,0.9696,0,67.65,0
2023-01-01 00:00:00+00:00,WH-South,1932,0.9412,0.9611,1,72.73,89
2023-01-02 00:00:00+00:00,WH-South,1677,0.9325,0.9548,0,79.58,0
2023-01-03 00:00:00+00:00,WH-South,2327,0.9315,0.985,0,95.03,0
2023-01-04 00:00:00+00:00,WH-South,1909,0.9586,0.9667,0,69.73,0
2023-01-05 00:00:00+00:00,WH-South,1510,0.9734,0.9321,1,79.85,33
2023-01-06 00:00:00+00:00,WH-South,2019,0.9398,0.9614,0,97.97,0
2023-01-07 00:00:00+00:00,WH-South,1860,0.9266,0.9731,1,67.84,76
2023-01-08 00:00:00+00:00,WH-South,1793,0.9031,0.9438,2,88.92,40
2023-01-09 00:00:00+00:00,WH-South,1572,0.9213,0.9971,0,62.78,0
2023-01-10 00:00:00+00:00,WH-South,1756,0.9665,0.9628,0,66.12,0
2023-01-11 00:00:00+00:00,WH-South,2087,0.9499,0.9399,1,99.82,43
2023-01-12 00:00:00+00:00,WH-South,1969,0.995,0.9726,0,89.14,0
2023-01-13 00:00:00+00:00,WH-South,2125,0.9486,0.9605,0,79.81,0
2023-01-14 00:00:00+00:00,WH-South,1820,0.9773,0.9516,1,88.7,76
2023-01-15 00:00:00+00:00,WH-South,1664,0.984,0.9888,0,72.05,0
2023-01-16 00:00:00+00:00,WH-South,1518,0.9435,0.9822,0,80.28,0
2023-01-17 00:00:00+00:00,WH-South,2078,0.9524,0.972,0,96.28,0
2023-01-18 00:00:00+00:00,WH-South,2070,0.9059,0.9743,0,98.0,0
2023-01-19 00:00:00+00:00,WH-South,1923,0.9109,0.9901,0,94.22,0
2023-01-20 00:00:00+00:00,WH-South,1811,0.9759,0.999,0,69.4,0
2023-01-21 00:00:00+00:00,WH-South,1640,0.949,0.9544,0,79.5,0
2023-01-22 00:00:00+00:00,WH-South,1811,0.924,0.9818,0,81.82,0
2023-01-23 00:00:00+00:00,WH-South,1895,0.9422,0.9519,0,93.43,0
2023-01-24 00:00:00+00:00,WH-South,2038,0.9263,0.984,1,75.97,65
2023-01-25 00:00:00+00:00,WH-South,1909,0.9629,0.9794,0,97.77,0
2023-01-26 00:00:00+00:00,WH-South,1726,0.9876,0.9633,0,63.21,0
2023-01-27 00:00:00+00:00,WH-South,1966,0.9624,0.999,0,83.02,0
2023-01-28 00:00:00+00:00,WH-South,2352,0.9025,0.9603,0,101.15,0
2023-01-29 00:00:00+00:00,WH-South,1781,0.9519,0.9473,1,79.44,28
2023-01-30 00:00:00+00:00,WH-South,1827,0.9738,0.9606,0,66.83,0
2023-01-31 00:00:00+00:00,WH-South,1706,0.9092,0.9792,0,62.98,0
2023-02-01 00:00:00+00:00,WH-South,1896,0.9205,0.9465,0,73.7,0
2023-02-02 00:00:00+00:00,WH-South,1889,0.9419,0.9434,1,68.82,18
2023-02-03 00:00:00+00:00,WH-South,1778,0.9143,0.9595,0,68.67,0
2023-02-04 00:00:00+00:00,WH-South,2019,0.9174,0.9467,0,100.19,0
