customer_id,customer_name,segment,industry,region,country,signup_date,employee_count,annual_revenue,engagement_score,customer_health_score,churn_risk_score,churn_flag
CUS-001288,Customer 01288,Mid-Market,Finance,Middle East & Africa,Country-16,2024-04-25 00:00:00+00:00,16070,5487633,46.45,15.82,94.08,1
CUS-001289,Customer 01289,Mid-Market,Healthcare,Asia Pacific,Country-17,2025-01-25 00:00:00+00:00,19200,3169030,57.87,33.42,65.19,1
CUS-001290,Customer 01290,Mid-Market,Finance,Middle East & Africa,Country-18,2024-12-09 00:00:00+00:00,8182,21263676,51.69,18.54,85.64,1
CUS-001291,Customer 01291,Mid-Market,Government,Latin America,Country-19,2023-09-11 00:00:00+00:00,19553,14397610,55.19,15.11,85.14,1
CUS-001292,Customer 01292,Mid-Market,Finance,Europe,Country-20,2023-02-27 00:00:00+00:00,23787,9908751,64.79,23.04,76.66,1
CUS-001293,Customer 01293,Mid-Market,Energy,Asia Pacific,Country-21,2023-09-13 00:00:00+00:00,4107,2775790,78.4,33.66,74.4,1
CUS-001294,Customer 01294,Mid-Market,Energy,North America,Country-22,2024-12-29 00:00:00+00:00,4760,15281395,69.23,34.97,65.8,1
CUS-001295,Customer 01295,Mid-Market,Manufacturing,North America,Country-23,2024-04-08 00:00:00+00:00,14113,22256901,58.79,36.8,60.1,1
CUS-001296,Customer 01296,Mid-Market,Healthcare,North America,Country-00,2024-11-13 00:00:00+00:00,18105,21303818,56.88,30.45,66.04,1
CUS-001297,Customer 01297,Enterprise,Telecom,Europe,Country-01,2024-03-21 00:00:00+00:00,36,787788051,87.42,71.59,26.26,0
CUS-001298,Customer 01298,Enterprise,Telecom,North America,Country-02,2024-04-21 00:00:00+00:00,13762,684048052,98.38,74.12,21.03,0
CUS-001299,Customer 01299,SMB,Retail,Europe,Country-03,2023-02-28 00:00:00+00:00,3205,4806843,52.94,30.53,67.81,1
CUS-001300,Customer 01300,Mid-Market,Energy,Asia Pacific,Country-04,2023-01-21 00:00:00+00:00,24468,17801305,51.14,31.9,68.51,1
CUS-001301,Customer 01301,Enterprise,Finance,Asia Pacific,Country-05,2024-09-25 00:00:00+00:00,18167,240796369,75.63,62.5,39.5,0
CUS-001302,Customer 01302,Mid-Market,Finance,Middle East & Africa,Country-06,2023-07-01 00:00:00+00:00,24851,5843103,66.12,36.37,56.74,0
CUS-001303,Customer 01303,SMB,Energy,Middle East & Africa,Country-07,2023-11-21 00:00:00+00:00,5472,3246367,36.23,18.71,78.35,1
CUS-001304,Customer 01304,Enterprise,Government,Middle East & Africa,Country-08,2023-11-29 00:00:00+00:00,19847,707038947,84.12,58.88,38.52,0
CUS-001305,Customer 01305,SMB,Education,Asia Pacific,Country-09,2024-07-23 00:00:00+00:00,9567,2102056,47.7,24.02,70.64,1
CUS-001306,Customer 01306,SMB,Government,North America,Country-10,2025-04-27 00:00:00+00:00,2608,621452,60.31,36.39,59.55,1
CUS-001307,Customer 01307,Mid-Market,Telecom,Middle East & Africa,Country-11,2024-11-12 00:00:00+00:00,12015,21746534,44.33,10.96,95.34,1
CUS-001308,Customer 01308,Mid-Market,Manufacturing,North America,Country-12,2024-07-28 00:00:00+00:00,11738,2993732,33.62,25.3,84.25,1
CUS-001309,Customer 01309,Enterprise,Healthcare,North America,Country-13,2025-01-21 00:00:00+00:00,12519,141074086,66.5,31.45,66.36,1
CUS-001310,Customer 01310,SMB,Finance,North America,Country-14,2024-04-04 00:00:00+00:00,21366,2031880,44.33,18.17,76.86,1
CUS-001311,Customer 01311,Mid-Market,Finance,Asia Pacific,Country-15,2023-05-11 00:00:00+00:00,7004,16579100,32.79,19.51,79.92,1
CUS-001312,Customer 01312,SMB,Healthcare,Asia Pacific,Country-16,2024-03-15 00:00:00+00:00,15971,2110345,35.48,11.83,88.76,1
CUS-001313,Customer 01313,Mid-Market,Manufacturing,North America,Country-17,2025-05-30 00:00:00+00:00,5001,24678852,75.97,38.72,66.12,1
CUS-001314,Customer 01314,Enterprise,Manufacturing,Latin America,Country-18,2024-12-02 00:00:00+00:00,21977,82552436,79.47,29.43,67.79,1
CUS-001315,Customer 01315,Enterprise,Energy,North America,Country-19,2023-11-11 00:00:00+00:00,11464,131423872,73.94,44.88,51.33,0
CUS-001316,Customer 01316,Mid-Market,Telecom,North America,Country-20,2023-10-19 00:00:00+00:00,19989,4953581,43.22,21.19,95.97,1
CUS-001317,Customer 01317,Mid-Market,Retail,Europe,Country-21,2025-04-06 00:00:00+00:00,6742,19278053,75.5,34.62,56.32,0
CUS-001318,Customer 01318,Enterprise,Technology,Europe,Country-22,2023-03-27 00:00:00+00:00,7841,366611919,66.16,44.8,61.51,1
CUS-001319,Customer 01319,SMB,Education,Latin America,Country-23,2025-04-19 00:00:00+00:00,24573,2325421,45.33,20.32,90.11,1
CUS-001320,Customer 01320,SMB,Telecom,North America,Country-00,2024-09-01 00:00:00+00:00,4896,4944558,49.7,26.07,72.15,1
CUS-001321,Customer 01321,Mid-Market,Finance,North America,Country-01,2024-12-27 00:00:00+00:00,14044,22164201,60.4,26.3,76.78,1
CUS-001322,Customer 01322,Mid-Market,Healthcare,North America,Country-02,2023-10-24 00:00:00+00:00,8081,14692038,78.88,33.69,54.58,0
CUS-001323,Customer 01323,Enterprise,Finance,Latin America,Country-03,2024-08-06 00:00:00+00:00,9768,765921451,80.05,48.69,51.48,0
CUS-001324,Customer 01324,SMB,Healthcare,Middle East & Africa,Country-04,2023-10-21 00:00:00+00:00,17406,3714385,48.74,32.98,75.14,1
CUS-001325,Customer 01325,Mid-Market,Government,Asia Pacific,Country-05,2023-01-16 00:00:00+00:00,19553,7643556,56.79,16.52,84.32,1
CUS-001326,Customer 01326,SMB,Government,Asia Pacific,Country-06,2024-02-14 00:00:00+00:00,12039,4949722,50.05,35.62,64.65,1
CUS-001327,Customer 01327,Mid-Market,Finance,Middle East & Africa,Country-07,2025-05-31 00:00:00+00:00,15959,17374654,55.06,23.45,88.69,1
CUS-001328,Customer 01328,Mid-Market,Government,North America,Country-08,2023-08-07 00:00:00+00:00,1120,5652632,60.65,37.23,68.5,1
CUS-001329,Customer 01329,Enterprise,Education,North America,Country-09,2023-05-26 00:00:00+00:00,5867,462794752,67.22,54.79,50.17,0
CUS-001330,Customer 01330,Enterprise,Retail,Europe,Country-10,2025-04-09 00:00:00+00:00,18568,24307479,65.01,37.8,56.52,0
CUS-001331,Customer 01331,SMB,Telecom,North America,Country-11,2025-03-30 00:00:00+00:00,16656,2960450,31.18,14.5,68.38,1
CUS-001332,Customer 01332,Mid-Market,Energy,Europe,Country-12,2025-02-01 00:00:00+00:00,1141,10445820,54.2,15.2,87.41,1
CUS-001333,Customer 01333,Mid-Market,Telecom,Europe,Country-13,2025-05-28 00:00:00+00:00,22281,11772048,53.28,22.93,77.1,1
CUS-001334,Customer 01334,SMB,Telecom,North America,Country-14,2025-06-10 00:00:00+00:00,10247,1831695,69.61,28.87,76.46,1
CUS-001335,Customer 01335,SMB,Telecom,Europe,Country-15,2025-04-06 00:00:00+00:00,7611,4254504,57.89,25.38,75.49,1
CUS-001336,Customer 01336,SMB,Energy,Europe,Country-16,2025-05-18 00:00:00+00:00,11570,2418660,42.12,9.22,91.09,1
CUS-001337,Customer 01337,Enterprise,Healthcare,North America,Country-17,2024-11-01 00:00:00+00:00,9885,273084663,66.07,37.0,63.21,1
CUS-001338,Customer 01338,Mid-Market,Technology,Latin America,Country-18,2023-10-11 00:00:00+00:00,12588,14161791,66.61,7.09,85.14,1
CUS-001339,Customer 01339,SMB,Healthcare,Asia Pacific,Country-19,2024-02-17 00:00:00+00:00,4124,3492858,71.19,29.76,57.33,0
CUS-001340,Customer 01340,Mid-Market,Education,North America,Country-20,2023-12-09 00:00:00+00:00,3498,7334439,69.15,32.38,61.42,1
CUS-001341,Customer 01341,Enterprise,Retail,North America,Country-21,2024-04-03 00:00:00+00:00,24742,510332385,47.92,33.17,59.11,1
CUS-001342,Customer 01342,SMB,Retail,North America,Country-22,2024-09-20 00:00:00+00:00,18701,4271358,56.08,23.23,76.45,1
CUS-001343,Customer 01343,Mid-Market,Retail,North America,Country-23,2023-08-06 00:00:00+00:00,9046,23884265,72.56,34.79,53.78,0
CUS-001344,Customer 01344,Mid-Market,Finance,North America,Country-00,2023-01-15 00:00:00+00:00,21238,13304119,88.79,48.52,48.15,0
CUS-001345,Customer 01345,SMB,Energy,North America,Country-01,2024-06-26 00:00:00+00:00,19890,1326320,40.52,26.72,86.79,1
CUS-001346,Customer 01346,Mid-Market,Government,Latin America,Country-02,2025-06-13 00:00:00+00:00,17455,5595957,59.94,29.61,69.87,1
CUS-001347,Customer 01347,Mid-Market,Telecom,Latin America,Country-03,2025-02-14 00:00:00+00:00,18041,18522864,64.3,29.35,70.99,1
CUS-001348,Customer 01348,Mid-Market,Manufacturing,Latin America,Country-04,2023-01-10 00:00:00+00:00,23777,15313765,47.3,24.66,75.44,1
CUS-001349,Customer 01349,Mid-Market,Finance,Asia Pacific,Country-05,2024-06-22 00:00:00+00:00,20857,3335862,46.04,35.23,66.25,1
CUS-001350,Customer 01350,Enterprise,Manufacturing,Latin America,Country-06,2024-04-23 00:00:00+00:00,6456,111470332,77.59,42.83,53.48,0
CUS-001351,Customer 01351,SMB,Telecom,Latin America,Country-07,2024-01-18 00:00:00+00:00,18174,3770047,22.4,12.3,86.55,1
CUS-001352,Customer 01352,SMB,Logistics,Middle East & Africa,Country-08,2024-08-24 00:00:00+00:00,4039,4475836,25.56,20.24,75.96,1
CUS-001353,Customer 01353,Mid-Market,Retail,Latin America,Country-09,2024-01-19 00:00:00+00:00,12579,22403873,69.42,32.41,57.14,0
CUS-001354,Customer 01354,Mid-Market,Logistics,Latin America,Country-10,2025-04-02 00:00:00+00:00,1705,11959724,64.97,22.83,85.38,1
CUS-001355,Customer 01355,SMB,Healthcare,Latin America,Country-11,2025-03-27 00:00:00+00:00,4256,4807643,61.5,31.51,62.31,1
CUS-001356,Customer 01356,Enterprise,Energy,Asia Pacific,Country-12,2024-08-02 00:00:00+00:00,18044,60286640,78.49,38.79,72.41,1
CUS-001357,Customer 01357,Mid-Market,Education,North America,Country-13,2024-02-17 00:00:00+00:00,9306,9038948,58.15,24.73,69.91,1
CUS-001358,Customer 01358,Mid-Market,Logistics,North America,Country-14,2024-06-21 00:00:00+00:00,4073,9193955,76.05,38.89,51.6,0
CUS-001359,Customer 01359,Mid-Market,Energy,Europe,Country-15,2025-03-21 00:00:00+00:00,24484,10461414,52.08,9.3,100.0,1
CUS-001360,Customer 01360,Enterprise,Energy,North America,Country-16,2023-09-28 00:00:00+00:00,23456,789724335,67.33,53.62,36.02,0
CUS-001361,Customer 01361,Mid-Market,Manufacturing,North America,Country-17,2025-02-20 00:00:00+00:00,5749,17689291,57.1,19.28,64.86,1
CUS-001362,Customer 01362,Mid-Market,Manufacturing,North America,Country-18,2024-06-15 00:00:00+00:00,14968,6798425,64.31,22.98,66.9,1
CUS-001363,Customer 01363,Mid-Market,Finance,North America,Country-19,2023-02-27 00:00:00+00:00,7363,18358877,57.07,25.09,73.94,1
CUS-001364,Customer 01364,Enterprise,Energy,Middle East & Africa,Country-20,2024-11-05 00:00:00+00:00,20108,448694604,51.21,31.47,59.16,1
CUS-001365,Customer 01365,Mid-Market,Energy,Europe,Country-21,2023-07-01 00:00:00+00:00,17205,3966766,54.27,37.98,58.09,1
CUS-001366,Customer 01366,Mid-Market,Logistics,North America,Country-22,2024-04-09 00:00:00+00:00,10881,17000478,57.56,30.11,55.66,0
CUS-001367,Customer 01367,Enterprise,Finance,Europe,Country-23,2025-05-05 00:00:00+00:00,23274,391613235,73.61,40.48,67.13,1
CUS-001368,Customer 01368,Enterprise,Education,North America,Country-00,2024-12-02 00:00:00+00:00,18377,736010904,65.71,41.41,61.53,1
CUS-001369,Customer 01369,Enterprise,Telecom,Asia Pacific,Country-01,2024-09-21 00:00:00+00:00,3804,517338137,79.08,49.03,42.11,0
CUS-001370,Customer 01370,Mid-Market,Healthcare,Asia Pacific,Country-02,2023-03-04 00:00:00+00:00,11105,11244700,35.45,13.71,70.08,1
CUS-001371,Customer 01371,Enterprise,Logistics,North America,Country-03,2025-02-12 00:00:00+00:00,20745,813067186,77.82,58.4,35.27,0
CUS-001372,Customer 01372,SMB,Manufacturing,Europe,Country-04,2023-10-29 00:00:00+00:00,13480,2151658,69.1,51.51,53.04,0
CUS-001373,Customer 01373,Mid-Market,Telecom,North America,Country-05,2023-02-15 00:00:00+00:00,2519,8947011,49.5,9.36,98.18,1
CUS-001374,Customer 01374,SMB,Logistics,Asia Pacific,Country-06,2025-05-13 00:00:00+00:00,19345,818678,44.81,20.6,77.75,1
CUS-001375,Customer 01375,SMB,Logistics,Middle East & Africa,Country-07,2023-06-21 00:00:00+00:00,12039,4154389,40.54,17.35,79.14,1
CUS-001376,Customer 01376,Enterprise,Healthcare,Middle East & Africa,Country-08,2023-10-19 00:00:00+00:00,5972,42522551,68.78,30.45,65.5,1
CUS-001377,Customer 01377,Mid-Market,Manufacturing,North America,Country-09,2023-05-08 00:00:00+00:00,20394,19472118,43.6,4.79,97.34,1
CUS-001378,Customer 01378,SMB,Retail,Latin America,Country-10,2024-07-13 00:00:00+00:00,22115,4259636,71.88,32.15,74.02,1
CUS-001379,Customer 01379,Mid-Market,Retail,Latin America,Country-11,2025-02-20 00:00:00+00:00,14699,3109895,63.4,30.08,68.92,1
CUS-001380,Customer 01380,Mid-Market,Education,Latin America,Country-12,2024-04-12 00:00:00+00:00,17914,24438386,48.61,28.41,68.98,1
CUS-001381,Customer 01381,Mid-Market,Logistics,North America,Country-13,2025-02-21 00:00:00+00:00,6046,9293043,47.01,25.35,80.12,1
CUS-001382,Customer 01382,Enterprise,Technology,Europe,Country-14,2025-04-22 00:00:00+00:00,18669,614956563,72.86,64.06,46.4,0
CUS-001383,Customer 01383,Mid-Market,Technology,North America,Country-15,2025-02-24 00:00:00+00:00,22608,14477090,27.65,0.0,97.99,1
CUS-001384,Customer 01384,SMB,Finance,North America,Country-16,2023-05-27 00:00:00+00:00,5973,1172240,58.74,24.59,76.0,1
CUS-001385,Customer 01385,SMB,Manufacturing,Asia Pacific,Country-17,2023-07-05 00:00:00+00:00,23574,4584559,36.81,36.76,57.98,0
CUS-001386,Customer 01386,Enterprise,Retail,Europe,Country-18,2023-09-27 00:00:00+00:00,2275,129438795,77.44,47.86,52.7,0
CUS-001387,Customer 01387,SMB,Energy,North America,Country-19,2024-07-28 00:00:00+00:00,11160,807334,50.1,10.95,82.57,1
CUS-001388,Customer 01388,Mid-Market,Retail,Latin America,Country-20,2025-02-15 00:00:00+00:00,1844,6210985,71.51,33.1,76.85,1
CUS-001389,Customer 01389,SMB,Manufacturing,Europe,Country-21,2023-10-09 00:00:00+00:00,11200,4571567,50.9,14.68,91.52,1
CUS-001390,Customer 01390,Enterprise,Logistics,Middle East & Africa,Country-22,2024-08-22 00:00:00+00:00,16184,122472545,82.4,37.92,74.24,1
CUS-001391,Customer 01391,SMB,Technology,Latin America,Country-23,2023-06-18 00:00:00+00:00,21766,4463592,58.27,42.37,53.71,0
CUS-001392,Customer 01392,SMB,Telecom,Latin America,Country-00,2024-05-03 00:00:00+00:00,3771,1818660,39.38,25.45,89.04,1
CUS-001393,Customer 01393,Enterprise,Healthcare,Latin America,Country-01,2024-12-02 00:00:00+00:00,22188,901546432,100.0,64.4,37.31,0
CUS-001394,Customer 01394,Enterprise,Manufacturing,North America,Country-02,2023-12-22 00:00:00+00:00,24979,175259396,76.94,34.64,64.43,1
CUS-001395,Customer 01395,SMB,Telecom,North America,Country-03,2023-05-27 00:00:00+00:00,1688,3651939,43.61,19.76,89.05,1
CUS-001396,Customer 01396,Enterprise,Finance,Middle East & Africa,Country-04,2024-01-06 00:00:00+00:00,24027,662833676,60.22,48.19,44.67,0
CUS-001397,Customer 01397,Mid-Market,Technology,North America,Country-05,2024-11-16 00:00:00+00:00,22666,14956885,55.1,27.83,72.41,1
CUS-001398,Customer 01398,SMB,Manufacturing,Europe,Country-06,2025-04-21 00:00:00+00:00,753,4085611,49.63,16.28,82.63,1
CUS-001399,Customer 01399,Mid-Market,Healthcare,Asia Pacific,Country-07,2024-07-08 00:00:00+00:00,1605,7882179,59.33,24.05,78.88,1
CUS-001400,Customer 01400,Mid-Market,Manufacturing,North America,Country-08,2024-08-26 00:00:00+00:00,18133,3491833,83.58,31.45,65.45,1
CUS-001401,Customer 01401,Mid-Market,Telecom,North America,Country-09,2024-01-13 00:00:00+00:00,10510,16855390,52.54,21.29,74.93,1
CUS-001402,Customer 01402,Enterprise,Healthcare,Europe,Country-10,2025-04-16 00:00:00+00:00,6537,911751955,81.51,74.23,23.11,0
CUS-001403,Customer 01403,SMB,Healthcare,Europe,Country-11,2025-02-21 00:00:00+00:00,10118,487658,28.24,15.1,82.87,1
CUS-001404,Customer 01404,Mid-Market,Technology,Asia Pacific,Country-12,2025-05-24 00:00:00+00:00,8538,7845303,88.56,34.52,66.03,1
CUS-001405,Customer 01405,Enterprise,Telecom,North America,Country-13,2025-02-16 00:00:00+00:00,24380,844128379,55.29,63.49,45.53,0
CUS-001406,Customer 01406,Mid-Market,Healthcare,Europe,Country-14,2024-05-07 00:00:00+00:00,6026,5249262,87.04,47.86,37.04,0
CUS-001407,Customer 01407,SMB,Energy,North America,Country-15,2025-05-14 00:00:00+00:00,2237,3385682,42.1,19.05,86.31,1
CUS-001408,Customer 01408,Enterprise,Finance,Asia Pacific,Country-16,2024-07-02 00:00:00+00:00,20767,779756887,40.72,43.55,53.14,0
CUS-001409,Customer 01409,SMB,Finance,North America,Country-17,2024-06-25 00:00:00+00:00,20999,4771378,62.93,42.59,56.16,0
CUS-001410,Customer 01410,SMB,Telecom,North America,Country-18,2024-08-13 00:00:00+00:00,22346,4390525,45.15,33.33,59.07,1
CUS-001411,Customer 01411,SMB,Manufacturing,Latin America,Country-19,2023-06-17 00:00:00+00:00,24281,411684,37.65,4.84,95.49,1
CUS-001412,Customer 01412,SMB,Telecom,North America,Country-20,2025-01-25 00:00:00+00:00,1034,2561154,52.98,33.49,63.77,1
CUS-001413,Customer 01413,SMB,Technology,Latin America,Country-21,2023-11-23 00:00:00+00:00,19230,358862,53.3,37.79,60.64,1
CUS-001414,Customer 01414,SMB,Manufacturing,North America,Country-22,2024-08-16 00:00:00+00:00,6769,4055735,49.8,27.81,76.27,1
CUS-001415,Customer 01415,Enterprise,Technology,North America,Country-23,2025-01-29 00:00:00+00:00,10556,399362056,87.89,49.8,54.65,0
CUS-001416,Customer 01416,SMB,Retail,North America,Country-00,2023-04-14 00:00:00+00:00,11231,3942028,47.54,18.76,91.18,1
CUS-001417,Customer 01417,Mid-Market,Energy,Middle East & Africa,Country-01,2023-09-28 00:00:00+00:00,24640,12445049,67.1,44.31,51.54,0
CUS-001418,Customer 01418,Mid-Market,Retail,Europe,Country-02,2025-04-28 00:00:00+00:00,13057,24995000,50.7,30.37,74.41,1
CUS-001419,Customer 01419,SMB,Manufacturing,North America,Country-03,2023-11-21 00:00:00+00:00,5586,4659484,54.72,29.16,75.27,1
CUS-001420,Customer 01420,SMB,Finance,Europe,Country-04,2024-08-17 00:00:00+00:00,2213,1134139,36.76,35.24,65.37,1
CUS-001421,Customer 01421,SMB,Energy,Europe,Country-05,2024-05-20 00:00:00+00:00,14733,2501699,28.26,4.74,100.0,1
CUS-001422,Customer 01422,Mid-Market,Logistics,Latin America,Country-06,2025-02-21 00:00:00+00:00,20754,4398501,55.11,24.23,71.3,1
CUS-001423,Customer 01423,Mid-Market,Telecom,Middle East & Africa,Country-07,2024-04-04 00:00:00+00:00,17767,24745949,54.14,26.75,74.31,1
CUS-001424,Customer 01424,Mid-Market,Manufacturing,Europe,Country-08,2024-01-18 00:00:00+00:00,23351,14294918,70.99,30.75,71.38,1
CUS-001425,Customer 01425,Mid-Market,Finance,Europe,Country-09,2023-01-15 00:00:00+00:00,1070,18170242,37.66,2.86,88.76,1
CUS-001426,Customer 01426,Mid-Market,Logistics,Europe,Country-10,2024-03-03 00:00:00+00:00,10086,9741079,73.31,41.36,67.49,1
CUS-001427,Customer 01427,Enterprise,Retail,Middle East & Africa,Country-11,2024-06-10 00:00:00+00:00,15301,246194530,63.28,31.08,68.17,1
CUS-001428,Customer 01428,Enterprise,Logistics,Europe,Country-12,2024-09-11 00:00:00+00:00,21434,544860175,37.49,29.79,73.27,1
CUS-001429,Customer 01429,SMB,Finance,North America,Country-13,2024-12-03 00:00:00+00:00,7834,2529674,27.1,9.41,100.0,1
CUS-001430,Customer 01430,Mid-Market,Retail,Middle East & Africa,Country-14,2024-11-29 00:00:00+00:00,16916,17890354,53.69,22.95,78.56,1
CUS-001431,Customer 01431,SMB,Energy,Middle East & Africa,Country-15,2024-02-18 00:00:00+00:00,5218,4711512,50.22,21.79,78.49,1
CUS-001432,Customer 01432,Mid-Market,Retail,Europe,Country-16,2023-03-12 00:00:00+00:00,14803,18105694,56.13,33.6,66.86,1
CUS-001433,Customer 01433,Enterprise,Finance,Europe,Country-17,2023-08-17 00:00:00+00:00,19384,387935360,55.07,47.71,45.25,0
CUS-001434,Customer 01434,Enterprise,Manufacturing,Asia Pacific,Country-18,2024-01-02 00:00:00+00:00,20480,26032142,61.1,26.33,71.0,1
CUS-001435,Customer 01435,Enterprise,Technology,Latin America,Country-19,2025-05-31 00:00:00+00:00,11308,548560173,55.3,39.3,59.64,1
CUS-001436,Customer 01436,SMB,Retail,Europe,Country-20,2024-11-23 00:00:00+00:00,11838,569843,47.62,20.42,80.26,1
CUS-001437,Customer 01437,Enterprise,Retail,Europe,Country-21,2025-03-16 00:00:00+00:00,22050,892650147,70.73,55.93,53.72,0
CUS-001438,Customer 01438,Mid-Market,Technology,North America,Country-22,2025-06-12 00:00:00+00:00,13704,7689719,66.59,30.01,76.49,1
CUS-001439,Customer 01439,SMB,Government,Europe,Country-23,2023-04-30 00:00:00+00:00,8769,4424680,19.22,1.23,94.65,1
CUS-001440,Customer 01440,SMB,Retail,North America,Country-00,2023-01-11 00:00:00+00:00,6884,1548510,36.52,33.51,66.33,1
CUS-001441,Customer 01441,Enterprise,Telecom,Latin America,Country-01,2024-05-31 00:00:00+00:00,17800,890468188,100.0,77.2,32.61,0
CUS-001442,Customer 01442,Enterprise,Education,North America,Country-02,2023-08-27 00:00:00+00:00,17811,842122396,80.97,61.62,26.32,0
CUS-001443,Customer 01443,Enterprise,Healthcare,Europe,Country-03,2025-02-20 00:00:00+00:00,13455,464817637,67.85,52.45,45.95,0
CUS-001444,Customer 01444,Enterprise,Telecom,Latin America,Country-04,2024-02-23 00:00:00+00:00,3997,88010495,58.18,19.4,71.45,1
CUS-001445,Customer 01445,Enterprise,Education,Europe,Country-05,2023-01-09 00:00:00+00:00,4058,185524712,87.51,40.18,76.92,1
CUS-001446,Customer 01446,Mid-Market,Logistics,North America,Country-06,2023-07-20 00:00:00+00:00,6097,10732960,79.46,39.52,65.88,1
CUS-001447,Customer 01447,SMB,Healthcare,Middle East & Africa,Country-07,2023-11-04 00:00:00+00:00,323,2562471,27.92,13.74,82.79,1
CUS-001448,Customer 01448,Mid-Market,Logistics,North America,Country-08,2023-01-25 00:00:00+00:00,12011,5125676,43.24,28.03,71.72,1
CUS-001449,Customer 01449,Mid-Market,Energy,Middle East & Africa,Country-09,2023-10-13 00:00:00+00:00,10385,13889135,61.9,6.51,87.74,1
CUS-001450,Customer 01450,Enterprise,Technology,North America,Country-10,2024-04-30 00:00:00+00:00,9648,463317316,77.21,57.51,56.43,0
CUS-001451,Customer 01451,SMB,Telecom,Europe,Country-11,2025-03-14 00:00:00+00:00,23376,1058075,50.76,18.53,65.42,1
CUS-001452,Customer 01452,Mid-Market,Government,Asia Pacific,Country-12,2024-08-07 00:00:00+00:00,6008,2899035,83.81,28.45,73.84,1
CUS-001453,Customer 01453,SMB,Education,Europe,Country-13,2023-03-25 00:00:00+00:00,20226,4553628,30.4,0.05,99.45,1
CUS-001454,Customer 01454,SMB,Government,Europe,Country-14,2024-01-10 00:00:00+00:00,4817,1565027,44.56,15.66,77.14,1
CUS-001455,Customer 01455,Mid-Market,Energy,North America,Country-15,2024-11-22 00:00:00+00:00,15302,13699415,68.1,43.84,54.4,0
CUS-001456,Customer 01456,Enterprise,Finance,Asia Pacific,Country-16,2023-11-29 00:00:00+00:00,21525,231572053,81.95,52.73,35.92,0
CUS-001457,Customer 01457,Enterprise,Manufacturing,North America,Country-17,2024-05-21 00:00:00+00:00,20949,366219289,62.93,54.21,56.78,0
CUS-001458,Customer 01458,Mid-Market,Manufacturing,Latin America,Country-18,2025-06-06 00:00:00+00:00,14781,7345869,49.48,21.61,78.57,1
CUS-001459,Customer 01459,SMB,Government,Asia Pacific,Country-19,2023-05-05 00:00:00+00:00,5200,3595560,37.57,17.89,88.52,1
CUS-001460,Customer 01460,Mid-Market,Finance,Europe,Country-20,2024-03-05 00:00:00+00:00,9450,21461526,81.85,24.95,71.66,1
CUS-001461,Customer 01461,SMB,Manufacturing,North America,Country-21,2024-07-02 00:00:00+00:00,10630,3704015,30.3,1.13,100.0,1
CUS-001462,Customer 01462,Mid-Market,Healthcare,Europe,Country-22,2024-12-19 00:00:00+00:00,21148,18493958,53.46,23.53,76.71,1
CUS-001463,Customer 01463,Enterprise,Retail,Asia Pacific,Country-23,2025-01-23 00:00:00+00:00,9452,909304650,82.86,58.11,49.4,0
CUS-001464,Customer 01464,Mid-Market,Technology,North America,Country-00,2023-09-16 00:00:00+00:00,20633,2771614,42.76,12.48,91.49,1
CUS-001465,Customer 01465,Mid-Market,Technology,Asia Pacific,Country-01,2024-02-25 00:00:00+00:00,23791,4631126,61.61,28.23,71.53,1
CUS-001466,Customer 01466,Mid-Market,Finance,North America,Country-02,2025-01-17 00:00:00+00:00,2794,19695798,31.41,25.0,82.0,1
CUS-001467,Customer 01467,Mid-Market,Logistics,North America,Country-03,2025-01-25 00:00:00+00:00,23394,19803646,60.7,28.09,100.0,1
CUS-001468,Customer 01468,Enterprise,Telecom,Latin America,Country-04,2025-01-11 00:00:00+00:00,14192,980063424,72.73,56.16,35.93,0
CUS-001469,Customer 01469,SMB,Government,North America,Country-05,2024-08-23 00:00:00+00:00,15032,4152517,46.29,6.4,92.75,1
CUS-001470,Customer 01470,Enterprise,Logistics,North America,Country-06,2023-08-29 00:00:00+00:00,7657,297458848,59.83,38.3,52.65,0
CUS-001471,Customer 01471,SMB,Retail,Asia Pacific,Country-07,2023-11-28 00:00:00+00:00,8364,1725374,47.19,16.26,86.64,1
CUS-001472,Customer 01472,Enterprise,Healthcare,Latin America,Country-08,2024-08-13 00:00:00+00:00,13532,897057640,71.45,64.49,37.09,0
CUS-001473,Customer 01473,Enterprise,Logistics,North America,Country-09,2023-08-17 00:00:00+00:00,4994,378704592,90.19,52.21,61.39,1
CUS-001474,Customer 01474,Mid-Market,Technology,North America,Country-10,2024-09-05 00:00:00+00:00,17957,6063802,66.93,29.77,68.44,1
CUS-001475,Customer 01475,Mid-Market,Logistics,Europe,Country-11,2024-04-08 00:00:00+00:00,16680,20906539,37.71,27.32,79.35,1
CUS-001476,Customer 01476,Mid-Market,Finance,Asia Pacific,Country-12,2024-02-03 00:00:00+00:00,237,9842392,46.34,29.63,55.81,0
CUS-001477,Customer 01477,Mid-Market,Retail,Europe,Country-13,2023-11-16 00:00:00+00:00,5288,14418367,49.37,25.67,75.39,1
CUS-001478,Customer 01478,SMB,Logistics,Asia Pacific,Country-14,2024-11-27 00:00:00+00:00,12851,1688758,46.53,13.83,80.08,1
CUS-001479,Customer 01479,Mid-Market,Logistics,Latin America,Country-15,2024-02-23 00:00:00+00:00,18560,24997306,55.63,21.5,82.65,1
