product_id,product_name,category,subcategory,supplier_id,unit_cost,list_price,margin_rate,demand_score,lifecycle_stage,is_active,lead_time_days,avg_predicted_demand,std_predicted_demand,safety_stock,reorder_point,optimal_inventory_target
PRD-00166,Product 0166,Analytics,Forecasting,SUP-00090,16134.73,19812.58,0.228,61.38,Mature,1,30,29.274502907024907,14.138907738135385,23.33,52.6,81.87
PRD-00167,Product 0167,Finance,Expense Control,SUP-00103,4602.91,6741.68,0.465,76.69,Mature,1,14,32.660492647336994,12.543061868067964,14.14,29.38,62.04
PRD-00168,Product 0168,Security,Compliance,SUP-00140,1547.26,2125.07,0.373,83.69,Growth,1,17,35.028893114005584,16.42026602222766,20.4,40.25,75.28
PRD-00169,Product 0169,Finance,Budgeting,SUP-00110,1478.93,2341.32,0.583,43.14,Growth,1,9,22.27560136034409,8.118455264227157,7.34,14.02,36.3
PRD-00170,Product 0170,Security,Threat Detection,SUP-00145,15606.88,19336.92,0.239,41.98,Mature,1,23,23.51671754082601,10.31851342755714,14.91,32.94,56.46
PRD-00171,Product 0171,Automation,Scheduling,SUP-00090,6727.09,8020.47,0.192,61.0,Intro,1,30,29.328137352454206,13.804168861762802,22.78,52.11,81.44
PRD-00172,Product 0172,Automation,Scheduling,SUP-00035,3860.38,4816.83,0.248,50.22,Mature,1,22,26.365631763611486,14.475679257501904,20.45,39.78,66.15
PRD-00173,Product 0173,Operations,Procurement,SUP-00147,4864.1,7746.1,0.593,52.17,Mature,1,18,26.527928720954684,15.446071473605185,19.74,35.66,62.19
PRD-00174,Product 0174,Operations,Maintenance,SUP-00061,10699.81,17000.01,0.589,57.43,Growth,1,26,23.843327935327885,11.819768776638144,18.16,38.82,62.66
PRD-00175,Product 0175,Finance,Expense Control,SUP-00052,7582.64,9176.4,0.21,75.02,Growth,1,25,35.59971493401093,14.01853588771467,21.12,50.79,86.39
PRD-00176,Product 0176,Analytics,Forecasting,SUP-00109,2629.77,3708.59,0.41,47.65,Mature,1,37,27.593911437939475,12.572630292368835,23.04,57.07,84.66
PRD-00177,Product 0177,Security,IAM,SUP-00118,8890.72,13168.51,0.481,42.17,Decline,1,13,24.2406896968014,12.38602199093301,13.45,23.95,48.19
PRD-00178,Product 0178,Automation,Workflow,SUP-00112,11791.26,13935.89,0.182,49.44,Growth,1,26,24.650804950689427,12.896123044646739,19.81,41.17,65.82
PRD-00179,Product 0179,Finance,Budgeting,SUP-00087,7151.16,8489.97,0.187,36.28,Growth,1,23,20.37076256975896,9.990398260867384,14.43,30.05,50.42
PRD-00180,Product 0180,Automation,Integration,SUP-00112,11131.83,13460.69,0.209,62.89,Growth,1,26,25.99193941132608,12.150130546159701,18.66,41.19,67.18
PRD-00181,Product 0181,Analytics,Reporting,SUP-00123,12660.76,18863.17,0.49,63.85,Mature,1,9,30.123919176705023,13.56509586859879,12.26,21.3,51.42
PRD-00182,Product 0182,Automation,Workflow,SUP-00034,11736.02,18702.8,0.594,79.17,Growth,1,29,33.70429429082767,14.212341800430801,23.06,55.64,89.34
PRD-00183,Product 0183,Finance,Planning,SUP-00139,2627.93,3179.79,0.21,44.0,Growth,1,41,26.780375517340133,13.646961832194034,26.32,62.92,89.7
PRD-00184,Product 0184,Security,Compliance,SUP-00088,7896.57,9817.92,0.243,64.09,Growth,1,37,30.2466789363774,16.486287541400316,30.21,67.51,97.76
PRD-00185,Product 0185,Operations,Procurement,SUP-00063,16371.28,22684.24,0.386,67.69,Intro,1,16,31.703814980062514,14.128867829494201,17.03,33.94,65.64
PRD-00186,Product 0186,Security,Compliance,SUP-00058,2918.9,4012.75,0.375,35.68,Growth,1,8,21.438702223602238,9.109590955136191,7.76,13.48,34.92
PRD-00187,Product 0187,Analytics,Dashboards,SUP-00002,15759.41,20068.07,0.273,65.73,Intro,0,33,32.986311980563045,15.881469737522426,27.48,63.76,96.75
PRD-00188,Product 0188,Finance,Revenue Ops,SUP-00076,8077.68,10243.75,0.268,66.36,Growth,1,9,32.512560364105326,15.795033901835057,14.27,24.02,56.53
PRD-00189,Product 0189,Analytics,Reporting,SUP-00127,10888.22,13516.73,0.241,59.82,Growth,0,38,26.914451958697136,14.236696149499107,26.44,60.53,87.44
PRD-00190,Product 0190,Automation,RPA,SUP-00150,5718.36,7378.08,0.29,40.22,Intro,1,15,22.08882491380042,13.20922542369882,15.41,26.45,48.54
PRD-00191,Product 0191,Operations,Maintenance,SUP-00022,13108.15,20320.74,0.55,60.71,Decline,0,38,28.310913834504817,14.204893998188528,26.38,62.24,90.55
PRD-00192,Product 0192,Finance,Revenue Ops,SUP-00114,3285.16,4537.81,0.381,28.74,Growth,0,38,17.06639062574392,8.250066921271626,15.32,36.94,54.01
PRD-00193,Product 0193,Automation,RPA,SUP-00045,13747.52,21773.74,0.584,67.53,Mature,1,26,32.26209311085099,15.4499395900793,23.73,51.69,83.95
PRD-00194,Product 0194,Finance,Planning,SUP-00017,2634.93,4085.07,0.55,74.61,Mature,1,21,34.38726396290041,18.20250534721074,25.13,49.2,83.59
PRD-00195,Product 0195,Analytics,Reporting,SUP-00092,3164.13,4470.0,0.413,58.28,Mature,1,43,30.946121625625597,14.69063403276135,29.02,73.38,104.33
PRD-00196,Product 0196,Security,Compliance,SUP-00006,228.63,352.7,0.543,83.75,Growth,1,18,34.74578280418716,18.11399814766227,23.15,44.0,78.75
PRD-00197,Product 0197,Automation,Integration,SUP-00031,15547.69,19470.5,0.252,50.15,Decline,1,15,27.087637774006698,14.045183161661878,16.39,29.93,57.02
PRD-00198,Product 0198,Finance,Revenue Ops,SUP-00041,15206.72,22231.44,0.462,49.62,Growth,1,32,25.683173560446306,10.221872359590316,17.42,44.82,70.5
PRD-00199,Product 0199,Analytics,Dashboards,SUP-00137,7082.48,11287.91,0.594,57.26,Intro,1,36,26.721392968698915,13.843039446591435,25.02,57.09,83.81
PRD-00200,Product 0200,Security,Compliance,SUP-00026,131.28,190.7,0.453,99.0,Growth,1,22,38.469828815318365,17.23165469668509,24.35,52.56,91.03
PRD-00201,Product 0201,Analytics,Dashboards,SUP-00046,16800.32,23451.62,0.396,57.17,Growth,1,40,33.17386764699012,18.144642561957927,34.57,78.8,111.97
PRD-00202,Product 0202,Analytics,Data Modeling,SUP-00156,3146.86,4621.09,0.468,98.44,Intro,1,22,40.497949557075835,18.573185364784127,26.24,55.94,96.44
PRD-00203,Product 0203,Security,Threat Detection,SUP-00053,2747.17,3406.89,0.24,61.35,Mature,1,18,32.170081838608176,12.748970379149787,16.29,35.59,67.76
PRD-00204,Product 0204,Automation,Workflow,SUP-00046,3860.38,5055.45,0.31,48.28,Mature,1,40,28.029702034491635,13.796364725395236,26.29,63.66,91.69
PRD-00205,Product 0205,Security,IAM,SUP-00116,4686.35,6049.98,0.291,95.2,Decline,1,40,38.76732829535878,20.334956321645347,38.74,90.43,129.2
PRD-00206,Product 0206,Automation,Scheduling,SUP-00008,16768.71,20659.9,0.232,65.14,Mature,1,13,33.01376146219873,15.508225621469144,16.84,31.15,64.16
PRD-00207,Product 0207,Security,Compliance,SUP-00019,11332.77,16903.31,0.492,57.0,Intro,1,8,28.62885655657511,12.113178032100304,10.32,17.95,46.58
PRD-00208,Product 0208,Automation,Integration,SUP-00061,6189.94,9031.37,0.459,76.64,Mature,0,26,36.834731346429855,16.42261614595082,25.23,57.15,93.98
PRD-00209,Product 0209,Operations,Maintenance,SUP-00106,13768.03,21532.81,0.564,83.2,Intro,1,23,35.7639066269626,15.584994722418758,22.52,49.94,85.7
PRD-00210,Product 0210,Finance,Budgeting,SUP-00003,13930.05,20715.93,0.487,52.12,Decline,1,8,27.29116541214865,14.085518175449343,12.0,19.28,46.57
PRD-00211,Product 0211,Analytics,Dashboards,SUP-00005,4491.37,6904.16,0.537,77.33,Mature,1,45,36.383060821898056,16.475736715315026,33.29,87.86,124.24
PRD-00212,Product 0212,Security,Risk Scoring,SUP-00007,3200.26,3972.3,0.241,58.15,Growth,1,40,26.499641193144264,13.338499610709839,25.41,60.74,87.24
PRD-00213,Product 0213,Finance,Planning,SUP-00111,2809.73,3396.51,0.209,45.32,Mature,0,22,20.542301041125846,9.490462650778786,13.41,28.47,49.01
PRD-00214,Product 0214,Finance,Revenue Ops,SUP-00116,6464.16,8681.6,0.343,49.97,Mature,1,40,24.874263138033744,13.418684440092004,25.57,58.74,83.61
PRD-00215,Product 0215,Finance,Budgeting,SUP-00064,580.8,718.82,0.238,42.08,Decline,1,8,20.984190071427243,11.971188839018367,10.2,15.8,36.78
PRD-00216,Product 0216,Analytics,Data Modeling,SUP-00020,7979.74,12111.46,0.518,63.48,Mature,1,44,30.07668210347132,13.141694178087459,26.26,70.37,100.45
PRD-00217,Product 0217,Finance,Revenue Ops,SUP-00123,3680.62,5044.92,0.371,63.54,Mature,1,9,29.121461880102583,12.147024527689444,10.98,19.72,48.84
PRD-00218,Product 0218,Analytics,Reporting,SUP-00115,13830.08,22030.62,0.593,81.42,Growth,1,29,31.71892797046278,14.576680269622743,23.65,54.31,86.03
PRD-00219,Product 0219,Automation,RPA,SUP-00009,5986.07,7295.57,0.219,76.76,Growth,1,40,33.03243245513605,16.58177134930026,31.59,75.63,108.66
PRD-00220,Product 0220,Security,Compliance,SUP-00118,11744.1,18747.17,0.596,55.13,Growth,1,13,28.94259863403574,14.8500864050656,16.13,28.67,57.61
PRD-00221,Product 0221,Finance,Planning,SUP-00146,12306.89,18460.69,0.5,58.72,Mature,1,34,26.275263575031005,12.878599727589597,22.62,52.4,78.68
PRD-00222,Product 0222,Security,Threat Detection,SUP-00107,14333.84,21982.51,0.534,50.97,Decline,1,44,28.67411798387199,13.298305767813563,26.57,68.63,97.3
PRD-00223,Product 0223,Operations,Logistics,SUP-00056,8593.76,12003.08,0.397,63.87,Mature,1,9,30.458087135994976,17.16170155046842,15.51,24.65,55.11
PRD-00224,Product 0224,Security,Compliance,SUP-00036,7242.73,9706.72,0.34,58.25,Decline,1,44,31.404216008584008,16.18067638916107,32.33,78.39,109.79
PRD-00225,Product 0225,Security,IAM,SUP-00063,4685.26,7022.11,0.499,62.84,Mature,1,16,29.88004912813514,14.83584702678585,17.88,33.82,63.7
PRD-00226,Product 0226,Analytics,Reporting,SUP-00055,247.53,398.72,0.611,86.86,Mature,1,40,40.91925245288127,17.814130001991913,33.94,88.5,129.42
PRD-00227,Product 0227,Finance,Budgeting,SUP-00028,2897.54,3452.39,0.191,87.73,Intro,1,16,35.85609802535562,17.42077140172929,20.99,40.11,75.97
PRD-00228,Product 0228,Analytics,Reporting,SUP-00152,4055.22,5850.64,0.443,51.38,Mature,1,36,24.73977585022605,12.374827459431215,22.37,52.06,76.8
PRD-00229,Product 0229,Automation,Scheduling,SUP-00021,11875.16,15305.46,0.289,75.21,Intro,0,23,31.326119628165486,16.18290824738898,23.38,47.4,78.73
PRD-00230,Product 0230,Finance,Expense Control,SUP-00046,14253.93,19328.85,0.356,73.11,Mature,1,40,34.72831228086845,15.381605562717146,29.31,75.61,110.34
PRD-00231,Product 0231,Security,Compliance,SUP-00009,8299.07,11890.54,0.433,52.66,Mature,1,40,25.105462823438334,9.827105427421698,18.72,52.19,77.3
PRD-00232,Product 0232,Automation,RPA,SUP-00094,14805.26,18883.12,0.275,86.0,Mature,1,31,35.30617773729267,17.309248241492774,29.03,65.51,100.82
PRD-00233,Product 0233,Automation,RPA,SUP-00018,6775.71,8026.54,0.185,36.86,Decline,1,42,17.78803919208854,10.661675112351144,20.81,45.71,63.5
PRD-00234,Product 0234,Analytics,Data Modeling,SUP-00121,11803.42,14285.51,0.21,80.28,Growth,1,25,35.23647270602659,16.804757521905,25.31,54.67,89.91
PRD-00235,Product 0235,Automation,Workflow,SUP-00089,10062.39,11987.49,0.191,60.01,Growth,1,25,28.567395184832957,14.51807058155147,21.87,45.68,74.25
PRD-00236,Product 0236,Finance,Revenue Ops,SUP-00081,2767.4,3320.35,0.2,43.79,Mature,1,14,23.674538593505936,10.336712267982398,11.65,22.7,46.37
PRD-00237,Product 0237,Finance,Revenue Ops,SUP-00117,8358.47,10470.52,0.253,58.87,Growth,1,15,29.8891650089927,13.654452654945924,15.93,30.87,60.76
PRD-00238,Product 0238,Operations,Logistics,SUP-00147,17420.5,23960.27,0.375,93.93,Growth,1,18,37.77517396078861,17.184675267707217,21.96,44.63,82.41
PRD-00239,Product 0239,Operations,Inventory Control,SUP-00017,2763.6,3811.12,0.379,99.0,Intro,1,21,40.07772720101095,16.41666262702105,22.66,50.71,90.79
PRD-00240,Product 0240,Automation,RPA,SUP-00109,7348.25,8709.72,0.185,48.76,Mature,1,37,26.574196193442837,12.604931011784814,23.1,55.87,82.44
PRD-00241,Product 0241,Operations,Procurement,SUP-00021,6033.77,7190.4,0.192,61.34,Intro,1,23,31.10285848291873,14.694231646626019,21.23,45.08,76.18
PRD-00242,Product 0242,Finance,Revenue Ops,SUP-00016,13451.02,17369.46,0.291,58.84,Decline,0,36,27.700893425429136,14.791988253638387,26.74,59.98,87.68
PRD-00243,Product 0243,Automation,Workflow,SUP-00015,765.53,920.02,0.202,61.68,Growth,1,40,27.97447648111399,14.185149104008346,27.03,64.33,92.3
PRD-00244,Product 0244,Security,Risk Scoring,SUP-00042,8196.61,10412.52,0.27,89.62,Mature,1,45,40.46172889368831,16.28982736587144,32.92,93.61,134.07
PRD-00245,Product 0245,Finance,Planning,SUP-00079,4816.21,5757.6,0.195,55.35,Mature,1,29,21.393200550774868,10.292075693987917,16.7,37.38,58.77
PRD-00246,Product 0246,Analytics,Forecasting,SUP-00033,5412.57,6593.01,0.218,48.71,Growth,1,22,26.337375173758165,12.798168785524199,18.08,37.39,63.73
PRD-00247,Product 0247,Security,IAM,SUP-00036,7375.27,10846.57,0.471,54.44,Growth,1,44,28.841373564237898,13.221426272955915,26.42,68.72,97.56
PRD-00248,Product 0248,Operations,Maintenance,SUP-00153,5302.95,6571.72,0.239,58.82,Mature,1,29,26.36240047592305,12.769984138434301,20.72,46.2,72.56
PRD-00249,Product 0249,Automation,Workflow,SUP-00024,10251.79,14109.35,0.376,75.09,Intro,1,39,32.67030312246373,12.578017241216298,23.66,66.13,98.8
PRD-00250,Product 0250,Analytics,Reporting,SUP-00015,5222.82,8018.95,0.535,64.14,Intro,1,40,25.194892321645874,10.259947047176059,19.55,53.14,78.33
PRD-00251,Product 0251,Analytics,Data Modeling,SUP-00068,16518.36,19913.34,0.206,73.31,Mature,1,17,32.53235885278258,15.944757469310343,19.8,38.24,70.77
PRD-00252,Product 0252,Finance,Revenue Ops,SUP-00110,8095.05,10514.9,0.299,80.0,Mature,1,9,31.44676977969997,17.173192352024408,15.52,24.95,56.4
PRD-00253,Product 0253,Automation,Integration,SUP-00095,2854.89,4154.59,0.455,57.22,Decline,0,32,29.662690786104292,17.771538666812674,30.28,61.92,91.58
PRD-00254,Product 0254,Finance,Planning,SUP-00104,5257.64,6605.31,0.256,60.81,Growth,1,30,26.577586098614706,10.9632663860979,18.09,44.67,71.25
PRD-00255,Product 0255,Operations,Inventory Control,SUP-00029,14366.43,20239.31,0.409,70.35,Growth,1,30,33.42880461736608,14.56625572763931,24.03,57.46,90.89
PRD-00256,Product 0256,Operations,Procurement,SUP-00065,2027.56,3010.78,0.485,51.52,Mature,1,37,22.94363671638906,11.77812758621685,21.58,49.88,72.82
PRD-00257,Product 0257,Automation,Workflow,SUP-00125,6881.51,10993.37,0.598,62.75,Mature,1,37,25.668554186327945,14.649854544075362,26.84,58.5,84.17
PRD-00258,Product 0258,Security,IAM,SUP-00056,17081.7,27477.97,0.609,80.0,Growth,1,9,36.87441899932019,18.12120861995342,16.38,27.44,64.31
PRD-00259,Product 0259,Automation,Scheduling,SUP-00096,96.09,120.28,0.252,64.08,Growth,1,33,36.353539111460876,16.42045160745711,28.42,68.41,104.76
PRD-00260,Product 0260,Automation,Scheduling,SUP-00022,17484.61,27371.71,0.565,83.68,Intro,1,38,34.56746259471839,16.4309012296292,30.51,74.3,108.87
PRD-00261,Product 0261,Automation,RPA,SUP-00122,6511.56,7833.63,0.203,46.51,Intro,1,19,27.337070342560004,12.679841227435706,16.65,33.96,61.3
PRD-00262,Product 0262,Automation,RPA,SUP-00157,3858.35,5317.18,0.378,67.75,Growth,1,16,31.33954379125679,16.25617447969783,19.59,36.3,67.64
PRD-00263,Product 0263,Automation,Integration,SUP-00053,14872.13,20623.24,0.387,71.83,Growth,1,18,31.313752366669767,14.686250861068341,18.77,37.56,68.87
PRD-00264,Product 0264,Automation,Workflow,SUP-00014,8486.56,10328.89,0.217,67.38,Intro,1,12,33.45859620865166,17.370150982955824,18.13,31.51,64.97
PRD-00265,Product 0265,Security,Threat Detection,SUP-00063,1968.61,2596.67,0.319,57.11,Mature,1,16,29.598764909323556,13.816747830467257,16.65,32.44,62.04
PRD-00266,Product 0266,Security,Threat Detection,SUP-00138,12027.12,18306.62,0.522,37.2,Growth,1,29,24.16455494553852,13.042714957261682,21.16,44.52,68.68
PRD-00267,Product 0267,Finance,Expense Control,SUP-00157,14021.42,17866.42,0.274,81.01,Mature,0,16,34.900516962458134,14.881001678824889,17.93,36.54,71.44
PRD-00268,Product 0268,Analytics,Reporting,SUP-00087,8158.19,11863.28,0.454,38.01,Decline,1,23,21.699019234570294,10.628212667491425,15.35,31.99,53.69
PRD-00269,Product 0269,Finance,Planning,SUP-00097,12882.05,20660.27,0.604,39.29,Growth,1,35,21.483903821179002,9.365741893733485,16.69,41.75,63.23
PRD-00270,Product 0270,Finance,Budgeting,SUP-00106,1995.53,2401.06,0.203,71.88,Growth,1,23,32.73758363745066,13.985598579020676,20.21,45.31,78.05
PRD-00271,Product 0271,Finance,Planning,SUP-00025,646.06,766.57,0.187,55.72,Growth,1,11,28.683123880404715,13.845450392201345,13.83,24.35,53.03
PRD-00272,Product 0272,Finance,Planning,SUP-00032,3999.81,5187.17,0.297,64.44,Intro,1,9,32.76534788144244,14.685727420394548,13.27,23.1,55.87
PRD-00273,Product 0273,Operations,Maintenance,SUP-00115,17656.61,21586.88,0.223,40.19,Growth,1,29,21.965052277816714,11.955050725995541,19.39,40.62,62.59
PRD-00274,Product 0274,Security,Risk Scoring,SUP-00071,3219.64,3918.07,0.217,66.96,Decline,1,43,34.93371979892978,16.16836144551598,31.94,82.01,116.94
PRD-00275,Product 0275,Finance,Budgeting,SUP-00119,16560.73,22541.93,0.361,76.22,Growth,1,39,35.493627665734564,20.20885239793923,38.02,84.16,119.65
PRD-00276,Product 0276,Finance,Budgeting,SUP-00064,5400.43,7922.07,0.467,35.46,Growth,1,8,20.703204338373002,9.780084004117635,8.33,13.85,34.55
PRD-00277,Product 0277,Automation,Workflow,SUP-00155,8887.58,13390.75,0.507,66.29,Growth,0,33,32.22019440210204,13.05857214260173,22.6,58.04,90.26
PRD-00278,Product 0278,Automation,Workflow,SUP-00123,12697.87,15591.25,0.228,77.34,Intro,1,9,35.78294588666451,15.278883574314307,13.81,24.54,60.32
PRD-00279,Product 0279,Analytics,Reporting,SUP-00088,3120.37,4466.1,0.431,39.32,Growth,0,37,24.672452264297124,12.057913356580551,22.1,52.53,77.2
PRD-00280,Product 0280,Operations,Logistics,SUP-00131,3653.88,5464.14,0.495,64.46,Mature,1,13,26.375360110749803,12.60421072979462,13.69,25.12,51.5
PRD-00281,Product 0281,Finance,Planning,SUP-00095,4611.44,6691.54,0.451,62.87,Intro,1,32,29.563214797059988,16.571515604934692,28.24,59.77,89.33
PRD-00282,Product 0282,Finance,Expense Control,SUP-00038,8626.41,11942.15,0.384,68.06,Mature,1,31,32.74839768816416,12.453348385378796,20.89,54.73,87.48
PRD-00283,Product 0283,Finance,Revenue Ops,SUP-00049,6278.06,8626.41,0.374,57.37,Intro,1,32,29.47450854630847,16.460331344024503,28.05,59.49,88.96
PRD-00284,Product 0284,Finance,Budgeting,SUP-00030,1615.64,2460.43,0.523,37.24,Mature,1,34,16.94286293730129,10.234241224790065,17.98,37.18,54.12
PRD-00285,Product 0285,Automation,Workflow,SUP-00090,4865.49,6235.54,0.282,55.25,Decline,1,30,27.365682914615896,15.123387530130632,24.95,52.32,79.69
PRD-00286,Product 0286,Finance,Expense Control,SUP-00104,14906.96,18808.68,0.262,52.55,Growth,1,30,24.81843891969008,12.676832392497762,20.92,45.74,70.56
PRD-00287,Product 0287,Automation,Workflow,SUP-00007,9334.2,11259.94,0.206,60.85,Growth,1,40,25.502631232299013,13.243052045321045,25.23,59.23,84.73
PRD-00288,Product 0288,Security,Risk Scoring,SUP-00071,17057.6,23147.78,0.357,82.49,Mature,1,43,36.992640000396186,17.21978397621311,34.02,87.04,124.03
PRD-00289,Product 0289,Automation,Workflow,SUP-00132,5047.02,7431.16,0.472,36.73,Growth,1,44,24.12673964907137,13.119963428530935,26.22,61.61,85.74
PRD-00290,Product 0290,Automation,Integration,SUP-00123,4771.76,6731.54,0.411,78.33,Intro,1,9,37.91848335778853,18.246914778342138,16.49,27.87,65.79
PRD-00291,Product 0291,Security,Risk Scoring,SUP-00112,7705.57,9380.11,0.217,92.06,Intro,1,26,37.12521130884427,18.171081098553543,27.91,60.09,97.22
PRD-00292,Product 0292,Operations,Logistics,SUP-00048,1498.5,2422.62,0.617,91.02,Growth,1,22,33.884374877068346,14.140790068083955,19.98,44.83,78.71
PRD-00293,Product 0293,Finance,Revenue Ops,SUP-00110,5743.94,7716.31,0.343,92.44,Growth,1,9,40.25595784443665,16.1672583809604,14.61,26.69,66.95
PRD-00294,Product 0294,Security,Compliance,SUP-00039,6536.4,7721.06,0.181,65.27,Mature,1,8,34.17630500247113,15.087347514276846,12.86,21.97,56.15
PRD-00295,Product 0295,Automation,Scheduling,SUP-00109,11218.01,16227.39,0.447,63.23,Intro,1,37,30.231123193525427,15.990812177276974,29.3,66.59,96.82
PRD-00296,Product 0296,Operations,Maintenance,SUP-00131,2620.0,3100.1,0.183,31.26,Mature,1,13,20.2546873447322,8.136128975680425,8.84,17.62,37.87
PRD-00297,Product 0297,Security,Risk Scoring,SUP-00035,16004.15,25233.23,0.577,58.3,Growth,1,22,32.251375684133265,13.2264843646557,18.69,42.34,74.59
PRD-00298,Product 0298,Automation,Scheduling,SUP-00118,15781.29,22793.0,0.444,81.25,Intro,0,13,34.42881249491826,17.27571507539468,18.76,33.68,68.11
PRD-00299,Product 0299,Analytics,Forecasting,SUP-00008,9570.95,12680.24,0.325,37.84,Growth,1,13,21.677180054145005,12.656865907655641,13.75,23.14,44.82
PRD-00300,Product 0300,Security,Compliance,SUP-00104,7618.65,10115.11,0.328,47.38,Mature,0,30,25.56160105571069,11.761293214837657,19.41,44.97,70.53
PRD-00301,Product 0301,Operations,Logistics,SUP-00085,12596.38,15437.9,0.226,63.86,Intro,1,21,28.51524423701473,12.706480702749047,17.54,37.5,66.02
PRD-00302,Product 0302,Security,Risk Scoring,SUP-00153,3729.92,5091.83,0.365,33.88,Mature,1,29,18.37733212079001,10.099381864613669,16.38,34.14,52.52
PRD-00303,Product 0303,Operations,Procurement,SUP-00087,10184.48,14265.9,0.401,93.0,Mature,1,23,40.53146428853372,18.15062047064961,26.22,57.29,97.82
PRD-00304,Product 0304,Operations,Procurement,SUP-00006,5221.81,6510.57,0.247,71.92,Growth,1,18,32.80803712043517,14.96844245246301,19.13,38.81,71.62
PRD-00305,Product 0305,Analytics,Data Modeling,SUP-00137,16616.76,24567.44,0.478,67.83,Intro,1,36,30.84390668210704,16.491853844430835,29.81,66.82,97.66
PRD-00306,Product 0306,Finance,Planning,SUP-00043,8687.19,11468.87,0.32,75.76,Decline,1,26,36.2259946146536,14.726413810354446,22.62,54.02,90.25
PRD-00307,Product 0307,Automation,Workflow,SUP-00109,9145.91,11065.91,0.21,56.24,Growth,1,37,28.064648880186944,15.807154593819549,28.97,63.58,91.64
PRD-00308,Product 0308,Automation,RPA,SUP-00125,13743.54,17713.65,0.289,66.76,Mature,1,37,30.08751110060132,15.591347673309688,28.57,65.68,95.77
PRD-00309,Product 0309,Automation,Scheduling,SUP-00053,14133.84,16902.61,0.196,45.39,Mature,1,18,20.865469675331816,10.611341675926347,13.56,26.08,46.95
PRD-00310,Product 0310,Operations,Logistics,SUP-00007,4292.87,6784.0,0.58,22.62,Mature,1,40,14.620107451974746,5.098897942502673,9.71,29.2,43.82
PRD-00311,Product 0311,Operations,Inventory Control,SUP-00083,11002.76,15211.73,0.383,61.45,Mature,1,26,27.71901604628984,14.199250122119675,21.81,45.83,73.55
PRD-00312,Product 0312,Analytics,Data Modeling,SUP-00065,15597.04,24991.42,0.602,88.9,Growth,0,37,36.58187936943493,16.48812460965108,30.21,75.33,111.91
PRD-00313,Product 0313,Analytics,Data Modeling,SUP-00086,7479.94,10848.61,0.45,90.47,Mature,1,23,35.53659796746845,20.7038294701392,29.91,57.15,92.69
PRD-00314,Product 0314,Operations,Logistics,SUP-00145,2066.7,2477.37,0.199,58.79,Mature,1,23,27.990919175721622,14.327836749676026,20.7,42.16,70.15
PRD-00315,Product 0315,Security,Threat Detection,SUP-00113,15642.6,19644.9,0.256,57.3,Mature,1,44,28.36398871973331,11.623829034281998,23.23,64.83,93.19
PRD-00316,Product 0316,Automation,Scheduling,SUP-00036,16133.46,22812.66,0.414,35.56,Growth,1,44,19.315166983689053,6.353694197378972,12.7,41.03,60.35
PRD-00317,Product 0317,Automation,Integration,SUP-00121,2818.88,3336.82,0.184,80.06,Mature,1,25,34.392212267564005,16.905687847645982,25.46,54.12,88.51
PRD-00318,Product 0318,Operations,Inventory Control,SUP-00047,3926.98,5691.39,0.449,69.19,Mature,1,34,33.00012409900781,12.730896201510035,22.36,59.76,92.76
PRD-00319,Product 0319,Finance,Revenue Ops,SUP-00099,4361.71,6824.07,0.565,58.79,Growth,1,45,29.73199831550226,14.327364395149578,28.95,73.55,103.28
PRD-00320,Product 0320,Finance,Revenue Ops,SUP-00041,15041.87,19858.89,0.32,28.47,Growth,1,32,19.96764207902434,9.506726351110473,16.2,37.5,57.47
PRD-00321,Product 0321,Finance,Expense Control,SUP-00137,17207.29,26660.26,0.549,31.35,Mature,1,36,18.497709503078575,8.68101308605861,15.69,37.89,56.39
PRD-00322,Product 0322,Analytics,Dashboards,SUP-00078,7153.99,11351.73,0.587,64.2,Mature,0,16,31.651128889817034,15.472388741344009,18.64,35.52,67.17
PRD-00323,Product 0323,Security,Risk Scoring,SUP-00052,16823.19,21730.97,0.292,35.78,Mature,1,25,19.715509669092704,11.06567623237999,16.67,33.1,52.82
PRD-00324,Product 0324,Automation,Workflow,SUP-00158,445.02,617.52,0.388,71.15,Mature,1,33,31.35122997019861,17.51957108264604,30.32,64.81,96.16
PRD-00325,Product 0325,Automation,RPA,SUP-00132,7182.08,9466.01,0.318,71.98,Mature,1,44,31.3086208017856,14.979581303500526,29.93,75.85,107.16
PRD-00326,Product 0326,Finance,Planning,SUP-00031,2156.2,2814.87,0.305,39.65,Decline,1,15,22.210687809891432,8.1842575542144,9.55,20.66,42.87
PRD-00327,Product 0327,Automation,Integration,SUP-00006,17739.19,21003.55,0.184,62.82,Decline,1,18,30.304719537883464,12.627689913969112,16.14,34.32,64.62
PRD-00328,Product 0328,Operations,Inventory Control,SUP-00138,3596.07,4608.26,0.281,46.04,Intro,1,29,24.20726100460942,15.137076428612405,24.56,47.96,72.17
PRD-00329,Product 0329,Analytics,Forecasting,SUP-00134,16821.67,25720.48,0.529,78.0,Growth,1,20,32.95793525676771,14.3291815105534,19.3,41.27,74.23
PRD-00330,Product 0330,Operations,Procurement,SUP-00041,13995.21,22052.73,0.576,99.0,Growth,1,32,41.552963691110996,20.787713366018448,35.42,79.74,121.29
PRD-00331,Product 0331,Automation,Integration,SUP-00050,16042.17,21001.36,0.309,59.98,Mature,1,11,30.6111910388501,14.25249782160583,14.24,25.46,56.07
