campaign_id,campaign_name,start_date,end_date,budget,leads_generated,conversion_rate,attributed_revenue,campaign_start_year,campaign_start_month,campaign_start_quarter,campaign_start_dayofweek,campaign_start_day,campaign_start_is_month_start,campaign_start_is_month_end,campaign_duration_days,cost_per_lead,revenue_per_budget,channel_frequency,target_segment_frequency,channel_target_encoded,target_segment_target_encoded,channel_Content,channel_Email,channel_Events,channel_Partner,channel_Search,channel_Social,target_segment_Enterprise,target_segment_Mid-Market,target_segment_SMB,budget_standard_scaled,leads_generated_standard_scaled,conversion_rate_standard_scaled,attributed_revenue_standard_scaled,cost_per_lead_standard_scaled
MKT-00188,Campaign 0188,2026-02-21 00:00:00+00:00,2026-04-09 00:00:00+00:00,390980,5259,0.0287,2782627.48,2026,2,1,5,21,0,0,47,74.34493249667237,7.1170583661568365,0.17791666666666667,0.3254166666666667,2915925.030689836,2755334.291556837,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3018925582463651,-0.29701224814256183,-0.8164221305628144,-0.01565818990283851,-0.22102519163883835
MKT-00189,Campaign 0189,2025-10-13 00:00:00+00:00,2025-11-20 00:00:00+00:00,879648,7449,0.0313,5152557.64,2025,10,4,0,13,0,0,38,118.08940797422473,5.857522145221725,0.15958333333333333,0.3254166666666667,2694009.023235263,2755334.291556837,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5992468777105389,0.17861811398061878,-0.6563986948485567,1.3314949445928461,1.4667007553873317
MKT-00190,Campaign 0190,2023-10-26 00:00:00+00:00,2024-01-14 00:00:00+00:00,242373,6196,0.0536,1061730.44,2023,10,4,3,26,0,0,80,39.11765655261459,4.380564006716919,0.15958333333333333,0.2520833333333333,2694009.023235263,2828093.8678722903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8800409701727602,-0.0935119516542421,0.716110003777576,-0.9938776668769389,-1.5801451034628167
MKT-00191,Campaign 0191,2023-04-26 00:00:00+00:00,2023-07-05 00:00:00+00:00,628254,5333,0.023,3555210.34,2023,4,2,2,26,0,0,70,117.80498781173823,5.658874181461638,0.15833333333333333,0.3254166666666667,2745646.1699524573,2755334.291556837,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6212105680627823,-0.28094071992470093,-1.1672427396286869,0.4235055622925598,1.4557274088596728
MKT-00192,Campaign 0192,2023-11-01 00:00:00+00:00,2023-12-07 00:00:00+00:00,595117,6079,0.0473,4332682.68,2023,11,4,2,1,1,0,36,97.89718703734167,7.280388024539712,0.1675,0.3254166666666667,2698290.221362763,2755334.291556837,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49229265756055185,-0.11892234086356271,0.32836090954687486,0.8654486699386917,0.6876552912177966
MKT-00193,Campaign 0193,2025-11-05 00:00:00+00:00,2026-01-02 00:00:00+00:00,206708,1806,0.0333,1263646.86,2025,11,4,2,5,0,0,58,114.4562569213732,6.113197650792423,0.15958333333333333,0.4225,2694009.023235263,2841772.1179897054,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.018793943527682,-1.0469445040381522,-0.5333037442991276,-0.8791011461590679,1.326528465414178
MKT-00194,Campaign 0194,2024-03-17 00:00:00+00:00,2024-05-29 00:00:00+00:00,915921,8614,0.0463,5112450.32,2024,3,1,6,17,0,0,73,106.3293475737172,5.581759038170323,0.16875,0.3254166666666667,2935005.225015562,2755334.291556837,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.7403652459287664,0.43163609200505043,0.2668134342721603,1.3086965082649922,1.0129803973339706
MKT-00195,Campaign 0195,2025-04-03 00:00:00+00:00,2025-04-24 00:00:00+00:00,876252,11935,0.0272,4566391.51,2025,4,2,3,3,0,0,21,73.4186845412652,5.211276561993581,0.16791666666666666,0.3254166666666667,2855926.099785614,2755334.291556837,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5860349024543126,1.1529002164849969,-0.9087433434748863,0.9982971345085587,-0.25676119465761543
MKT-00196,Campaign 0196,2024-02-19 00:00:00+00:00,2024-03-29 00:00:00+00:00,778950,10357,0.0385,5515553.88,2024,2,1,0,19,0,0,39,75.21000289659167,7.080754708261121,0.1675,0.3254166666666667,2698290.221362763,2755334.291556837,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2074861343797123,0.8101857363798011,-0.21325687287061262,1.5378350008441866,-0.18764950833232982
MKT-00197,Campaign 0197,2024-10-27 00:00:00+00:00,2024-12-18 00:00:00+00:00,610274,16728,0.0282,4395062.47,2024,10,4,6,27,0,0,52,36.48218555714969,7.20178554223185,0.1675,0.4225,2698290.221362763,2841772.1179897054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5512602397038451,2.1938574428121225,-0.8471958682001717,0.900907575456685,-1.6818254352789674
MKT-00198,Campaign 0198,2025-01-03 00:00:00+00:00,2025-03-01 00:00:00+00:00,244362,3046,0.0466,1643048.25,2025,1,1,4,3,0,0,57,80.22390019697964,6.723828786799912,0.1675,0.4225,2698290.221362763,2841772.1179897054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8723028609900056,-0.7776378149821046,0.2852776768545748,-0.6634358154260644,0.005793994583406118
MKT-00199,Campaign 0199,2025-10-31 00:00:00+00:00,2025-12-01 00:00:00+00:00,31269,389,0.0127,199802.22,2025,10,4,4,31,0,1,31,80.38303341902314,6.38978605008155,0.15833333333333333,0.2520833333333333,2745646.1699524573,2828093.8678722903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.7013309656057458,-1.3546925511288128,-1.801181734958246,-1.483828519809789,0.011933587410722115
MKT-00200,Campaign 0200,2024-05-29 00:00:00+00:00,2024-08-28 00:00:00+00:00,660887,6398,0.0404,3442623.37,2024,5,2,2,29,0,0,91,103.29587371053454,5.209095306761973,0.1675,0.3254166666666667,2698290.221362763,2755334.291556837,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7481676907177989,-0.04964102327575695,-0.09631666984865521,0.3595070984986431,0.8959445318303079
MKT-00201,Campaign 0201,2025-12-17 00:00:00+00:00,2026-01-15 00:00:00+00:00,648542,7519,0.0208,4785952.75,2025,12,4,2,17,0,0,29,86.25375714855699,7.379557145103941,0.16875,0.2520833333333333,2935005.225015562,2828093.8678722903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7001400598172939,0.19382091094346016,-1.3026471852330588,1.1231036025100292,0.23843470916359222
MKT-00202,Campaign 0202,2024-12-19 00:00:00+00:00,2025-02-18 00:00:00+00:00,247545,4084,0.0314,2008507.66,2024,12,4,3,19,0,0,61,60.61336924583741,8.113707245147346,0.15958333333333333,0.3254166666666667,2694009.023235263,2755334.291556837,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8599195520263517,-0.5522020543045423,-0.6502439473210855,-0.45569560517765634,-0.7508090177943854
MKT-00203,Campaign 0203,2024-05-03 00:00:00+00:00,2024-06-04 00:00:00+00:00,130117,2347,0.0365,508237.61,2024,5,2,4,3,0,0,32,55.43971026842778,3.9060046727176307,0.16791666666666666,0.3254166666666667,2855926.099785614,2755334.291556837,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.316767558618859,-0.9294486017967637,-0.33635182342004166,-1.3085028037018094,-0.950416360251145
MKT-00204,Campaign 0204,2023-04-22 00:00:00+00:00,2023-06-18 00:00:00+00:00,480112,4590,0.0533,4011212.12,2023,4,2,5,22,0,0,57,104.5995642701525,8.354742476755424,0.16875,0.3254166666666667,2935005.225015562,2755334.291556837,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.04487121635256662,-0.44230755054457455,0.6976457611951616,0.6827132966093432,0.9462428234509122
MKT-00205,Campaign 0205,2026-02-22 00:00:00+00:00,2026-05-08 00:00:00+00:00,916152,11369,0.0148,4124241.33,2026,2,1,6,22,0,0,75,80.58334066320697,4.501699859848584,0.16791666666666666,0.2520833333333333,2855926.099785614,2828093.8678722903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7412639403587393,1.0299747438997366,-1.6719320368813455,0.7469631454492225,0.019661734329750553
MKT-00206,Campaign 0206,2025-05-03 00:00:00+00:00,2025-06-30 00:00:00+00:00,144761,3287,0.0119,572234.11,2025,5,2,5,3,0,0,58,44.040462427745666,3.952957702696168,0.16875,0.3254166666666667,2935005.225015562,2755334.291556837,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.25979577839148,-0.7252967568671793,-1.8504197151780175,-1.272124902349749,-1.3902160411771103
MKT-00207,Campaign 0207,2026-01-24 00:00:00+00:00,2026-03-09 00:00:00+00:00,298950,2796,0.0598,2073138.06,2026,1,1,5,24,0,0,44,106.9206008583691,6.934731761164074,0.17791666666666667,0.3254166666666667,2915925.030689836,2755334.291556837,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6599308629667763,-0.8319335184208239,1.0977043504808055,-0.4189573723751715,1.035791815207378
MKT-00208,Campaign 0208,2025-06-05 00:00:00+00:00,2025-08-12 00:00:00+00:00,278400,3942,0.0363,1574016.2,2025,6,2,3,5,0,0,68,70.62404870624049,5.653793821839081,0.1675,0.4225,2698290.221362763,2841772.1179897054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7398796531656727,-0.5830420138577348,-0.3486613184749845,-0.7026761036454282,-0.36458233915117955
MKT-00209,Campaign 0209,2024-02-02 00:00:00+00:00,2024-04-05 00:00:00+00:00,173718,2893,0.0139,1509124.69,2024,2,1,4,2,0,0,63,60.047701348081574,8.687209673148436,0.16875,0.3254166666666667,2935005.225015562,2755334.291556837,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1471399575744752,-0.8108667854866008,-1.7273247646285887,-0.7395627607183346,-0.7726333139602447
MKT-00210,Campaign 0210,2025-12-28 00:00:00+00:00,2026-03-14 00:00:00+00:00,911410,20145,0.0351,5031743.31,2025,12,4,6,28,0,0,76,45.242491933482256,5.520833993482626,0.1675,0.4225,2698290.221362763,2841772.1179897054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7228154166057872,2.935971117412537,-0.4225182888046419,1.2628197548769196,-1.3438399819427571
MKT-00211,Campaign 0211,2023-07-21 00:00:00+00:00,2023-09-18 00:00:00+00:00,790227,15068,0.0341,5423468.77,2023,7,3,4,21,0,0,59,52.44405362357313,6.863178263967189,0.17791666666666667,0.4225,2915925.030689836,2841772.1179897054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2513587624611215,1.8333339719790265,-0.48406576407935636,1.485490528137497,-1.0659931820716964
MKT-00212,Campaign 0212,2025-01-22 00:00:00+00:00,2025-04-07 00:00:00+00:00,428511,10793,0.0325,1728157.12,2025,1,1,2,22,0,0,75,39.70267766144723,4.032935257204599,0.16875,0.3254166666666667,2935005.225015562,2755334.291556837,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.15588000131425872,0.9048774431769274,-0.5825417245188994,-0.6150568872495962,-1.55757413206229
MKT-00213,Campaign 0213,2024-04-16 00:00:00+00:00,2024-06-14 00:00:00+00:00,351801,3521,0.0454,1952136.0,2024,4,2,1,16,0,0,59,99.91508094291395,5.548977973342884,0.16791666666666666,0.2520833333333333,2855926.099785614,2828093.8678722903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.45431658020269444,-0.674475978448538,0.21142070652491743,-0.4877392745428856,0.7655085941915157
MKT-00214,Campaign 0214,2024-10-24 00:00:00+00:00,2025-01-05 00:00:00+00:00,687252,7594,0.0146,4821749.77,2024,10,4,3,24,0,0,73,90.4993415854622,7.01598506806819,0.15833333333333333,0.3254166666666667,2745646.1699524573,2755334.291556837,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8507394597491326,0.21010962197507593,-1.6842415319362884,1.1434519100308735,0.40223557627268286
MKT-00215,Campaign 0215,2023-01-21 00:00:00+00:00,2023-02-11 00:00:00+00:00,904584,7433,0.0424,3507160.76,2023,1,1,5,21,0,0,21,121.69837212431051,3.877097936731138,0.16875,0.3254166666666667,2935005.225015562,2755334.291556837,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.696259190722689,0.17514318896054074,0.026778280700773847,0.39619246108783857,1.6059398792193826
MKT-00216,Campaign 0216,2024-10-30 00:00:00+00:00,2024-12-09 00:00:00+00:00,413384,8273,0.0342,2653713.03,2024,10,4,2,30,0,0,40,49.967847213828115,6.419486554873918,0.1675,0.4225,2698290.221362763,2841772.1179897054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.21473086989521775,0.3575767525146374,-0.4779110165518848,-0.08893777777022423,-1.161528852857456
MKT-00217,Campaign 0217,2024-07-22 00:00:00+00:00,2024-08-14 00:00:00+00:00,801980,12809,0.0406,6855258.9,2024,7,3,0,22,0,0,23,62.610664376610195,8.54791752911544,0.17791666666666667,0.2520833333333333,2915925.030689836,2828093.8678722903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.2970832457315657,1.3427179957067594,-0.08400717479371239,2.299371288897757,-0.673750445728433
MKT-00218,Campaign 0218,2023-04-16 00:00:00+00:00,2023-05-18 00:00:00+00:00,19589,211,0.0559,95359.25,2023,4,2,6,16,0,0,32,92.8388625592417,4.867999897901884,0.16875,0.4225,2935005.225015562,2841772.1179897054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.7467714458745105,-1.393351091977181,0.8576691969094191,-1.5431976424895641,0.49249772270271075
MKT-00219,Campaign 0219,2023-12-18 00:00:00+00:00,2024-01-23 00:00:00+00:00,584303,6874,0.0577,3839756.53,2023,12,4,0,18,0,0,36,85.00189118417224,6.571516028498912,0.17791666666666667,0.2520833333333333,2915925.030689836,2828093.8678722903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4502213087911666,0.053737996071564494,0.9684546524039054,0.5852518020076173,0.19013588634709108
MKT-00220,Campaign 0220,2024-01-14 00:00:00+00:00,2024-02-28 00:00:00+00:00,608146,7238,0.067,4086525.56,2024,1,1,6,14,0,0,45,84.02127659574468,6.719645545642001,0.15958333333333333,0.3254166666666667,2694009.023235263,2755334.291556837,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5429813576822756,0.13279254027833973,1.54084617245875,0.7255241517468012,0.15230233898244502
MKT-00221,Campaign 0221,2023-07-23 00:00:00+00:00,2023-09-03 00:00:00+00:00,399961,9222,0.011,3151471.63,2023,7,3,6,23,0,0,42,43.37031012795489,7.879447321113808,0.17791666666666667,0.3254166666666667,2915925.030689836,2755334.291556837,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.26695240813559673,0.5636832427680156,-1.9058124429252605,0.1940060277181974,-1.4160714986370255
MKT-00222,Campaign 0222,2025-10-21 00:00:00+00:00,2025-12-14 00:00:00+00:00,396063,10743,0.0473,1604902.35,2025,10,4,1,21,0,0,54,36.86707623568836,4.052139053635407,0.15958333333333333,0.4225,2694009.023235263,2841772.1179897054,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.28211739033488137,0.8940183024891836,0.32836090954687486,-0.6851193104169712,-1.6669757890585766
MKT-00223,Campaign 0223,2025-05-20 00:00:00+00:00,2025-07-22 00:00:00+00:00,149500,1495,0.0539,1076982.4,2025,5,2,1,20,0,0,63,100.0,7.203895652173912,0.17791666666666667,0.2520833333333333,2915925.030689836,2828093.8678722903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.241358925994761,-1.114488359115919,0.7345742463599905,-0.985207906869664,0.7687848958153557
MKT-00224,Campaign 0224,2025-10-13 00:00:00+00:00,2025-12-29 00:00:00+00:00,253810,2571,0.0321,1598676.5,2025,10,4,0,13,0,0,77,98.72034227926876,6.298713604664907,0.15958333333333333,0.3254166666666667,2694009.023235263,2755334.291556837,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8355458697589022,-0.8807996515156712,-0.6071607146287854,-0.6886583064110136,0.7194138263257068
MKT-00225,Campaign 0225,2023-05-10 00:00:00+00:00,2023-07-15 00:00:00+00:00,612535,16304,0.0411,3828422.3,2023,5,2,2,10,0,0,66,37.56961481844946,6.250128237570098,0.17791666666666667,0.4225,2915925.030689836,2841772.1179897054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5600565518517626,2.1017719297800546,-0.053233437156355125,0.578809019967325,-1.639870821357653
MKT-00226,Campaign 0226,2026-01-02 00:00:00+00:00,2026-02-25 00:00:00+00:00,194501,1771,0.0628,1316048.39,2026,1,1,4,2,0,0,54,109.82552230378317,6.766280841743744,0.15958333333333333,0.2520833333333333,2694009.023235263,2828093.8678722903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.06628469204145,-1.0545459025195727,1.2823467763049488,-0.8493142407964772,1.147867940111743
MKT-00227,Campaign 0227,2024-08-04 00:00:00+00:00,2024-08-21 00:00:00+00:00,277289,2666,0.0382,2118546.18,2024,8,3,6,4,0,0,17,104.00937734433609,7.640209961448165,0.15833333333333333,0.3254166666666667,2745646.1699524573,2755334.291556837,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7442019454241143,-0.8601672842089578,-0.2317211154530271,-0.39314577158540126,0.9234725472635315
MKT-00228,Campaign 0228,2025-02-11 00:00:00+00:00,2025-03-25 00:00:00+00:00,456426,8368,0.0622,3296966.5,2025,2,1,1,11,0,0,42,54.544216061185466,7.223441477917559,0.15958333333333333,0.3254166666666667,2694009.023235263,2755334.291556837,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.04727803156232698,0.3782091198213507,1.2454182911401204,0.2767105198090286,-0.9849658386132764
MKT-00229,Campaign 0229,2026-01-22 00:00:00+00:00,2026-03-16 00:00:00+00:00,113249,1317,0.0406,397078.04,2026,1,1,3,22,0,0,53,85.99012908124526,3.506238818885818,0.15958333333333333,0.4225,2694009.023235263,2841772.1179897054,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.3823917042672769,-1.1531468999642869,-0.08400717479371239,-1.3716898822420025,0.22826355212698116
MKT-00230,Campaign 0230,2023-09-14 00:00:00+00:00,2023-11-08 00:00:00+00:00,827626,14109,0.0487,4869645.77,2023,9,3,3,14,0,0,55,58.659437238642,5.883872389219285,0.1675,0.4225,2698290.221362763,2841772.1179897054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3968577797189576,1.6250556535880996,0.414527374931475,1.1706777108662052,-0.8261945770282788
MKT-00231,Campaign 0231,2025-09-15 00:00:00+00:00,2025-12-07 00:00:00+00:00,836735,7601,0.0562,5821801.53,2025,9,3,0,15,0,0,83,110.08222602289173,6.957760258624296,0.16791666666666666,0.4225,2855926.099785614,2841772.1179897054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.432295907695685,0.21162990167136006,0.8761334394918335,1.711917127226104,1.1577719456509101
MKT-00232,Campaign 0232,2025-08-13 00:00:00+00:00,2025-09-01 00:00:00+00:00,325663,6424,0.024,1057334.08,2025,8,3,2,13,0,0,19,50.69473848069738,3.246712337600526,0.15833333333333333,0.2520833333333333,2745646.1699524573,2828093.8678722903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5560052166123663,-0.043994270118130153,-1.1056952643539724,-0.9963767152684625,-1.1334843229283793
MKT-00233,Campaign 0233,2024-01-03 00:00:00+00:00,2024-03-28 00:00:00+00:00,274131,2498,0.0483,1338449.88,2024,1,1,2,3,0,0,85,109.74019215372297,4.882519233505149,0.16875,0.3254166666666667,2935005.225015562,2755334.291556837,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.7564879930858232,-0.8966539969197772,0.3899083848215894,-0.8365804320200727,1.1445757779187333
MKT-00234,Campaign 0234,2024-10-27 00:00:00+00:00,2024-12-21 00:00:00+00:00,527998,5602,0.0337,2025722.54,2024,10,4,6,27,0,0,55,94.25169582292038,3.8366102523115617,0.1675,0.4225,2698290.221362763,2841772.1179897054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23116940455034568,-0.22251854302463903,-0.508684754189242,-0.44591005117974136,0.5470068997336658
MKT-00235,Campaign 0235,2025-02-22 00:00:00+00:00,2025-04-08 00:00:00+00:00,816941,15803,0.0609,4062604.11,2025,2,1,5,22,0,0,45,51.69531101689552,4.9729467733899995,0.15958333333333333,0.2520833333333333,2694009.023235263,2828093.8678722903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.3552882992676092,1.9929633400888611,1.1654065732829917,0.7119263432994916,-1.0948807687015158
MKT-00236,Campaign 0236,2023-04-21 00:00:00+00:00,2023-06-14 00:00:00+00:00,64305,569,0.0366,479182.82,2023,4,2,4,21,0,0,54,113.0140597539543,7.451719461939196,0.16791666666666666,0.4225,2855926.099785614,2841772.1179897054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5728059907633738,-1.315599644652935,-0.3301970758925701,-1.3250185863528112,1.270886385960521
MKT-00237,Campaign 0237,2023-02-20 00:00:00+00:00,2023-05-04 00:00:00+00:00,51056,465,0.0364,387822.85,2023,2,1,0,20,0,0,73,109.79784946236559,7.596028870260106,0.17791666666666667,0.4225,2915925.030689836,2841772.1179897054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.6243505903422146,-1.3381866572834422,-0.3425065709475129,-1.3769508635271444,1.146800281350756
MKT-00238,Campaign 0238,2023-03-09 00:00:00+00:00,2023-05-08 00:00:00+00:00,669530,7262,0.0282,4652997.17,2023,3,1,3,9,0,0,60,92.19636463784082,6.949647021044613,0.16791666666666666,0.4225,2855926.099785614,2841772.1179897054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7817928680262691,0.13800492780845677,-0.8471958682001717,1.047526891698563,0.46770921167312707
MKT-00239,Campaign 0239,2025-06-09 00:00:00+00:00,2025-07-28 00:00:00+00:00,647586,8103,0.0409,2562774.55,2025,6,2,0,9,0,0,49,79.91928915216586,3.9574273532781743,0.16875,0.3254166666666667,2935005.225015562,2755334.291556837,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6964207876309121,0.3206556741763083,-0.06554293221129794,-0.14063046494134032,-0.005958345762903085
MKT-00240,Campaign 0240,2024-12-18 00:00:00+00:00,2025-03-09 00:00:00+00:00,724112,7904,0.0505,5253735.53,2024,12,4,2,18,0,0,81,91.61336032388664,7.255418402125638,0.16875,0.4225,2935005.225015562,2841772.1179897054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9941415233370317,0.2774362942390878,0.5253128304259612,1.3890080789272186,0.4452160511734984
MKT-00241,Campaign 0241,2024-01-30 00:00:00+00:00,2024-02-28 00:00:00+00:00,558177,5857,0.0429,4058518.45,2024,1,1,1,30,0,0,29,95.30083660577087,7.271024155420235,0.15958333333333333,0.3254166666666667,2694009.023235263,2755334.291556837,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.34857935780642835,-0.1671369255171454,0.05755201833813111,0.7096039079094616,0.5874842880660218
MKT-00242,Campaign 0242,2025-01-27 00:00:00+00:00,2025-03-26 00:00:00+00:00,358463,8101,0.0773,1234855.77,2025,1,1,0,27,0,0,58,44.24922849030984,3.444862566010997,0.16791666666666666,0.2520833333333333,2855926.099785614,2828093.8678722903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.42839838846035627,0.32022130854879854,2.1747851677883085,-0.8954670322909392,-1.3821615406532934
MKT-00243,Campaign 0243,2025-01-03 00:00:00+00:00,2025-03-08 00:00:00+00:00,56684,797,0.0347,356829.76,2025,1,1,4,3,0,0,64,71.12170639899624,6.29507021381695,0.15833333333333333,0.3254166666666667,2745646.1699524573,2755334.291556837,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.602455126048327,-1.266081963116823,-0.4471372789145275,-1.3945684452795142,-0.34538197632520257
MKT-00244,Campaign 0244,2023-12-22 00:00:00+00:00,2024-02-17 00:00:00+00:00,414371,3475,0.028,2492508.31,2023,12,4,4,22,0,0,57,119.24345323741007,6.0151610754613625,0.15833333333333333,0.3254166666666667,2745646.1699524573,2755334.291556837,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.21089099369442402,-0.6844663878812624,-0.8595053632551145,-0.18057231093448375,1.5112255122499445
MKT-00245,Campaign 0245,2024-07-29 00:00:00+00:00,2024-09-19 00:00:00+00:00,114774,1097,0.0399,783598.06,2024,7,3,0,29,0,0,52,104.62534184138559,6.827313328802691,0.15833333333333333,0.4225,2745646.1699524573,2841772.1179897054,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.376458764848624,-1.2009271189903599,-0.12709040748601247,-1.1519780674059337,0.9472373599117214
MKT-00246,Campaign 0246,2025-12-12 00:00:00+00:00,2026-02-17 00:00:00+00:00,80532,1920,0.0475,568439.76,2025,12,4,4,12,0,0,67,41.94375,7.058557592013113,0.17791666666666667,0.4225,2915925.030689836,2841772.1179897054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.509675624896829,-1.022185663270096,0.3406704046018177,-1.2742817467083496,-1.4711102782008112
MKT-00247,Campaign 0247,2025-10-24 00:00:00+00:00,2025-12-31 00:00:00+00:00,533447,4755,0.0216,1904485.89,2025,10,4,4,24,0,0,68,112.18654048370136,3.5701501554981094,0.16791666666666666,0.4225,2855926.099785614,2841772.1179897054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25236847792230616,-0.40647238627501986,-1.253409205013287,-0.5148253027005948,1.2389594802467534
MKT-00248,Campaign 0248,2023-07-23 00:00:00+00:00,2023-10-20 00:00:00+00:00,848332,20874,0.0629,3896847.31,2023,7,3,6,23,0,0,89,40.64060553798984,4.593540394562506,0.17791666666666667,0.4225,2915925.030689836,2841772.1179897054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4774134804419916,3.094297388639842,1.2885015238324204,0.6177042449217174,-1.5213875005757054
MKT-00249,Campaign 0249,2023-10-22 00:00:00+00:00,2024-01-11 00:00:00+00:00,695782,7202,0.0379,5442099.58,2023,10,4,6,22,0,0,81,96.60955290197167,7.82155844790466,0.16875,0.2520833333333333,2935005.225015562,2828093.8678722903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8839250159728108,0.12497395898316414,-0.2501853580354411,1.4960809474305679,0.6379764799664026
MKT-00250,Campaign 0250,2023-06-27 00:00:00+00:00,2023-09-05 00:00:00+00:00,514962,7883,0.0691,3144748.5,2023,6,2,1,27,0,0,70,65.32563744767221,6.10675836275298,0.1675,0.4225,2698290.221362763,2841772.1179897054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1804534712640773,0.27287545515023537,1.67009587053565,0.19018435997203822,-0.5690028073698471
MKT-00251,Campaign 0251,2025-12-15 00:00:00+00:00,2025-12-30 00:00:00+00:00,197472,3323,0.0633,1532639.64,2025,12,4,0,15,0,0,15,59.4258200421306,7.761301045211472,0.16791666666666666,0.4225,2855926.099785614,2841772.1179897054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0547261589182908,-0.7174781755720037,1.3131205139423061,-0.7261960214216756,-0.7966264057636328
