customer_id,customer_name,segment,industry,region,country,signup_date,employee_count,annual_revenue,engagement_score,customer_health_score,churn_risk_score,churn_flag,total_orders,total_revenue,total_margin,recent_order_count,recent_revenue,recent_avg_discount,recent_avg_shipping_days,recent_last_order,days_since_last_order,order_velocity,revenue_90d_target,signup_year,signup_month,signup_quarter,signup_dayofweek,signup_day,signup_is_month_start,signup_is_month_end,recent_order_year,recent_order_month,recent_order_quarter,recent_order_dayofweek,recent_order_day,recent_order_is_month_start,recent_order_is_month_end,recent_revenue_ratio,customer_value_proxy,segment_frequency,industry_frequency,region_frequency,total_orders_standard_scaled,total_revenue_standard_scaled,recent_revenue_standard_scaled,days_since_last_order_standard_scaled,customer_value_proxy_standard_scaled
CUS-001230,Customer 01230,Enterprise,Manufacturing,Latin America,Country-06,2023-10-30 00:00:00+00:00,24521,68007871,89.17,45.02,53.77,0,29.0,3188201.18,1498613.43,9,957878.78,0.0762222222222222,11.666666666666666,2026-06-23 00:00:00+00:00,42,0.6905,1167571.4,2023,10,4,0,30,0,0,2026,6,2,1,23,0,0,0.014084822328874256,809064.002,0.286875,0.100875,0.15975,0.9779944537942095,1.0528344172973525,1.3289801293304253,-0.4922059445430441,1.0345938725238826
CUS-001231,Customer 01231,Enterprise,Government,Europe,Country-07,2024-01-14 00:00:00+00:00,13771,605200584,55.64,37.15,58.04,1,31.0,3102168.29,1366258.88,5,316576.99,0.07474,14.4,2026-07-30 00:00:00+00:00,5,6.2,351221.55,2024,1,1,6,14,0,0,2026,7,3,3,30,0,0,0.0005230943233855174,404558.33849999995,0.286875,0.100375,0.211125,1.1177079471933822,0.9967279944952883,-0.10115346026563588,-0.5928952953416115,0.1483146981469668
CUS-001232,Customer 01232,Mid-Market,Energy,Asia Pacific,Country-08,2023-07-27 00:00:00+00:00,11910,19905104,45.91,18.7,83.57,1,10.0,1431702.01,621443.4,3,529622.72,0.0395333333333333,14.333333333333334,2026-08-02 00:00:00+00:00,2,5.0,482627.05,2023,7,3,3,27,0,0,2026,8,3,6,2,0,0,0.02660738270947994,505768.5555,0.419125,0.100375,0.186,-0.34928373349793196,-0.09266801884648769,0.37394868250713453,-0.6010592967577115,0.37006810151128966
CUS-001233,Customer 01233,Enterprise,Logistics,Asia Pacific,Country-09,2023-11-14 00:00:00+00:00,11134,966903320,66.13,60.27,34.09,0,48.0,4849367.52,1946271.7,6,613190.92,0.0683166666666666,9.166666666666666,2026-07-30 00:00:00+00:00,5,9.6,619077.93,2023,11,4,1,14,0,0,2026,7,3,3,30,0,0,0.0006341801784277667,701953.6435,0.286875,0.10575,0.186,2.305272641086351,2.1361654668133885,0.560309755726783,-0.5928952953416115,0.7999131531559189
CUS-001234,Customer 01234,Mid-Market,Technology,Asia Pacific,Country-10,2024-03-24 00:00:00+00:00,15165,21021247,54.18,15.63,80.02,1,6.0,755495.4,304832.77,3,352715.06,0.0403,10.666666666666666,2026-06-25 00:00:00+00:00,40,0.15,366608.94,2024,3,1,6,24,0,0,2026,6,2,3,25,0,0,0.0167789789064369,273149.153,0.419125,0.098625,0.186,-0.6287107202962775,-0.5336567379539198,-0.02056383994011996,-0.4976486121537775,-0.13960518762858287
CUS-001235,Customer 01235,Enterprise,Finance,Latin America,Country-11,2023-07-12 00:00:00+00:00,22728,157974591,88.19,41.46,55.87,0,22.0,2521526.16,1052221.66,5,318502.59,0.0711,8.4,2026-06-25 00:00:00+00:00,40,0.55,322785.89,2023,7,3,2,12,0,0,2026,6,2,3,25,0,0,0.0020161634094688053,254126.09750000003,0.286875,0.099875,0.15975,0.48899722689710473,0.6180617327613027,-0.09685928039109315,-0.4976486121537775,-0.18128504391733472
CUS-001236,Customer 01236,Enterprise,Energy,North America,Country-12,2025-04-22 00:00:00+00:00,16028,504196408,52.19,47.16,47.41,0,26.0,2850890.64,1048886.01,13,1689439.06,0.0451307692307692,9.692307692307692,2026-07-08 00:00:00+00:00,27,0.963,2000191.67,2025,4,2,1,22,0,0,2026,7,3,2,8,0,0,0.0033507558427508673,1399917.7085,0.286875,0.100375,0.319625,0.7684242136954503,0.8328570601164811,2.9603944580543473,-0.5330259516235444,2.3291649562594268
CUS-001237,Customer 01237,Enterprise,Education,North America,Country-13,2025-03-18 00:00:00+00:00,2503,236743944,71.59,45.95,51.66,0,38.0,3872995.31,1593822.96,18,1772887.42,0.1079,9.444444444444445,2026-08-01 00:00:00+00:00,3,12.6667,1698103.04,2025,3,1,1,18,0,0,2026,8,3,5,1,1,0,0.007488628389159555,1620158.5320000001,0.286875,0.09575,0.319625,1.606705174090487,1.4994234949181529,3.1464882823561697,-0.5983379629523449,2.8117165564687827
CUS-001238,Customer 01238,Mid-Market,Manufacturing,Asia Pacific,Country-14,2025-02-27 00:00:00+00:00,4923,16148288,50.29,21.78,82.31,1,11.0,1793644.19,745602.62,2,219185.29,0.1254,11.0,2026-04-25 00:00:00+00:00,101,0.1089,223525.52,2025,2,1,3,27,0,0,2026,4,2,5,25,0,0,0.013573283434132461,168630.548,0.419125,0.100875,0.186,-0.27942698679834554,0.143372883429152,-0.3183415980343807,-0.33164725002640966,-0.36860732852549755
CUS-001239,Customer 01239,Enterprise,Education,North America,Country-15,2023-01-02 00:00:00+00:00,15745,697044616,95.81,68.01,25.8,0,55.0,5363266.71,2181984.78,9,1103502.33,0.0765555555555555,11.333333333333334,2026-08-04 00:00:00+00:00,0,55.0,1445540.22,2023,1,1,0,2,0,0,2026,8,3,1,4,0,0,0.0015831157786318805,2322340.009,0.286875,0.09575,0.319625,2.7942698679834557,2.4713052631375434,1.6537275938450988,-0.606501964368445,4.350208785016587
CUS-001240,Customer 01240,Enterprise,Logistics,North America,Country-16,2024-03-21 00:00:00+00:00,9249,230706496,84.37,43.61,47.96,0,24.0,2398718.69,1040585.12,8,886158.31,0.0554875,9.375,2026-07-18 00:00:00+00:00,17,1.4118,1172848.9,2024,3,1,3,21,0,0,2026,7,3,5,18,0,0,0.0038410635390171244,800255.439,0.286875,0.10575,0.319625,0.6287107202962775,0.5379727361569595,1.1690400592916117,-0.5602392896772113,1.0152941527732666
CUS-001241,Customer 01241,SMB,Retail,North America,Country-17,2024-12-16 00:00:00+00:00,11997,4434709,47.34,7.37,91.38,1,1.0,46112.04,12670.6,1,46112.04,0.004,11.0,2026-05-06 00:00:00+00:00,90,0.0111,62074.51,2024,12,4,0,16,0,0,2026,5,2,2,6,0,0,0.010397985527348018,40448.3945,0.294,0.099375,0.319625,-0.9779944537942095,-0.9962817029517129,-0.7043032032336373,-0.3615819218854432,-0.6494567292257553
CUS-001242,Customer 01242,Mid-Market,Government,North America,Country-18,2023-11-10 00:00:00+00:00,10032,7608829,71.56,24.34,67.69,1,8.0,1015292.31,432930.4,1,18823.93,0.0938,2.0,2026-02-26 00:00:00+00:00,159,0.0503,21432.45,2023,11,4,4,10,0,0,2026,2,1,3,26,0,0,0.0024739588706751067,16288.4295,0.419125,0.100375,0.319625,-0.48899722689710473,-0.36422996087913073,-0.7651569905084118,-0.17380988931514185,-0.7023916464971303
CUS-001243,Customer 01243,Mid-Market,Manufacturing,Middle East & Africa,Country-19,2023-07-28 00:00:00+00:00,14908,6969771,39.53,25.7,83.65,1,9.0,749090.37,351202.98,1,25781.37,0.0793,13.0,2026-03-15 00:00:00+00:00,142,0.0634,30874.01,2023,7,3,4,28,0,0,2026,3,1,6,15,0,0,0.003699026840336648,22703.4515,0.419125,0.100875,0.1235,-0.4191404801975183,-0.5378337837469869,-0.7496415673538948,-0.2200725640063755,-0.6883362180698105
CUS-001244,Customer 01244,Enterprise,Energy,North America,Country-20,2024-07-04 00:00:00+00:00,5786,87741741,100.0,57.65,37.46,0,43.0,5139051.35,2243210.71,6,537903.31,0.0545499999999999,12.666666666666666,2026-06-10 00:00:00+00:00,55,0.7818,520857.04,2024,7,3,3,4,0,0,2026,6,2,2,10,0,0,0.006130529254029733,417006.288,0.286875,0.100375,0.319625,1.955988907588419,2.32508302433007,0.3924147932920013,-0.4568286050732772,0.17558837908900282
CUS-001245,Customer 01245,Mid-Market,Manufacturing,North America,Country-21,2023-01-03 00:00:00+00:00,1865,16263303,46.21,14.5,85.84,1,5.0,1021452.29,470503.38,0,0.0,0.0,0.0,,999,0.005,0.0,2023,1,1,1,3,0,0,0,0,0,0,0,0,0,0.0,125.0,0.419125,0.100875,0.319625,-0.6985674669958639,-0.36021272465316806,-0.8071352525388437,2.1121105071928743,-0.737806010855862
CUS-001246,Customer 01246,Enterprise,Manufacturing,Middle East & Africa,Country-22,2024-07-05 00:00:00+00:00,5868,874189428,89.6,79.87,23.3,0,67.0,6235618.71,2701320.36,12,743416.62,0.0822,11.25,2026-06-02 00:00:00+00:00,63,1.0635,647951.68,2024,7,3,4,5,0,0,2026,6,2,1,2,0,0,0.0008504067839173182,550737.236,0.286875,0.100875,0.1235,3.632550828378492,3.0402103661071913,0.8507192800767146,-0.4350579346303437,0.46859528820507823
CUS-001247,Customer 01247,Mid-Market,Energy,Middle East & Africa,Country-23,2024-02-11 00:00:00+00:00,16707,18843525,65.72,20.63,70.54,1,8.0,781025.73,317111.45,0,0.0,0.0,0.0,,999,0.008,0.0,2024,2,1,6,11,0,0,0,0,0,0,0,0,0,0.0,200.0,0.419125,0.100375,0.1235,-0.48899722689710473,-0.5170071114069535,-0.8071352525388437,2.1121105071928743,-0.7376416845087271
CUS-001248,Customer 01248,Enterprise,Energy,North America,Country-00,2024-09-07 00:00:00+00:00,15206,702276363,75.7,54.51,39.57,0,38.0,3301432.78,1556405.51,8,449028.99,0.0749625,12.0,2026-07-30 00:00:00+00:00,5,7.6,530100.98,2024,9,3,5,7,0,0,2026,7,3,3,30,0,0,0.00063939072088633,555146.939,0.286875,0.100375,0.319625,1.606705174090487,1.1266785020904382,0.1942208193058861,-0.5928952953416115,0.4782570266842662
CUS-001249,Customer 01249,SMB,Energy,Middle East & Africa,Country-01,2024-09-06 00:00:00+00:00,20233,4911426,61.01,26.68,68.91,1,3.0,256557.21,80433.69,0,0.0,0.0,0.0,,999,0.003,0.0,2024,9,3,4,6,0,0,0,0,0,0,0,0,0,0.0,75.0,0.294,0.100375,0.1235,-0.8382809603950366,-0.8590397053311252,-0.8071352525388437,2.1121105071928743,-0.7379155617539518
CUS-001250,Customer 01250,SMB,Finance,North America,Country-02,2024-04-27 00:00:00+00:00,2734,3736017,57.95,24.02,81.45,1,3.0,339735.06,112321.34,0,0.0,0.0,0.0,,999,0.003,0.0,2024,4,2,5,27,0,0,0,0,0,0,0,0,0,0.0,75.0,0.294,0.099875,0.319625,-0.8382809603950366,-0.8047951993071303,-0.8071352525388437,2.1121105071928743,-0.7379155617539518
CUS-001251,Customer 01251,Enterprise,Education,Latin America,Country-03,2024-06-09 00:00:00+00:00,3561,359976427,73.5,40.14,72.68,1,29.0,2787711.37,1135347.18,4,570666.9500000001,0.054425,9.0,2026-05-26 00:00:00+00:00,70,0.4143,586116.85,2024,6,2,6,9,0,0,2026,5,2,1,26,0,0,0.0015852897778775943,443765.1775,0.286875,0.09575,0.15975,0.9779944537942095,0.7916546451453488,0.46547927371616027,-0.4160085979927769,0.23421758662123088
CUS-001252,Customer 01252,Enterprise,Retail,North America,Country-04,2023-01-25 00:00:00+00:00,3250,334322212,66.1,42.46,70.53,1,24.0,2710975.18,1265278.17,2,35142.23,0.1003999999999999,6.5,2026-07-22 00:00:00+00:00,13,1.8462,42647.34,2023,1,1,2,25,0,0,2026,7,3,2,22,0,0,0.00010511485249445527,75138.461,0.286875,0.099375,0.319625,0.6287107202962775,0.7416110732002528,-0.728766402927009,-0.571124624898678,-0.5734501704283398
CUS-001253,Customer 01253,Enterprise,Education,Europe,Country-05,2025-06-02 00:00:00+00:00,14078,678222047,73.72,63.13,45.78,0,42.0,4404685.01,2016915.58,18,1487364.73,0.0675666666666666,11.0,2026-08-02 00:00:00+00:00,2,21.0,1396736.48,2025,6,2,0,2,0,0,2026,8,3,6,2,0,0,0.0021930350636330757,1608803.66,0.286875,0.09575,0.211125,1.8861321608888326,1.8461653875559887,2.509759060750811,-0.6010592967577115,2.786837827962882
CUS-001254,Customer 01254,Mid-Market,Finance,North America,Country-06,2023-03-10 00:00:00+00:00,14343,20031769,56.56,14.52,76.8,1,6.0,632772.0,283707.14,1,198460.34,0.0846,11.0,2026-06-08 00:00:00+00:00,57,0.1053,220116.96,2023,3,1,4,10,0,0,2026,6,2,0,8,0,0,0.009907279781431185,159057.572,0.419125,0.099875,0.319625,-0.6287107202962775,-0.6136909082358534,-0.36455922536659024,-0.45138593746254385,-0.38958189088934453
CUS-001255,Customer 01255,Enterprise,Energy,Asia Pacific,Country-07,2025-05-28 00:00:00+00:00,4003,406396078,76.96,49.87,44.0,0,35.0,3361823.3,1317384.04,17,2046373.75,0.0522647058823529,9.411764705882351,2026-08-04 00:00:00+00:00,0,35.0,2563317.92,2025,5,2,2,28,0,0,2026,8,3,1,4,0,0,0.005035417074079145,2590710.772,0.286875,0.100375,0.186,1.3971349339917278,1.1660622313637024,3.7563758468807484,-0.606501964368445,4.938213947170622
CUS-001256,Customer 01256,SMB,Government,North America,Country-08,2025-05-26 00:00:00+00:00,11247,3972789,58.29,34.09,75.62,1,6.0,554830.13,251921.1,3,375698.63,0.0702666666666666,7.666666666666667,2026-07-15 00:00:00+00:00,20,0.3,434000.18,2025,5,2,0,26,0,0,2026,7,3,2,15,0,0,0.09456797982475283,309679.515,0.294,0.100375,0.319625,-0.6287107202962775,-0.6645207654242326,0.03069061775573701,-0.5520752882611112,-0.05956650833565407
CUS-001257,Customer 01257,SMB,Healthcare,Europe,Country-09,2024-10-08 00:00:00+00:00,1310,4977268,50.56,19.62,91.05,1,8.0,872236.49,302183.29,1,150499.17,0.0,18.0,2026-05-25 00:00:00+00:00,71,0.1127,171222.64,2024,10,4,1,8,0,0,2026,5,2,0,25,0,0,0.03023730488291971,122945.092,0.294,0.100625,0.211125,-0.48899722689710473,-0.4575239362554782,-0.47151492279779017,-0.41328726418741024,-0.4687049832143618
CUS-001258,Customer 01258,SMB,Telecom,Asia Pacific,Country-10,2024-11-02 00:00:00+00:00,15308,809913,46.59,16.62,88.95,1,3.0,196072.9,108959.25,1,92630.06,0.0661,4.0,2026-04-09 00:00:00+00:00,117,0.0256,106755.55,2024,11,4,5,2,0,0,2026,4,2,3,9,0,0,0.11437038299175344,75056.4665,0.294,0.098375,0.186,-0.8382809603950366,-0.898484599833113,-0.6005657991582465,-0.2881059091405427,-0.5736298218506083
CUS-001259,Customer 01259,Mid-Market,Education,North America,Country-11,2023-01-27 00:00:00+00:00,14260,20660834,48.84,15.9,89.74,1,10.0,1127516.83,439865.31,0,0.0,0.0,0.0,,999,0.01,0.0,2023,1,1,4,27,0,0,0,0,0,0,0,0,0,0.0,250.0,0.419125,0.09575,0.319625,-0.34928373349793196,-0.29104264416945463,-0.8071352525388437,2.1121105071928743,-0.7375321336106373
CUS-001260,Customer 01260,SMB,Education,Middle East & Africa,Country-12,2025-05-03 00:00:00+00:00,698,3630366,48.55,37.98,59.02,1,11.0,878310.24,319524.96,6,493570.13,0.0693833333333333,12.5,2026-08-04 00:00:00+00:00,0,11.0,524062.86,2025,5,2,5,3,0,0,2026,8,3,1,4,0,0,0.13595602481953611,655850.0530000001,0.294,0.09575,0.1235,-0.27942698679834554,-0.45356293499777267,0.29354968666005443,-0.606501964368445,0.698899358267108
CUS-001261,Customer 01261,Enterprise,Healthcare,Europe,Country-13,2024-04-20 00:00:00+00:00,2234,664190881,48.26,56.91,55.1,0,26.0,2635319.23,1118301.44,5,336792.7,0.0692,8.0,2026-05-23 00:00:00+00:00,73,0.3562,284773.97,2024,4,2,5,20,0,0,2026,5,2,5,23,0,0,0.0005070721529523679,243292.9695,0.286875,0.100625,0.211125,0.7684242136954503,0.692271980695144,-0.05607146243036862,-0.4078445965766769,-0.20502062194777548
CUS-001262,Customer 01262,Mid-Market,Technology,North America,Country-14,2023-11-02 00:00:00+00:00,17630,20208084,46.83,19.42,75.46,1,10.0,1326065.2,534441.62,1,57034.02,0.1856,8.0,2026-04-16 00:00:00+00:00,110,0.0909,46721.35,2023,11,4,3,2,0,0,2026,4,2,3,16,0,0,0.0028223368430178733,41438.5805,0.419125,0.098625,0.319625,-0.34928373349793196,-0.16155915484484062,-0.6799466667223382,-0.3071552457781095,-0.6472872139142358
CUS-001263,Customer 01263,Mid-Market,Finance,North America,Country-15,2024-08-25 00:00:00+00:00,22481,5118991,66.49,39.54,49.19,0,8.0,568544.79,270077.74,3,174745.08000000002,0.0847,13.0,2026-04-04 00:00:00+00:00,122,0.0656,195449.17,2024,8,3,6,25,0,0,2026,4,2,5,4,0,0,0.03413662575300484,139945.2415,0.419125,0.099875,0.319625,-0.48899722689710473,-0.6555767381743451,-0.41744538667296033,-0.27449924011370924,-0.43145735030663585
CUS-001264,Customer 01264,SMB,Technology,Europe,Country-16,2024-04-26 00:00:00+00:00,21250,3384213,56.39,21.29,84.32,1,4.0,384932.97,114335.55,1,4168.02,0.0336,1.0,2026-07-17 00:00:00+00:00,18,0.2222,4366.21,2024,4,2,4,26,0,0,2026,7,3,4,17,0,0,0.0012316068758083491,8750.3815,0.294,0.098625,0.211125,-0.7684242136954503,-0.7753193436404237,-0.7978403690735906,-0.5575179558718446,-0.7189076450620145
CUS-001265,Customer 01265,Mid-Market,Finance,North America,Country-17,2023-11-22 00:00:00+00:00,14188,3707523,57.71,24.85,71.07,1,9.0,1218293.97,412207.1,3,384033.48,0.0852666666666666,12.333333333333334,2026-06-17 00:00:00+00:00,48,0.1875,512600.85,2023,11,4,2,22,0,0,2026,6,2,2,17,0,0,0.10358222457419684,337711.1895,0.419125,0.099875,0.319625,-0.4191404801975183,-0.23184225467187788,0.04927773092946555,-0.475877941710844,0.0018513939930791129
CUS-001266,Customer 01266,SMB,Retail,Europe,Country-18,2023-10-17 00:00:00+00:00,13115,2971200,46.81,12.69,78.22,1,4.0,720065.82,294523.48000000004,1,180275.47,0.1077,14.0,2026-07-20 00:00:00+00:00,15,0.2667,198440.23,2023,10,4,1,17,0,0,2026,7,3,0,20,0,0,0.060674296580506194,148231.7685,0.294,0.099375,0.211125,-0.7684242136954503,-0.5567621688557477,-0.4051123531060867,-0.5656819572879447,-0.41330142080872406
CUS-001267,Customer 01267,Enterprise,Government,Asia Pacific,Country-19,2023-04-17 00:00:00+00:00,20216,144389327,77.18,25.04,81.1,1,19.0,2525124.71,1090485.12,2,306105.35,0.04045,9.0,2026-04-14 00:00:00+00:00,112,0.1696,423444.93,2023,4,2,0,17,0,0,2026,4,2,1,14,0,0,0.002119999839046275,274887.8655,0.286875,0.100375,0.186,0.27942698679834554,0.6204085302218363,-0.12450571709023903,-0.3017125781673761,-0.1357956373106827
CUS-001268,Customer 01268,SMB,Energy,Europe,Country-20,2025-03-29 00:00:00+00:00,21024,4360968,53.54,19.6,67.6,1,6.0,594257.53,277033.27,1,53550.75,0.1199,13.0,2026-03-06 00:00:00+00:00,151,0.0397,51643.68,2025,3,1,5,29,0,0,2026,3,1,4,6,0,0,0.012279555823386001,40488.088,0.294,0.100375,0.211125,-0.6287107202962775,-0.6388081527898538,-0.6877145250166871,-0.19558055975807534,-0.6493697600542887
CUS-001269,Customer 01269,Mid-Market,Telecom,Europe,Country-21,2024-08-22 00:00:00+00:00,22664,10417875,55.18,21.8,81.38,1,6.0,528775.03,234125.55,1,88963.49,0.0863,20.0,2026-05-16 00:00:00+00:00,80,0.075,114194.0,2024,8,3,3,22,0,0,2026,5,2,5,16,0,0,0.008539504457482933,77428.296,0.419125,0.098375,0.211125,-0.6287107202962775,-0.6815126211755628,-0.608742425198235,-0.38879525993911007,-0.5684331008137894
CUS-001270,Customer 01270,Mid-Market,Manufacturing,Latin America,Country-22,2023-09-16 00:00:00+00:00,10006,14582716,44.24,23.83,73.04,1,8.0,993666.46,380091.91,0,0.0,0.0,0.0,,999,0.008,0.0,2023,9,3,5,16,0,0,0,0,0,0,0,0,0,0.0,200.0,0.419125,0.100875,0.15975,-0.48899722689710473,-0.378333277454385,-0.8071352525388437,2.1121105071928743,-0.7376416845087271
CUS-001271,Customer 01271,SMB,Retail,North America,Country-23,2024-10-12 00:00:00+00:00,11914,4556643,49.42,27.64,83.57,1,2.0,217374.58,104430.2,0,0.0,0.0,0.0,,999,0.002,0.0,2024,10,4,5,12,0,0,0,0,0,0,0,0,0,0.0,50.0,0.294,0.099375,0.319625,-0.908137707094623,-0.8845926910006388,-0.8071352525388437,2.1121105071928743,-0.7379703372029967
CUS-001272,Customer 01272,Mid-Market,Telecom,Asia Pacific,Country-00,2024-09-16 00:00:00+00:00,1996,9230005,85.42,37.78,65.42,1,11.0,1543418.83,586506.48,3,534356.05,0.0683,9.0,2026-07-27 00:00:00+00:00,8,1.375,515360.85,2024,9,3,0,16,0,0,2026,7,3,0,27,0,0,0.05789336517152483,428493.7175,0.419125,0.098375,0.186,-0.27942698679834554,-0.01981179912607475,0.38450423424455105,-0.5847312939255115,0.20075754345837402
CUS-001273,Customer 01273,Mid-Market,Energy,Middle East & Africa,Country-01,2023-05-06 00:00:00+00:00,4399,7390069,45.09,12.62,94.9,1,6.0,463273.28,213316.44,0,0.0,0.0,0.0,,999,0.006,0.0,2023,5,2,5,6,0,0,0,0,0,0,0,0,0,0.0,150.0,0.419125,0.100375,0.1235,-0.6287107202962775,-0.7242296434652373,-0.8071352525388437,2.1121105071928743,-0.737751235406817
CUS-001274,Customer 01274,Mid-Market,Healthcare,North America,Country-02,2023-06-07 00:00:00+00:00,9454,2588305,56.22,20.13,72.28,1,5.0,812875.3,376465.16,0,0.0,0.0,0.0,,999,0.005,0.0,2023,6,2,2,7,0,0,0,0,0,0,0,0,0,0.0,125.0,0.419125,0.100625,0.319625,-0.6985674669958639,-0.49623638708880097,-0.8071352525388437,2.1121105071928743,-0.737806010855862
CUS-001275,Customer 01275,Enterprise,Logistics,Asia Pacific,Country-03,2023-07-27 00:00:00+00:00,20243,649724770,66.59,65.44,22.7,0,47.0,4353632.04,1777139.41,5,320269.85000000003,0.08506,13.0,2026-07-31 00:00:00+00:00,4,11.75,414690.78,2023,7,3,3,27,0,0,2026,7,3,4,31,0,1,0.0004929315685470942,566999.713,0.286875,0.10575,0.186,2.2354158943867644,1.8128711495021341,-0.0929182062712945,-0.5956166291469782,0.5042266674153808
CUS-001276,Customer 01276,Mid-Market,Finance,Middle East & Africa,Country-04,2023-04-05 00:00:00+00:00,11173,18815672,91.78,46.99,50.47,0,9.0,709725.62,259318.86,1,51790.23,0.0743,3.0,2026-07-30 00:00:00+00:00,5,1.8,59791.01,2023,4,2,2,5,0,0,2026,7,3,3,30,0,0,0.0027525049331217086,86642.9455,0.419125,0.099875,0.1235,-0.4191404801975183,-0.5635055391302777,-0.6916405686149057,-0.5928952953416115,-0.5482436382476302
CUS-001277,Customer 01277,Enterprise,Retail,Europe,Country-05,2025-01-10 00:00:00+00:00,14692,247802104,58.55,46.4,57.88,0,34.0,3950422.64,1563761.17,7,468444.96,0.0801714285714285,6.428571428571429,2026-08-03 00:00:00+00:00,1,34.0,590376.25,2025,1,1,4,10,0,0,2026,8,3,0,3,0,0,0.0018903994455188324,1244009.6715000002,0.286875,0.099375,0.211125,1.3272781872921413,1.5499177944054183,0.2375193587838275,-0.6037806305630783,1.9875676468039922
CUS-001278,Customer 01278,Enterprise,Technology,Middle East & Africa,Country-06,2023-05-21 00:00:00+00:00,21641,490855712,69.75,62.79,37.71,0,39.0,4085554.73,1698369.87,5,293979.62,0.06738,6.6,2026-05-23 00:00:00+00:00,73,0.5342,273839.95,2023,5,2,6,21,0,0,2026,5,2,5,23,0,0,0.0005989124967134945,226790.83049999998,0.286875,0.098625,0.1235,1.6765619207900733,1.6380443024846725,-0.15154667353505516,-0.4078445965766769,-0.2411771049048383
CUS-001279,Customer 01279,SMB,Manufacturing,North America,Country-07,2024-12-31 00:00:00+00:00,11903,1858528,38.89,12.31,95.75,1,4.0,414178.99,217787.19,2,257485.72,0.0905,8.5,2026-04-08 00:00:00+00:00,118,0.0339,339053.6,2024,12,4,1,31,0,1,2026,4,2,2,8,0,0,0.13854282528969164,222510.54799999998,0.294,0.100875,0.319625,-0.7684242136954503,-0.7562465266817276,-0.2329298117379903,-0.28538457533517597,-0.25055528074390154
CUS-001280,Customer 01280,Mid-Market,Retail,Asia Pacific,Country-08,2024-04-21 00:00:00+00:00,8384,23643344,40.44,25.59,78.24,1,7.0,1326418.78,479521.3000000001,1,143158.72,0.0179,2.0,2026-06-27 00:00:00+00:00,38,0.1842,180357.52,2024,4,2,6,21,0,0,2026,6,2,5,27,0,0,0.006054926917275323,124993.62,0.419125,0.099375,0.186,-0.5588539735966911,-0.16132856734540454,-0.4878844765265431,-0.5030912797645108,-0.46421662157111876
CUS-001281,Customer 01281,Mid-Market,Manufacturing,North America,Country-09,2023-04-16 00:00:00+00:00,18264,15314104,39.68,11.17,81.48,1,5.0,921131.53,417375.79,0,0.0,0.0,0.0,,999,0.005,0.0,2023,4,2,6,16,0,0,0,0,0,0,0,0,0,0.0,125.0,0.419125,0.100875,0.319625,-0.6985674669958639,-0.4256369940969171,-0.8071352525388437,2.1121105071928743,-0.737806010855862
CUS-001282,Customer 01282,Mid-Market,Healthcare,North America,Country-10,2025-01-30 00:00:00+00:00,7894,14733801,65.96,38.46,64.79,1,8.0,1306842.88,678724.16,1,109933.7,0.0,1.0,2026-03-11 00:00:00+00:00,146,0.0548,107739.97,2025,1,1,3,30,0,0,2026,3,1,2,11,0,0,0.007461326510382487,83052.4695,0.419125,0.100625,0.319625,-0.48899722689710473,-0.1740950072747262,-0.5619778563641401,-0.20918722878490878,-0.5561104356550295
CUS-001283,Customer 01283,Mid-Market,Technology,Middle East & Africa,Country-11,2023-06-06 00:00:00+00:00,9721,4439185,67.92,37.34,63.86,1,14.0,1052174.26,430827.46,2,89680.57999999999,0.08515,8.0,2026-07-20 00:00:00+00:00,15,0.9333,96405.48,2023,6,2,1,6,0,0,2026,7,3,0,20,0,0,0.020202037085636212,92946.65,0.419125,0.098625,0.1235,-0.06985674669958639,-0.34017736563951256,-0.6071432802843195,-0.5656819572879447,-0.5344321084622727
CUS-001284,Customer 01284,Mid-Market,Government,North America,Country-12,2025-06-18 00:00:00+00:00,22203,2537672,50.17,5.75,100.0,1,5.0,704123.74,223488.64,1,419404.05,0.0,14.0,2026-07-25 00:00:00+00:00,10,0.5,486783.81,2025,6,2,2,18,0,0,2026,7,3,5,25,0,0,0.16527118161842821,350635.95349999995,0.419125,0.100375,0.319625,-0.6985674669958639,-0.5671588099638674,0.12815578963589574,-0.5792886263147781,0.030169784069059975
CUS-001285,Customer 01285,SMB,Healthcare,Middle East & Africa,Country-13,2023-01-13 00:00:00+00:00,10947,4910337,63.73,32.07,61.45,1,4.0,329130.34,124421.83,1,46871.47,0.1515,19.0,2026-03-05 00:00:00+00:00,152,0.0263,49550.2,2023,1,1,4,13,0,0,2026,3,1,3,5,0,0,0.009545469078802535,36748.657999999996,0.294,0.100625,0.1235,-0.7684242136954503,-0.8117110765259183,-0.7026096380995887,-0.19285922595270866,-0.6575629183511694
CUS-001286,Customer 01286,SMB,Retail,Asia Pacific,Country-14,2024-07-14 00:00:00+00:00,6292,522954,12.49,0.0,95.36,1,3.0,121779.69,63380.82,0,0.0,0.0,0.0,,999,0.003,0.0,2024,7,3,6,14,0,0,0,0,0,0,0,0,0,0.0,75.0,0.294,0.099375,0.186,-0.8382809603950366,-0.9469349802815967,-0.8071352525388437,2.1121105071928743,-0.7379155617539518
