date,year,quarter,month,week,weekday,weekend,holiday_flag,festival,financial_quarter
2024-06-13,2024,2,6,24,3,False,True,None,2
2024-06-14,2024,2,6,24,4,False,False,None,2
2024-06-15,2024,2,6,24,5,True,False,None,2
2024-06-16,2024,2,6,24,6,True,False,None,2
2024-06-17,2024,2,6,25,0,False,False,None,2
2024-06-18,2024,2,6,25,1,False,False,None,2
2024-06-19,2024,2,6,25,2,False,False,None,2
2024-06-20,2024,2,6,25,3,False,False,None,2
2024-06-21,2024,2,6,25,4,False,False,None,2
2024-06-22,2024,2,6,25,5,True,False,None,2
2024-06-23,2024,2,6,25,6,True,False,None,2
2024-06-24,2024,2,6,26,0,False,False,None,2
2024-06-25,2024,2,6,26,1,False,False,None,2
2024-06-26,2024,2,6,26,2,False,False,None,2
2024-06-27,2024,2,6,26,3,False,False,None,2
2024-06-28,2024,2,6,26,4,False,False,None,2
2024-06-29,2024,2,6,26,5,True,False,None,2
2024-06-30,2024,2,6,26,6,True,False,None,2
2024-07-01,2024,3,7,27,0,False,False,Christmas,3
2024-07-02,2024,3,7,27,1,False,False,None,3
2024-07-03,2024,3,7,27,2,False,False,None,3
2024-07-04,2024,3,7,27,3,False,False,None,3
2024-07-05,2024,3,7,27,4,False,False,None,3
2024-07-06,2024,3,7,27,5,True,False,None,3
2024-07-07,2024,3,7,27,6,True,True,None,3
2024-07-08,2024,3,7,28,0,False,False,None,3
2024-07-09,2024,3,7,28,1,False,False,None,3
2024-07-10,2024,3,7,28,2,False,False,None,3
2024-07-11,2024,3,7,28,3,False,False,None,3
2024-07-12,2024,3,7,28,4,False,False,None,3
2024-07-13,2024,3,7,28,5,True,False,None,3
2024-07-14,2024,3,7,28,6,True,False,None,3
2024-07-15,2024,3,7,29,0,False,False,None,3
2024-07-16,2024,3,7,29,1,False,False,None,3
2024-07-17,2024,3,7,29,2,False,False,None,3
2024-07-18,2024,3,7,29,3,False,False,None,3
2024-07-19,2024,3,7,29,4,False,False,None,3
2024-07-20,2024,3,7,29,5,True,False,None,3
2024-07-21,2024,3,7,29,6,True,False,Christmas,3
2024-07-22,2024,3,7,30,0,False,False,None,3
2024-07-23,2024,3,7,30,1,False,False,None,3
2024-07-24,2024,3,7,30,2,False,False,None,3
2024-07-25,2024,3,7,30,3,False,False,Christmas,3
2024-07-26,2024,3,7,30,4,False,False,None,3
2024-07-27,2024,3,7,30,5,True,False,None,3
2024-07-28,2024,3,7,30,6,True,False,None,3
2024-07-29,2024,3,7,31,0,False,False,None,3
2024-07-30,2024,3,7,31,1,False,False,None,3
2024-07-31,2024,3,7,31,2,False,False,None,3
2024-08-01,2024,3,8,31,3,False,False,None,3
2024-08-02,2024,3,8,31,4,False,False,None,3
2024-08-03,2024,3,8,31,5,True,False,None,3
2024-08-04,2024,3,8,31,6,True,False,None,3
2024-08-05,2024,3,8,32,0,False,False,None,3
2024-08-06,2024,3,8,32,1,False,False,None,3
2024-08-07,2024,3,8,32,2,False,False,None,3
2024-08-08,2024,3,8,32,3,False,False,Carnival,3
2024-08-09,2024,3,8,32,4,False,False,None,3
2024-08-10,2024,3,8,32,5,True,False,None,3
2024-08-11,2024,3,8,32,6,True,False,None,3
2024-08-12,2024,3,8,33,0,False,False,Christmas,3
2024-08-13,2024,3,8,33,1,False,False,None,3
2024-08-14,2024,3,8,33,2,False,False,None,3
2024-08-15,2024,3,8,33,3,False,False,None,3
2024-08-16,2024,3,8,33,4,False,False,None,3
2024-08-17,2024,3,8,33,5,True,False,None,3
2024-08-18,2024,3,8,33,6,True,False,None,3
2024-08-19,2024,3,8,34,0,False,False,None,3
2024-08-20,2024,3,8,34,1,False,False,None,3
2024-08-21,2024,3,8,34,2,False,False,None,3
2024-08-22,2024,3,8,34,3,False,False,None,3
2024-08-23,2024,3,8,34,4,False,False,None,3
2024-08-24,2024,3,8,34,5,True,False,Carnival,3
2024-08-25,2024,3,8,34,6,True,False,None,3
2024-08-26,2024,3,8,35,0,False,False,None,3
2024-08-27,2024,3,8,35,1,False,False,Christmas,3
2024-08-28,2024,3,8,35,2,False,False,None,3
2024-08-29,2024,3,8,35,3,False,False,None,3
2024-08-30,2024,3,8,35,4,False,False,Christmas,3
2024-08-31,2024,3,8,35,5,True,False,None,3
2024-09-01,2024,3,9,35,6,True,False,None,3
2024-09-02,2024,3,9,36,0,False,False,None,3
2024-09-03,2024,3,9,36,1,False,False,None,3
2024-09-04,2024,3,9,36,2,False,False,None,3
2024-09-05,2024,3,9,36,3,False,False,None,3
2024-09-06,2024,3,9,36,4,False,False,None,3
2024-09-07,2024,3,9,36,5,True,False,None,3
2024-09-08,2024,3,9,36,6,True,False,None,3
2024-09-09,2024,3,9,37,0,False,False,None,3
2024-09-10,2024,3,9,37,1,False,False,None,3
2024-09-11,2024,3,9,37,2,False,False,None,3
2024-09-12,2024,3,9,37,3,False,False,None,3
2024-09-13,2024,3,9,37,4,False,False,None,3
2024-09-14,2024,3,9,37,5,True,False,None,3
2024-09-15,2024,3,9,37,6,True,False,None,3
2024-09-16,2024,3,9,38,0,False,False,None,3
2024-09-17,2024,3,9,38,1,False,False,None,3
2024-09-18,2024,3,9,38,2,False,False,None,3
2024-09-19,2024,3,9,38,3,False,True,None,3
2024-09-20,2024,3,9,38,4,False,False,None,3
2024-09-21,2024,3,9,38,5,True,False,Black Friday,3
2024-09-22,2024,3,9,38,6,True,True,None,3
2024-09-23,2024,3,9,39,0,False,False,None,3
2024-09-24,2024,3,9,39,1,False,False,None,3
2024-09-25,2024,3,9,39,2,False,False,None,3
2024-09-26,2024,3,9,39,3,False,False,None,3
2024-09-27,2024,3,9,39,4,False,False,None,3
2024-09-28,2024,3,9,39,5,True,False,None,3
2024-09-29,2024,3,9,39,6,True,False,None,3
2024-09-30,2024,3,9,40,0,False,False,None,3
2024-10-01,2024,4,10,40,1,False,False,None,4
2024-10-02,2024,4,10,40,2,False,True,Black Friday,4
2024-10-03,2024,4,10,40,3,False,False,None,4
2024-10-04,2024,4,10,40,4,False,False,None,4
2024-10-05,2024,4,10,40,5,True,False,None,4
2024-10-06,2024,4,10,40,6,True,True,None,4
2024-10-07,2024,4,10,41,0,False,False,Carnival,4
2024-10-08,2024,4,10,41,1,False,False,None,4
2024-10-09,2024,4,10,41,2,False,False,None,4
2024-10-10,2024,4,10,41,3,False,False,Black Friday,4
2024-10-11,2024,4,10,41,4,False,False,None,4
2024-10-12,2024,4,10,41,5,True,False,None,4
2024-10-13,2024,4,10,41,6,True,False,None,4
2024-10-14,2024,4,10,42,0,False,False,None,4
2024-10-15,2024,4,10,42,1,False,False,None,4
2024-10-16,2024,4,10,42,2,False,False,None,4
2024-10-17,2024,4,10,42,3,False,False,None,4
2024-10-18,2024,4,10,42,4,False,False,None,4
2024-10-19,2024,4,10,42,5,True,False,None,4
2024-10-20,2024,4,10,42,6,True,False,None,4
2024-10-21,2024,4,10,43,0,False,False,Carnival,4
2024-10-22,2024,4,10,43,1,False,False,None,4
2024-10-23,2024,4,10,43,2,False,False,None,4
2024-10-24,2024,4,10,43,3,False,False,Christmas,4
2024-10-25,2024,4,10,43,4,False,False,Carnival,4
2024-10-26,2024,4,10,43,5,True,False,None,4
2024-10-27,2024,4,10,43,6,True,False,None,4
2024-10-28,2024,4,10,44,0,False,False,None,4
2024-10-29,2024,4,10,44,1,False,False,None,4
2024-10-30,2024,4,10,44,2,False,False,None,4
2024-10-31,2024,4,10,44,3,False,False,None,4
2024-11-01,2024,4,11,44,4,False,False,None,4
2024-11-02,2024,4,11,44,5,True,False,None,4
2024-11-03,2024,4,11,44,6,True,False,None,4
2024-11-04,2024,4,11,45,0,False,True,None,4
2024-11-05,2024,4,11,45,1,False,False,None,4
2024-11-06,2024,4,11,45,2,False,False,None,4
2024-11-07,2024,4,11,45,3,False,False,None,4
2024-11-08,2024,4,11,45,4,False,False,None,4
2024-11-09,2024,4,11,45,5,True,False,Carnival,4
2024-11-10,2024,4,11,45,6,True,True,None,4
2024-11-11,2024,4,11,46,0,False,False,None,4
2024-11-12,2024,4,11,46,1,False,False,None,4
2024-11-13,2024,4,11,46,2,False,False,None,4
2024-11-14,2024,4,11,46,3,False,False,None,4
2024-11-15,2024,4,11,46,4,False,False,None,4
2024-11-16,2024,4,11,46,5,True,False,None,4
2024-11-17,2024,4,11,46,6,True,False,None,4
2024-11-18,2024,4,11,47,0,False,False,None,4
2024-11-19,2024,4,11,47,1,False,False,None,4
2024-11-20,2024,4,11,47,2,False,False,Black Friday,4
2024-11-21,2024,4,11,47,3,False,True,None,4
2024-11-22,2024,4,11,47,4,False,False,None,4
2024-11-23,2024,4,11,47,5,True,False,None,4
2024-11-24,2024,4,11,47,6,True,False,None,4
2024-11-25,2024,4,11,48,0,False,False,None,4
2024-11-26,2024,4,11,48,1,False,False,None,4
2024-11-27,2024,4,11,48,2,False,False,Black Friday,4
2024-11-28,2024,4,11,48,3,False,False,None,4
2024-11-29,2024,4,11,48,4,False,False,None,4
2024-11-30,2024,4,11,48,5,True,False,None,4
2024-12-01,2024,4,12,48,6,True,False,None,4
2024-12-02,2024,4,12,49,0,False,False,None,4
2024-12-03,2024,4,12,49,1,False,False,None,4
2024-12-04,2024,4,12,49,2,False,False,None,4
2024-12-05,2024,4,12,49,3,False,False,None,4
2024-12-06,2024,4,12,49,4,False,False,Carnival,4
2024-12-07,2024,4,12,49,5,True,False,Black Friday,4
2024-12-08,2024,4,12,49,6,True,False,None,4
2024-12-09,2024,4,12,50,0,False,False,Christmas,4
2024-12-10,2024,4,12,50,1,False,False,None,4
2024-12-11,2024,4,12,50,2,False,False,None,4
2024-12-12,2024,4,12,50,3,False,True,None,4
2024-12-13,2024,4,12,50,4,False,False,None,4
2024-12-14,2024,4,12,50,5,True,False,None,4
2024-12-15,2024,4,12,50,6,True,False,None,4
2024-12-16,2024,4,12,51,0,False,False,None,4
2024-12-17,2024,4,12,51,1,False,False,Christmas,4
2024-12-18,2024,4,12,51,2,False,False,None,4
2024-12-19,2024,4,12,51,3,False,False,None,4
2024-12-20,2024,4,12,51,4,False,False,None,4
2024-12-21,2024,4,12,51,5,True,False,None,4
2024-12-22,2024,4,12,51,6,True,False,None,4
2024-12-23,2024,4,12,52,0,False,False,None,4
2024-12-24,2024,4,12,52,1,False,False,None,4
2024-12-25,2024,4,12,52,2,False,False,None,4
2024-12-26,2024,4,12,52,3,False,False,None,4
2024-12-27,2024,4,12,52,4,False,False,None,4
2024-12-28,2024,4,12,52,5,True,False,None,4
2024-12-29,2024,4,12,52,6,True,False,None,4
2024-12-30,2024,4,12,1,0,False,False,None,4
2024-12-31,2024,4,12,1,1,False,False,None,4
