inventory_id,product_id,warehouse_id,warehouse_name,current_stock,minimum_stock,maximum_stock,reorder_level,lead_time_days,stockout_risk,inventory_turnover,last_restock_date
INV000278,PRD-00278,W01,WH_SAO_PAULO,385,61,614,122,8,0.374,8.01,2026-07-26
INV000279,PRD-00279,W03,WH_BAHIA,157,29,298,59,4,0.4749,3.66,2026-08-04
INV000280,PRD-00280,W03,WH_RIO,118,15,156,31,6,0.2484,2.32,2026-07-19
INV000281,PRD-00281,W01,WH_RIO,46,11,113,22,10,0.5965,0.94,2026-07-16
INV000282,PRD-00282,W02,WH_MINAS,380,54,542,108,4,0.3002,6.98,2026-08-04
INV000283,PRD-00283,W04,WH_SAO_PAULO,162,35,356,71,12,0.5462,4.38,2026-07-10
INV000284,PRD-00284,W03,WH_RIO,115,22,220,44,10,0.4796,3.28,2026-07-10
INV000285,PRD-00285,W04,WH_MINAS,251,39,390,78,9,0.3581,5.38,2026-07-16
INV000286,PRD-00286,W02,WH_SAO_PAULO,217,34,348,69,13,0.3782,3.88,2026-07-15
INV000287,PRD-00287,W02,WH_SAO_PAULO,257,37,373,74,4,0.3128,4.38,2026-08-04
INV000288,PRD-00288,W02,WH_SAO_PAULO,229,33,331,66,4,0.3102,3.4,2026-08-02
INV000289,PRD-00289,W01,WH_RIO,380,49,497,99,8,0.2369,5.38,2026-07-24
INV000290,PRD-00290,W01,WH_BAHIA,98,22,222,44,8,0.5605,3.04,2026-07-30
INV000291,PRD-00291,W01,WH_SAO_PAULO,195,34,344,68,8,0.4348,4.62,2026-07-07
INV000292,PRD-00292,W03,WH_BAHIA,216,26,269,53,8,0.2,3.38,2026-07-26
INV000293,PRD-00293,W04,WH_SAO_PAULO,407,46,463,92,2,0.1228,4.89,2026-08-03
INV000294,PRD-00294,W04,WH_MINAS,161,25,259,51,2,0.3808,2.73,2026-07-18
INV000295,PRD-00295,W03,WH_MINAS,107,19,198,39,2,0.4623,3.0,2026-07-28
INV000296,PRD-00296,W02,WH_SAO_PAULO,205,42,425,85,6,0.5188,4.5,2026-08-01
INV000297,PRD-00297,W01,WH_BAHIA,284,40,406,81,4,0.3022,4.33,2026-07-31
INV000298,PRD-00298,W01,WH_MINAS,115,17,176,35,13,0.3503,1.62,2026-07-12
INV000299,PRD-00299,W03,WH_SAO_PAULO,462,57,572,114,2,0.1937,6.69,2026-07-08
INV000300,PRD-00300,W04,WH_BAHIA,215,41,415,83,13,0.4832,5.48,2026-07-14
INV000301,PRD-00301,W01,WH_BAHIA,244,30,306,61,5,0.2052,3.33,2026-07-19
INV000302,PRD-00302,W02,WH_MINAS,106,13,138,27,12,0.2374,0.98,2026-07-29
INV000303,PRD-00303,W02,WH_BAHIA,338,51,516,103,12,0.3462,6.56,2026-07-09
INV000304,PRD-00304,W01,WH_RIO,190,40,405,81,13,0.532,4.84,2026-08-03
INV000305,PRD-00305,W02,WH_BAHIA,269,46,460,92,7,0.4165,5.22,2026-07-27
INV000306,PRD-00306,W02,WH_BAHIA,349,41,419,83,4,0.169,5.77,2026-07-31
INV000307,PRD-00307,W02,WH_BAHIA,105,16,160,32,8,0.3478,2.67,2026-07-11
INV000308,PRD-00308,W02,WH_MINAS,267,31,317,63,7,0.1604,3.51,2026-07-20
INV000309,PRD-00309,W02,WH_MINAS,401,52,523,104,5,0.2347,6.81,2026-07-11
INV000310,PRD-00310,W01,WH_MINAS,106,18,185,37,13,0.4301,2.95,2026-07-24
INV000311,PRD-00311,W02,WH_BAHIA,169,34,341,68,13,0.5058,4.16,2026-08-03
INV000312,PRD-00312,W02,WH_BAHIA,128,20,206,41,11,0.3816,2.96,2026-07-29
INV000313,PRD-00313,W03,WH_MINAS,365,49,493,98,13,0.2611,5.8,2026-07-29
INV000314,PRD-00314,W02,WH_RIO,262,35,355,71,7,0.264,5.05,2026-07-17
INV000315,PRD-00315,W04,WH_MINAS,244,48,484,96,7,0.4969,6.37,2026-07-18
INV000316,PRD-00316,W03,WH_RIO,258,46,466,93,7,0.4475,6.32,2026-08-02
INV000317,PRD-00317,W01,WH_BAHIA,295,68,681,136,2,0.5674,8.41,2026-07-12
INV000318,PRD-00318,W02,WH_MINAS,555,66,662,132,9,0.1629,7.6,2026-07-30
INV000319,PRD-00319,W04,WH_RIO,146,18,188,37,10,0.2275,1.89,2026-07-17
INV000320,PRD-00320,W02,WH_BAHIA,208,44,444,88,9,0.5326,6.07,2026-08-02
INV000321,PRD-00321,W01,WH_BAHIA,441,70,709,141,7,0.3789,8.35,2026-07-12
INV000322,PRD-00322,W04,WH_SAO_PAULO,270,41,414,82,5,0.3494,5.39,2026-07-23
INV000323,PRD-00323,W01,WH_BAHIA,433,74,747,149,9,0.4211,8.62,2026-07-19
INV000324,PRD-00324,W01,WH_SAO_PAULO,244,32,326,65,5,0.2538,3.56,2026-07-08
INV000325,PRD-00325,W02,WH_RIO,412,55,553,110,12,0.2563,7.16,2026-08-02
INV000326,PRD-00326,W04,WH_BAHIA,564,69,699,139,6,0.1943,8.73,2026-07-29
INV000327,PRD-00327,W01,WH_SAO_PAULO,100,23,236,47,13,0.5781,2.93,2026-07-26
INV000328,PRD-00328,W04,WH_RIO,160,33,336,67,4,0.5252,4.05,2026-07-31
INV000329,PRD-00329,W02,WH_MINAS,464,70,704,140,6,0.3418,8.61,2026-07-26
INV000330,PRD-00330,W03,WH_BAHIA,296,39,392,78,12,0.2468,4.68,2026-07-23
INV000331,PRD-00331,W01,WH_MINAS,277,50,500,100,5,0.4471,5.79,2026-07-18
INV000332,PRD-00332,W04,WH_MINAS,342,55,550,110,8,0.3793,7.3,2026-07-25
INV000333,PRD-00333,W03,WH_MINAS,136,28,284,56,7,0.5228,3.17,2026-07-14
INV000334,PRD-00334,W03,WH_BAHIA,364,51,510,102,2,0.2877,6.67,2026-07-31
INV000335,PRD-00335,W01,WH_RIO,351,44,449,89,3,0.22,5.49,2026-07-29
INV000336,PRD-00336,W02,WH_SAO_PAULO,223,27,275,55,6,0.192,3.26,2026-07-26
INV000337,PRD-00337,W03,WH_BAHIA,162,30,305,61,13,0.4706,4.16,2026-08-04
INV000338,PRD-00338,W02,WH_MINAS,319,70,708,141,3,0.5501,9.12,2026-07-23
INV000339,PRD-00339,W03,WH_SAO_PAULO,152,24,241,48,8,0.3719,2.85,2026-07-29
INV000340,PRD-00340,W04,WH_SAO_PAULO,435,53,535,107,12,0.1884,6.2,2026-07-23
INV000341,PRD-00341,W04,WH_MINAS,173,40,408,81,11,0.577,5.55,2026-07-09
INV000342,PRD-00342,W03,WH_BAHIA,328,55,555,111,3,0.4101,7.41,2026-07-10
INV000343,PRD-00343,W03,WH_SAO_PAULO,344,52,527,105,7,0.3485,6.59,2026-07-17
INV000344,PRD-00344,W02,WH_MINAS,233,37,378,75,9,0.3852,4.26,2026-07-16
INV000345,PRD-00345,W02,WH_RIO,207,28,285,57,12,0.2762,3.81,2026-07-15
INV000346,PRD-00346,W02,WH_RIO,395,65,655,131,3,0.3979,7.26,2026-07-25
INV000347,PRD-00347,W03,WH_SAO_PAULO,446,60,603,120,4,0.2616,7.35,2026-07-08
INV000348,PRD-00348,W01,WH_MINAS,375,42,421,84,7,0.1114,5.24,2026-07-17
INV000349,PRD-00349,W02,WH_BAHIA,176,39,394,78,11,0.5544,4.11,2026-08-03
INV000350,PRD-00350,W02,WH_SAO_PAULO,142,22,225,45,11,0.3717,2.42,2026-08-01
INV000351,PRD-00351,W01,WH_MINAS,360,54,544,108,7,0.3394,7.2,2026-08-02
INV000352,PRD-00352,W02,WH_RIO,431,67,675,135,6,0.3624,8.4,2026-07-30
INV000353,PRD-00353,W02,WH_BAHIA,123,22,223,44,6,0.4509,2.17,2026-07-09
INV000354,PRD-00354,W04,WH_SAO_PAULO,108,24,241,48,4,0.5537,3.51,2026-07-23
INV000355,PRD-00355,W03,WH_MINAS,179,28,287,57,6,0.3785,4.05,2026-07-09
INV000356,PRD-00356,W02,WH_RIO,235,29,291,58,12,0.1952,3.0,2026-07-11
INV000357,PRD-00357,W04,WH_SAO_PAULO,314,37,375,75,6,0.1649,4.81,2026-07-30
INV000358,PRD-00358,W03,WH_RIO,161,35,359,71,6,0.5528,4.75,2026-07-16
INV000359,PRD-00359,W02,WH_MINAS,141,21,216,43,3,0.3502,2.41,2026-07-20
INV000360,PRD-00360,W02,WH_RIO,474,68,687,137,11,0.311,8.43,2026-07-20
INV000361,PRD-00361,W01,WH_RIO,201,24,241,48,6,0.1694,2.29,2026-07-13
INV000362,PRD-00362,W01,WH_BAHIA,219,36,367,73,7,0.4049,3.78,2026-07-30
INV000363,PRD-00363,W01,WH_SAO_PAULO,134,26,269,53,10,0.5037,3.06,2026-07-09
INV000364,PRD-00364,W02,WH_SAO_PAULO,324,60,605,121,4,0.4653,6.95,2026-07-08
INV000365,PRD-00365,W03,WH_SAO_PAULO,217,31,315,63,6,0.3133,4.42,2026-07-26
INV000366,PRD-00366,W03,WH_RIO,231,40,402,80,3,0.4268,5.15,2026-07-15
INV000367,PRD-00367,W03,WH_RIO,499,70,704,140,11,0.2922,8.03,2026-07-14
INV000368,PRD-00368,W02,WH_SAO_PAULO,183,32,326,65,11,0.4404,4.14,2026-08-03
INV000369,PRD-00369,W02,WH_MINAS,187,43,430,86,3,0.5661,4.54,2026-07-31
INV000370,PRD-00370,W04,WH_BAHIA,165,25,255,51,5,0.3555,3.32,2026-07-19
INV000371,PRD-00371,W01,WH_BAHIA,224,36,364,72,10,0.3863,3.92,2026-07-22
INV000372,PRD-00372,W04,WH_RIO,383,48,487,97,13,0.2152,5.22,2026-07-23
INV000373,PRD-00373,W03,WH_RIO,111,22,221,44,4,0.5,3.43,2026-08-01
INV000374,PRD-00374,W04,WH_MINAS,282,33,330,66,2,0.148,3.65,2026-07-21
INV000375,PRD-00375,W01,WH_RIO,209,43,437,87,12,0.5228,5.8,2026-07-10
INV000376,PRD-00376,W03,WH_SAO_PAULO,95,17,172,34,4,0.4509,1.62,2026-07-25
INV000377,PRD-00377,W03,WH_SAO_PAULO,261,47,478,95,11,0.4551,5.12,2026-07-29
INV000378,PRD-00378,W03,WH_BAHIA,220,41,419,83,8,0.4762,5.65,2026-08-04
INV000379,PRD-00379,W03,WH_RIO,134,29,297,59,10,0.5503,3.79,2026-08-01
INV000380,PRD-00380,W01,WH_BAHIA,260,38,387,77,13,0.3299,4.73,2026-07-08
INV000381,PRD-00381,W04,WH_RIO,345,70,700,140,7,0.5078,8.21,2026-07-13
INV000382,PRD-00382,W02,WH_MINAS,89,19,197,39,2,0.5505,1.83,2026-07-17
INV000383,PRD-00383,W03,WH_SAO_PAULO,174,37,375,75,5,0.5372,5.06,2026-08-01
INV000384,PRD-00384,W04,WH_BAHIA,291,60,604,120,6,0.519,6.8,2026-07-20
INV000385,PRD-00385,W02,WH_RIO,188,25,259,51,6,0.2769,2.74,2026-07-24
INV000386,PRD-00386,W03,WH_SAO_PAULO,224,31,314,62,7,0.2889,3.33,2026-07-19
INV000387,PRD-00387,W03,WH_MINAS,476,56,563,112,10,0.156,6.7,2026-07-19
INV000388,PRD-00388,W04,WH_BAHIA,182,37,378,75,12,0.5198,4.87,2026-07-10
INV000389,PRD-00389,W03,WH_MINAS,211,28,285,57,5,0.2622,3.13,2026-07-27
INV000390,PRD-00390,W01,WH_RIO,169,21,214,42,5,0.214,2.82,2026-07-29
INV000391,PRD-00391,W04,WH_MINAS,265,52,522,104,6,0.4933,6.72,2026-07-26
INV000392,PRD-00392,W03,WH_SAO_PAULO,464,74,744,148,6,0.3772,9.54,2026-07-27
INV000393,PRD-00393,W04,WH_BAHIA,290,40,408,81,3,0.291,4.6,2026-07-11
INV000394,PRD-00394,W02,WH_RIO,204,51,510,102,10,0.6008,5.81,2026-07-12
INV000395,PRD-00395,W03,WH_SAO_PAULO,235,29,296,59,5,0.2088,3.79,2026-07-11
INV000396,PRD-00396,W03,WH_BAHIA,106,23,238,47,12,0.5565,3.14,2026-07-17
INV000397,PRD-00397,W02,WH_BAHIA,165,19,198,39,7,0.1709,1.71,2026-07-18
INV000398,PRD-00398,W04,WH_RIO,399,46,467,93,10,0.1474,6.12,2026-07-23
INV000399,PRD-00399,W02,WH_SAO_PAULO,323,60,607,121,13,0.4688,6.94,2026-07-28
INV000400,PRD-00400,W04,WH_SAO_PAULO,218,33,336,67,7,0.3531,4.82,2026-07-23
INV000401,PRD-00401,W04,WH_SAO_PAULO,445,50,505,101,4,0.1206,5.52,2026-07-24
INV000402,PRD-00402,W02,WH_SAO_PAULO,287,36,364,72,10,0.2137,4.19,2026-08-02
INV000403,PRD-00403,W01,WH_MINAS,343,48,480,96,8,0.2869,6.55,2026-07-13
INV000404,PRD-00404,W02,WH_SAO_PAULO,138,32,325,65,7,0.5767,3.29,2026-07-24
INV000405,PRD-00405,W04,WH_RIO,115,14,145,29,6,0.2123,1.71,2026-07-24
INV000406,PRD-00406,W04,WH_MINAS,186,26,264,52,10,0.2981,3.6,2026-07-29
INV000407,PRD-00407,W02,WH_MINAS,134,29,291,58,4,0.5411,4.29,2026-07-10
INV000408,PRD-00408,W04,WH_SAO_PAULO,259,36,361,72,7,0.2845,4.83,2026-07-10
INV000409,PRD-00409,W04,WH_SAO_PAULO,385,45,456,91,5,0.1575,5.68,2026-07-29
INV000410,PRD-00410,W02,WH_SAO_PAULO,153,18,180,36,5,0.1547,1.61,2026-07-22
INV000411,PRD-00411,W01,WH_MINAS,150,20,208,41,3,0.2823,2.32,2026-07-07
INV000412,PRD-00412,W04,WH_RIO,193,34,345,69,10,0.4422,4.88,2026-07-17
INV000413,PRD-00413,W01,WH_MINAS,532,64,645,129,6,0.1765,7.56,2026-07-28
INV000414,PRD-00414,W03,WH_BAHIA,324,43,435,87,11,0.2569,5.18,2026-07-17
INV000415,PRD-00415,W02,WH_SAO_PAULO,139,21,211,42,8,0.3443,2.96,2026-08-04
INV000416,PRD-00416,W03,WH_SAO_PAULO,110,17,178,35,8,0.3855,2.02,2026-07-24
INV000417,PRD-00417,W02,WH_BAHIA,186,32,323,64,6,0.4259,4.42,2026-07-10
INV000418,PRD-00418,W03,WH_SAO_PAULO,236,33,339,67,13,0.3059,4.38,2026-07-13
INV000419,PRD-00419,W02,WH_RIO,242,56,569,113,6,0.5754,7.07,2026-07-20
INV000420,PRD-00420,W01,WH_RIO,156,20,209,41,2,0.2571,2.01,2026-08-03
INV000421,PRD-00421,W02,WH_RIO,386,45,450,90,7,0.1441,4.71,2026-07-18
INV000422,PRD-00422,W04,WH_BAHIA,148,21,214,42,11,0.3116,2.0,2026-07-07
INV000423,PRD-00423,W02,WH_RIO,325,62,620,124,7,0.4767,8.18,2026-07-29
INV000424,PRD-00424,W02,WH_RIO,487,56,562,112,4,0.135,6.25,2026-07-29
INV000425,PRD-00425,W01,WH_SAO_PAULO,258,54,545,109,6,0.5275,6.52,2026-07-15
INV000426,PRD-00426,W01,WH_MINAS,303,55,550,110,5,0.4501,6.52,2026-07-23
INV000427,PRD-00427,W02,WH_RIO,266,30,307,61,4,0.1364,3.77,2026-07-26
INV000428,PRD-00428,W02,WH_MINAS,582,65,653,130,2,0.1101,8.21,2026-07-18
INV000429,PRD-00429,W04,WH_BAHIA,301,34,341,68,6,0.1199,4.84,2026-07-11
INV000430,PRD-00430,W01,WH_SAO_PAULO,342,45,452,90,12,0.245,4.73,2026-07-07
INV000431,PRD-00431,W01,WH_SAO_PAULO,560,66,662,132,3,0.1554,7.29,2026-07-20
INV000432,PRD-00432,W03,WH_RIO,148,16,166,33,5,0.1138,2.79,2026-07-10
INV000433,PRD-00433,W03,WH_BAHIA,292,57,578,115,7,0.4957,6.3,2026-07-26
INV000434,PRD-00434,W04,WH_RIO,397,46,461,92,2,0.1407,6.29,2026-07-17
INV000435,PRD-00435,W03,WH_RIO,285,50,501,100,7,0.4323,6.61,2026-07-28
INV000436,PRD-00436,W03,WH_RIO,115,24,244,48,10,0.5306,2.28,2026-07-15
INV000437,PRD-00437,W02,WH_RIO,176,24,248,49,10,0.2932,3.22,2026-07-15
INV000438,PRD-00438,W01,WH_MINAS,295,36,367,73,11,0.1984,3.92,2026-07-13
INV000439,PRD-00439,W04,WH_BAHIA,287,36,366,73,2,0.218,5.06,2026-07-28
INV000440,PRD-00440,W03,WH_BAHIA,171,30,301,60,8,0.4338,4.11,2026-07-12
INV000441,PRD-00441,W03,WH_RIO,415,61,619,123,6,0.3306,7.16,2026-07-25
INV000442,PRD-00442,W03,WH_SAO_PAULO,55,11,112,22,3,0.5133,1.46,2026-08-04
INV000443,PRD-00443,W02,WH_SAO_PAULO,177,33,330,66,4,0.4653,4.7,2026-07-25
INV000444,PRD-00444,W02,WH_BAHIA,89,18,189,37,10,0.5316,1.59,2026-08-03
INV000445,PRD-00445,W01,WH_RIO,471,64,643,128,6,0.2686,8.45,2026-07-15
INV000446,PRD-00446,W03,WH_SAO_PAULO,275,43,438,87,7,0.3736,5.56,2026-07-11
INV000447,PRD-00447,W04,WH_RIO,208,32,320,64,7,0.352,3.64,2026-08-02
INV000448,PRD-00448,W03,WH_SAO_PAULO,160,22,222,44,4,0.2825,2.89,2026-07-11
INV000449,PRD-00449,W03,WH_BAHIA,188,42,427,85,6,0.5607,5.3,2026-07-29
INV000450,PRD-00450,W03,WH_RIO,104,19,199,39,4,0.48,2.63,2026-07-16
INV000451,PRD-00451,W04,WH_BAHIA,284,43,437,87,7,0.3516,5.85,2026-07-12
INV000452,PRD-00452,W04,WH_BAHIA,459,68,682,136,3,0.328,7.89,2026-07-23
INV000453,PRD-00453,W03,WH_SAO_PAULO,536,64,649,129,9,0.1754,7.21,2026-07-24
INV000454,PRD-00454,W02,WH_MINAS,113,24,244,48,3,0.5388,3.17,2026-07-09
INV000455,PRD-00455,W03,WH_BAHIA,544,63,639,127,2,0.15,7.94,2026-07-14
INV000456,PRD-00456,W02,WH_BAHIA,83,14,149,29,3,0.4467,1.28,2026-07-29
INV000457,PRD-00457,W01,WH_BAHIA,198,32,326,65,8,0.3945,3.86,2026-07-10
INV000458,PRD-00458,W03,WH_SAO_PAULO,187,25,250,50,2,0.255,2.43,2026-07-15
INV000459,PRD-00459,W01,WH_MINAS,120,13,139,27,2,0.1429,1.52,2026-07-07
INV000460,PRD-00460,W03,WH_SAO_PAULO,309,51,519,103,8,0.4058,6.05,2026-07-18
INV000461,PRD-00461,W02,WH_SAO_PAULO,367,57,570,114,8,0.3573,6.98,2026-07-27
INV000462,PRD-00462,W01,WH_RIO,316,55,559,111,2,0.4357,7.39,2026-07-30
INV000463,PRD-00463,W01,WH_RIO,312,39,392,78,5,0.2061,4.85,2026-07-26
INV000464,PRD-00464,W01,WH_MINAS,220,42,425,85,12,0.4836,5.57,2026-07-07
INV000465,PRD-00465,W03,WH_SAO_PAULO,446,70,708,141,8,0.3709,8.28,2026-07-10
INV000466,PRD-00466,W02,WH_BAHIA,178,32,327,65,4,0.4573,3.91,2026-07-18
INV000467,PRD-00467,W04,WH_SAO_PAULO,241,42,428,85,10,0.4382,5.19,2026-07-09
INV000468,PRD-00468,W02,WH_SAO_PAULO,224,28,288,57,13,0.2249,3.76,2026-07-30
INV000469,PRD-00469,W02,WH_MINAS,350,57,575,115,2,0.3924,7.3,2026-07-31
INV000470,PRD-00470,W02,WH_MINAS,281,56,561,112,11,0.5,7.27,2026-07-10
INV000471,PRD-00471,W02,WH_MINAS,364,43,435,87,11,0.1651,5.17,2026-07-09
INV000472,PRD-00472,W02,WH_BAHIA,333,39,391,78,2,0.1505,4.77,2026-08-01
INV000473,PRD-00473,W04,WH_BAHIA,176,40,401,80,7,0.5622,5.21,2026-07-09
INV000474,PRD-00474,W02,WH_RIO,367,42,427,85,3,0.1425,5.8,2026-07-27
INV000475,PRD-00475,W04,WH_BAHIA,121,16,167,33,5,0.2798,2.4,2026-07-14
INV000476,PRD-00476,W01,WH_BAHIA,184,43,432,86,4,0.5751,5.07,2026-07-25
INV000477,PRD-00477,W04,WH_MINAS,535,66,668,133,5,0.2003,8.42,2026-07-17
INV000478,PRD-00478,W03,WH_MINAS,127,26,268,53,6,0.5279,2.83,2026-07-07
INV000479,PRD-00479,W02,WH_BAHIA,283,42,423,84,3,0.3325,5.31,2026-07-16
INV000480,PRD-00480,W02,WH_RIO,217,35,359,71,8,0.3972,4.89,2026-07-17
INV000481,PRD-00481,W04,WH_RIO,196,31,310,62,12,0.3698,4.14,2026-07-25
INV000482,PRD-00482,W03,WH_RIO,431,54,545,109,3,0.2106,5.89,2026-07-26
INV000483,PRD-00483,W03,WH_MINAS,208,29,292,58,13,0.2901,3.62,2026-07-15
INV000484,PRD-00484,W04,WH_BAHIA,397,52,521,104,12,0.2395,5.61,2026-07-15
INV000485,PRD-00485,W03,WH_MINAS,319,41,414,82,7,0.2313,5.02,2026-07-16
INV000486,PRD-00486,W02,WH_MINAS,104,18,189,37,6,0.4526,1.95,2026-07-22
INV000487,PRD-00487,W01,WH_MINAS,175,28,281,56,4,0.3794,2.76,2026-07-10
INV000488,PRD-00488,W04,WH_MINAS,213,38,388,77,2,0.4524,4.05,2026-07-25
INV000489,PRD-00489,W02,WH_RIO,139,29,291,58,4,0.524,4.12,2026-07-24
INV000490,PRD-00490,W02,WH_MINAS,176,35,354,70,8,0.5042,4.32,2026-07-29
INV000491,PRD-00491,W02,WH_BAHIA,164,36,362,72,2,0.5482,3.67,2026-07-30
INV000492,PRD-00492,W02,WH_MINAS,156,28,286,57,3,0.4564,2.88,2026-07-12
INV000493,PRD-00493,W02,WH_BAHIA,160,22,223,44,12,0.2857,2.94,2026-07-12
INV000494,PRD-00494,W04,WH_BAHIA,239,45,459,91,10,0.4804,6.24,2026-07-28
INV000495,PRD-00495,W03,WH_SAO_PAULO,80,10,107,21,3,0.2593,1.37,2026-07-26
INV000496,PRD-00496,W01,WH_RIO,144,32,325,65,13,0.5583,3.93,2026-07-22
INV000497,PRD-00497,W04,WH_BAHIA,281,46,468,93,11,0.4009,6.25,2026-07-15
INV000498,PRD-00498,W03,WH_BAHIA,342,57,570,114,6,0.4011,6.3,2026-08-03
INV000499,PRD-00499,W03,WH_MINAS,158,33,333,66,11,0.5269,3.53,2026-08-03
INV000500,PRD-00500,W04,WH_BAHIA,408,70,704,140,8,0.4213,8.3,2026-07-08
INV000501,PRD-00501,W01,WH_RIO,89,21,211,42,7,0.5802,3.32,2026-07-18
INV000502,PRD-00502,W01,WH_MINAS,225,39,391,78,7,0.426,5.37,2026-08-02
INV000503,PRD-00503,W03,WH_RIO,223,34,343,68,11,0.3517,4.69,2026-07-20
INV000504,PRD-00504,W04,WH_MINAS,110,19,191,38,8,0.4271,2.94,2026-07-07
INV000505,PRD-00505,W02,WH_RIO,224,44,442,88,4,0.4944,5.72,2026-07-20
INV000506,PRD-00506,W01,WH_BAHIA,219,36,361,72,11,0.395,3.65,2026-07-22
INV000507,PRD-00507,W03,WH_MINAS,90,20,205,41,8,0.5631,2.2,2026-07-09
INV000508,PRD-00508,W03,WH_BAHIA,179,43,439,87,4,0.5932,4.63,2026-07-08
INV000509,PRD-00509,W03,WH_RIO,121,16,166,33,2,0.2754,2.63,2026-07-17
INV000510,PRD-00510,W03,WH_SAO_PAULO,407,49,494,98,10,0.1778,5.93,2026-07-20
INV000511,PRD-00511,W02,WH_RIO,175,27,270,54,12,0.3542,3.05,2026-07-24
INV000512,PRD-00512,W02,WH_RIO,568,79,791,158,10,0.2828,9.79,2026-07-07
INV000513,PRD-00513,W02,WH_BAHIA,182,27,270,54,8,0.3284,3.7,2026-07-14
INV000514,PRD-00514,W03,WH_RIO,209,35,359,71,13,0.4194,4.43,2026-07-23
INV000515,PRD-00515,W03,WH_SAO_PAULO,299,44,440,88,12,0.322,5.17,2026-07-28
INV000516,PRD-00516,W01,WH_RIO,137,29,293,58,9,0.534,4.27,2026-08-03
INV000517,PRD-00517,W03,WH_MINAS,298,54,542,108,3,0.4512,7.23,2026-07-15
INV000518,PRD-00518,W02,WH_SAO_PAULO,350,39,391,78,4,0.1071,4.53,2026-07-13
INV000519,PRD-00519,W02,WH_RIO,107,14,143,28,7,0.2569,2.19,2026-07-28
INV000520,PRD-00520,W03,WH_SAO_PAULO,76,18,185,37,7,0.5914,2.37,2026-07-31
INV000521,PRD-00521,W04,WH_RIO,336,57,573,114,13,0.4146,7.46,2026-08-04
INV000522,PRD-00522,W04,WH_RIO,246,37,373,74,10,0.3422,4.3,2026-07-19
INV000523,PRD-00523,W01,WH_RIO,256,33,337,67,6,0.2426,3.48,2026-07-30
INV000524,PRD-00524,W01,WH_SAO_PAULO,260,36,367,73,2,0.2935,3.82,2026-07-21
INV000525,PRD-00525,W02,WH_SAO_PAULO,89,20,203,40,2,0.5637,2.21,2026-07-25
INV000526,PRD-00526,W01,WH_SAO_PAULO,207,32,327,65,2,0.3689,4.7,2026-07-14
INV000527,PRD-00527,W01,WH_RIO,193,36,362,72,8,0.4683,3.84,2026-08-04
INV000528,PRD-00528,W04,WH_SAO_PAULO,390,78,789,157,13,0.5063,9.14,2026-07-23
INV000529,PRD-00529,W02,WH_MINAS,257,35,350,70,8,0.2678,4.13,2026-07-20
INV000530,PRD-00530,W01,WH_MINAS,286,34,344,68,9,0.171,4.33,2026-07-07
INV000531,PRD-00531,W03,WH_BAHIA,338,37,376,75,8,0.1034,3.88,2026-07-13
INV000532,PRD-00532,W02,WH_BAHIA,293,37,372,74,11,0.2145,4.58,2026-07-27
INV000533,PRD-00533,W01,WH_MINAS,282,32,329,65,8,0.1455,3.36,2026-07-12
INV000534,PRD-00534,W02,WH_SAO_PAULO,447,52,525,105,3,0.1502,6.48,2026-07-09
INV000535,PRD-00535,W04,WH_MINAS,230,32,322,64,2,0.2879,4.42,2026-07-24
INV000536,PRD-00536,W03,WH_BAHIA,408,57,577,115,12,0.2941,7.02,2026-07-13
INV000537,PRD-00537,W03,WH_SAO_PAULO,255,33,331,66,11,0.2319,4.61,2026-07-31
INV000538,PRD-00538,W03,WH_SAO_PAULO,258,53,531,106,4,0.515,6.05,2026-07-29
INV000539,PRD-00539,W04,WH_MINAS,372,48,486,97,8,0.2361,5.56,2026-07-18
INV000540,PRD-00540,W04,WH_SAO_PAULO,188,30,308,61,5,0.3916,4.13,2026-07-22
INV000541,PRD-00541,W04,WH_BAHIA,89,19,190,38,12,0.534,2.07,2026-07-13
INV000542,PRD-00542,W01,WH_SAO_PAULO,604,70,703,140,12,0.142,8.94,2026-07-18
INV000543,PRD-00543,W01,WH_BAHIA,272,32,326,65,4,0.1682,4.0,2026-07-28
INV000544,PRD-00544,W01,WH_SAO_PAULO,225,40,404,80,10,0.4444,5.27,2026-07-24
INV000545,PRD-00545,W03,WH_SAO_PAULO,132,26,264,52,10,0.5019,2.94,2026-07-20
INV000546,PRD-00546,W01,WH_MINAS,167,28,282,56,3,0.4099,3.88,2026-07-30
INV000547,PRD-00547,W03,WH_BAHIA,515,57,576,115,4,0.1075,6.72,2026-07-12
INV000548,PRD-00548,W02,WH_SAO_PAULO,386,62,626,125,3,0.3844,7.4,2026-07-11
INV000549,PRD-00549,W02,WH_BAHIA,245,46,460,92,7,0.4685,5.93,2026-07-26
INV000550,PRD-00550,W04,WH_SAO_PAULO,294,35,350,70,13,0.1624,4.44,2026-07-16
INV000551,PRD-00551,W01,WH_RIO,326,48,483,96,12,0.3264,6.41,2026-07-14
INV000552,PRD-00552,W04,WH_BAHIA,157,29,295,59,12,0.4696,3.84,2026-07-22
INV000553,PRD-00553,W02,WH_RIO,276,39,397,79,12,0.3065,5.0,2026-08-04
INV000554,PRD-00554,W02,WH_BAHIA,100,23,232,46,3,0.5708,2.16,2026-07-10
INV000555,PRD-00555,W02,WH_MINAS,139,22,226,45,9,0.3877,2.3,2026-07-11
